,ABI1,ASXL1,BCL10,BTG1,CDC73,CHCHD7,CHIC2,CREB3L2,CTNNB1,DDX10,ELF4,EPS15,FBXW7,FIP1L1,FUBP1,KIF5B,KIT,LMO1,MAP2K1,MLF1,MLLT10,MYC,NOTCH2,PAFAH1B2,PAX5,PICALM,PIK3CA,PLAG1,PTEN,SDHB,SDHC,SDHD,SF3B1,SFRS3,SS18,TBL1XR1,TFG,TFRC,TPM3,WRN,ABL1,AKT1,AXIN1,BAP1,BCR,BRD3,CARS,DAXX,DNM2,EWSR1,FUS,GNA11,MAP2K2,MKL1,MLLT1,MYD88,MYH9,NF2,NUMA1,NUP214,PCSK7,RALGDS,SH3GL1,SMARCA4,STK11,TRIM27,TSC2,XPC,ZRSR2,ABL2,ARNT,BCL9,BRD4,CREBBP,DDX6,DICER1,GOLGA5,JUN,KRAS,KTN1,MAX,MDM4,SET,THRAP3,TPR,TRIP11,ACSL3,ATRX,CREB1,EP300,ERCC4,HIP1,NFE2L2,NSD1,SETD2,STAG2,TCF12,AKAP9,APC,BCL2,BCOR,CACNA1D,CBFA2T3,CCND1,COX6C,CSF3R,FAM46C,FGFR3,FLT3,GATA2,GATA3,GPHN,IL6ST,MAP2K4,MLH1,MLLT3,MYB,MYST4,PCM1,RAP1GDS1,RB1,RET,SETBP1,TSC1,WHSC1,XPA,AKT2,ARID1A,BCL7A,BMPR1A,C2orf44,CIC,CNOT3,ERCC3,GNAS,MED12,NF1,NFKB2,PMS2,PPP2R1A,PRCC,RAF1,SMARCB1,STAT3,STAT5B,TFE3,TFPT,TRIM33,TRRAP,YWHAE,ALDH2,ARHGEF12,BCL3,CAMTA1,CREB3L1,CRTC3,FSTL3,IDH1,KLF4,MUC1,MYH11,PIK3R1,RAC1,RUNX1,TMPRSS2,TP53,TSHR,ALK,ATP1A1,BCL11A,CCNB1IP1,CCND3,CDK6,CDKN2A,CDKN2C,EGFR,EML4,ETV4,ETV5,ETV6,EXT1,EXT2,GMPS,HMGA1,LPP,MET,MSN,MYCN,NDRG1,NFIB,NOTCH1,NT5C2,PIM1,X6.Sep,SMO,TCF3,TCF7L2,TPM4,U2AF1,WWTR1,ZNF384,ASPSCR1,ATP2B3,CCDC6,CDK4,CHN1,CLTCL1,DDIT3,ERCC2,FGFR1OP,FH,H3F3A,HOXC11,HOXC13,HOXD13,HRAS,IDH2,MEN1,MLLT4,MYCL1,RPN1,SOX2,TCL6,TERT,ATF1,NCOA2,RAD21,TCEA1,UBR5,ATIC,DDB2,EIF4A2,ERBB2,ERCC5,FANCF,FGFR2,HNRNPA2B1,NCOA4,NUP98,PALB2,PAX8,PMS1,POT1,RAD51L1,RARA,SMARCE1,SSX2,ATM,BCL6,CBLB,FGFR1,HEY1,HOXA11,HOXA9,HOXD11,JAK1,MN1,NCOA1,NR4A3,NTRK1,WHSC1L1,ZNF331,BCL11B,BIRC3,CD74,CIITA,CYLD,FCGR2B,FLI1,FNBP1,HERPUD1,IKZF1,IL21R,IL7R,ITK,JAK2,JAK3,KCNJ5,LCK,LCP1,LYL1,MALT1,PDE4DIP,PRDM1,PRF1,PTPRC,SH2B3,SLC34A2,SOCS1,SYK,TFEB,TNFAIP3,TNFRSF14,WAS,WT1,BLM,BRIP1,BUB1B,CALR,CBFB,CCNE1,CHEK2,EZH2,FANCA,FANCC,FANCE,FANCG,FBXO11,MSH2,MSH6,MTCP1,MUTYH,RECQL4,SS18L1,XPO1,BRAF,BRCA1,BRCA2,CASP8,DNMT3A,ELK4,GATA1,HIST1H4I,HMGA2,MDM2,NONO,NRAS,PBRM1,PTPN11,RANBP17,RBM15,SFPQ,SUZ12,TAF15,TOP1,CANT1,CDH1,CLTC,DDX5,H3F3B,LASP1,PBX1,PDGFB,PRKAR1A,RNF43,SDC4,USP6,CBLC,CEBPA,FHIT,HLF,NACA,NPM1,NTRK3,PER1,RPL10,RPL22,RPL5,SRGAP3,CCND2,CDH11,COL1A1,ELN,ETV1,GAS7,MAF,MAFB,MITF,OMD,PDGFRA,PDGFRB,CD79A,CD79B,IRF4,POU2AF1,TNFRSF17,ERG,GPC3,KDR,LHFP,LIFR,LMO2,PPARG,PRDM16,TAL1
HTR2A,0.077591,0,0,0,0,0,0.060017,0,0,0,0,0,0,0.040575,0,0,0,0.046364,0.039973,0,0,0,0,0,0.027758,0,0.048602,0,0,0,0,0,0,0,0,0,0.014186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0011609,0,0,0,0,0,-0.0056221,0,0,0,0,0,0,0,-0.0052924,0,-0.0070212,0,0,0,0,0,-0.0011221,0,0.0025434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077011,0,0,0,0,0,0,0,0,0,0,0,0.024667,0,0,0,0,0,0,0,0,0,0,0,0,0.059277,0,0,0,0,0,0.10832,0,0,0,0.012361,0,0,0,0,0,0,0,0,0.0077353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.072076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0095519,0,0,0,0,0,0,0,0.050385,0,0,0,0,0,0,0,0,0,0,0,0.015505,0.0066369,0,0,0.032302,0,0,0,0,0,0,0,0,0,0,0.037994,0,0,0,0,0,0,0,0,0,0,-0.013711,0,0,0,0,0.020733,0,0,0,0,0,0.092296,0,0,0,0,0,0,0,0,0,0.03061,0.018394,0,0.04036,0,0,0.013475,0,0.059126,0,0,0,0,-0.033516,0,-0.028857,-0.022544,0,0,-0.0059769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036546,0,0,0,0,0,0,0
SPP1,0,0,0,0,0,0,0,0,0,0,0.022499,0,0,0.0057087,0,0,0,0.075711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0080762,0,0,0,0,0,0.094544,0.088328,0.0040049,0,0.0017436,0.049888,0,0,0.017377,0,0.07466,0,0,0,0,0,0.03441,0,0,0.0682,0,0,0,0,0.13604,0,0,0,-0.012215,0,0,0.10654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073348,0,0.03647,0.061244,0,-0.015295,0,0.01383,0.00047893,0,0,0,0,0,0,0,0,0,0.014099,0.012387,0,0,0,0.0012055,0,0.065455,0,0,0,0,0,0.074705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035864,0,0,0,0,0,0,0,0,0,-0.0066675,0,0,0,0,0,0,0,0,0,-0.036816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.058191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00075276,0,0,-0.045029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035518,0,0,0,0,0,0,0,-0.031133,0,0,-0.031047,0,-0.030484,0,-0.015696,0,-0.094232,-0.067428,0,0,0,0,0,0,-0.013693,0,0,0,0,0,0,-0.012039
IL6,0,0,0,0,0,0,0,0,0,-0.035853,0,0,0,0,0,0,0,0,0,0,0,-0.095546,-0.008333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071242,0,0,0.0097452,0,0.03976,0.069322,0.031192,0,0.012733,0.097161,0.066253,0.033224,0,0,0.067457,0.011375,0,0.081813,0.03813,0,0,0,0,0,0.0068722,0,0.02968,0,0,0,0.011339,0,0.11651,0,0,0.064536,0,0,0,0,0,0.075134,0,0,0.030916,0,0,0,0,0.0082312,0.019234,0,0,0,0,0.016005,0.11389,0,0,0,0,0,0.0078965,0,0,0,0,0.019584,0,0,-0.095563,0,0,0.077484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015886,0,0,0,0,0,0,-0.095828,0,0,0,-0.023685,0,0,0,0,0,0,0,-0.10819,0,0,0,0,0,0,0.057261,0,0,0,0.11953,0,0,0.099308,0,0,0,0,-0.0082171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02763,0.02188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017391,0.068187,0,0,0.038444,0,0,0.0027816,0,0,0,0,0,0,0,0.00669,0.084092,0,0,0,0,0,0,0,0.0020095,0,0,0,0.039048,0,0,0.012993,0,0,0,0,0,0,0,0.020122,0,0,0,0.022272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032354,0,-0.039213,0,0,0,0,0,0,0,0,0,0,0,0.020277,0,0,0,0,0,0,0,0,0,0,0.040382,0.029313,0.0024718,0,0,0.0033161,0.030114,0.011639,0.021257,0,0.047707,0.029948,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGF,0,0,0,0,0,0,0,0,0,0,0,0,0.011626,0,0,0,0,0,0,0,0,0,0,0,0.041408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11429,0,0,0.035538,0,0.070375,0,0,0,0,0,0,0,0.00027703,0,0,0,0.012525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1049,0,0.063007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015149,0,0,0,0.11731,0,0,0,0,0,0,-0.023673,0,0,0,0,0,0,0,0,0,0,-0.0019207,0.0039364,0,0,0,0,0.026441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048518,0,0,0,0.016777,0,0.021302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016066,0,0,0,0,0,0,0,0,0,-0.032866,-0.18684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054313,0,0,0,0,0,0,0.009054,0,0,0,0.02961,0,0,0,0,0,0,0.0092788,0,0,0,0,0,0,0,0.038639,0,0.073779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGFBP1,0,0,0,0,0,0,0.0095737,0,0,0,0.05972,0,0.0070654,0,0,0,0,0.047773,0.0080401,0,0,0,0,0,0,0.0051074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03891,0,0,-0.02676,0,0,0,-0.041983,0,0,0,0,0,-0.047376,0,0,0,0,0,0,0.051436,0,0,0,0,0,0,0,0,0,0,-0.022774,0,0,-0.026834,0,0,0.010118,0,0,0,0,0,0,0,0,0,0,0,-0.010253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02888,0,0,0,0.0016337,0,0.022588,0,0,0,0,0,0.0017407,0,0,0.0018916,0,0,0.029253,0,0.024598,0,0.056924,0,0.035796,0,0,0,0,0,0,0.0039623,0,0.031999,0,0,0,0,0,0,0,-0.069691,0,0,0,-0.033889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0037786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088253,0.028698,0,0.033179,0,0,0,0,0,0,0,0,0.021089,0,0,0,0.033321,0,0,0,0,0,0,0,0,0,0,0,-0.0016634,0,0,0,0,0.015218,0,0,0,0,0,0.021392,-0.16719,0,0,0,0,0,0,0,0,0,0.024312,0,0.075675,0,0,0,0.0025126,0.072018,0,0,0,0,0,0.0098685,0,0,0,0,0,0,0,0,0,0,0,-0.0062717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013501,0,0,0,0,0,0
RARB,0,-0.030988,0,0,-0.011885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037605,0,0,0,0,0,0,0,0,0,-0.030909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019846,0.0021273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023552,-0.017595,0,0,0,0,0,0,0,0,0,0,0,-0.13585,0,0,0,0,0,0,0,0,0,0,0,0.026164,0,0,0.032652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0039263,0,0.008988,0,0,0,0,0,0,0,0,0,0,0,-0.038885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0045861,0,0,0,-0.010676,0,0,0,-0.018747,0,0,0,0,0,0,0,0,0,0,0.00050936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076955,0,0
COL1A1,0,0,0,0,0,0,-0.017655,0,-0.090947,0,0,0,-0.013009,-0.066273,0,0,0,0,0,0.025096,0,-0.060538,0,0,0,0,0,0,0,0,0,0,0,0,-0.0054503,0,0,0,0.047549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.064708,0,0,0,0,0,0.012868,0.062142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0052117,0,0,0,0,-0.0045404,0,0,0,0,-0.0056512,0,0,-0.032527,0,0,0,0,0,0.068662,0,0,0,-0.027776,0,0,0.042458,0,0,0,0,0,0,0.11688,0,0,0,0,-0.0020413,0,0,0,0,0,0,0,0,0,0,0,-0.0021484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021097,0,0,0,0,0,0.0050274,0,0,0,0,0,0.032198,0,0,0,0,0,0.1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.048718,0,0,0,0,0,0,-0.001851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0079135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017775,0,0,0,0,0,0,0,0.00064758,0,0,0,0,-0.0038743,0,0,0,-0.0097031,0,0.062852,0,0,0,-0.026721,-0.01768,0,0,0,0,-0.11074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053932,0,0,0,0,0,0,0
RUNX1T1,0,0,0,0,0,0,0,0.020815,0.11325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060542,0.009654,0.023067,0,0,0.076538,0,0,0,0,0.10692,0,0,0.016538,0,0,0,-0.033407,0,0,0,0,0.047991,0,0,0,0,0,0.032716,0,0,0.021736,0,0,0,0,0,0,0,0,0,-0.085952,0,0,0,0,0,0,0.0056447,0,0,0,0,0,0,0,0.076071,0.11987,0.02561,0.012385,0,0,0,0,0.040148,0,0,0,0,0,0,0,0,0,0,-0.022003,0,0,0,0,-0.0028454,-0.014722,0,0,0,0,0,0,0,0,0.0066736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.062543,0,0,0,0,-0.045242,0,0,0,0,0,0,-0.024934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016796,-0.032633,0,0,0,0,0,0.0024063,0,0.0001426,0,0,0.25392,0,0,0,0.0099555,0,0,0.023287,0,0,0,0,0.034481,0.038631,0,0.0099151,0,0,0,0,0,0,0,0,0,0,0,0.042273,0,0,0,0,0.0042484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010686,0,0,0,0,0,0,0,0,0,0.010179,0,0,-0.0074372,0,-0.007153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030633,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00308,0,0,0,0,0,0,0,0,0,0,0,0,-0.0011734,0,0,0,0,0,0,0,0.0039653,0,-0.011988,0,0,0,0,-0.0080174,0,0,0,0,-0.0515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGFBP5,0,-0.012211,0,0,0,0,0,0,0,-0.042527,0,0,0,0,0,0,0,0,0.011256,0,0,0,0,0,0,0,0.045748,0,0,0,0,0,0,0,-0.069719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021445,0,0.010161,0.0073894,0,0,0.077095,0.029054,0,0,0,0.023339,0,0,0,0,0.051265,0,0,0.0013328,0,0,0.0029029,0,0,0,0,0,0,0,0,0,0,0.015049,0,0,0,0,0,0,0,0,0,0,-0.0011924,0,0,0,0.081774,0,0,0,0,0,0,0,0,0,0,0,0,-0.053494,0,0,-0.010539,0,0,-0.0346,0,0,0,0,-0.0089184,0,0,0,0,0.051804,0,0,0,0,0,0,0,0,0.018415,0,0,0,0.030946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003922,0,0,0,0,0,0.007759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0061794,-0.0083496,0,-0.056168,-0.00031699,0,0,0,0,0,0,0,0,0,0,0,0,0.044767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050683,0,0,0.0079678,0.006943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.052871,0,0,-0.037257,0,0,0,-0.095887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014125,0,0,0,0.04182,0,0,0,0,0,0,0,0.018377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021876,0,0,0,0
DST,0.014921,0,0,0,0,0,0,-0.036622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027182,0,0,0,0,0,-0.042984,0,0,0,-0.029807,0,0,0.00041071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084485,0,0,0,0,0,0,0.013246,0,0,0,0,0,0,-0.01128,0,0,0,0,0,0,0,0,0,0,-0.031809,0,0,-0.039737,-0.00063248,0,0,0,0,0,-0.0031042,0,0.0042983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048997,0,0,0,0,0,0,0,0,0.0067879,0,0,0,0,0,0,0.043182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028718,0,0,0,0,0,0,0,0,0,0,0,-0.012135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLA.DOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018959,0,-0.024127,0,0,0,0,0,0,0,0,0.010078,0,0,0,0,0,0,0.038531,0,0,0,0.012651,0,0,0.011458,0,0,0.034018,0,0,0,0,0,0.0044946,0,0,0,0,0,0,0,0,0.042437,0,0,0,-0.016634,0,0,-0.01087,0,0,0,0,0,-0.02596,0,-0.044959,0,0,0,0,0,0.021335,0,0,0,0,-0.034105,0,0,0,0,0,0,0,-0.075136,0,-0.054869,0,-0.0014208,-0.029775,-0.0049795,0,-0.0167,0,0,0,0,-4.74E-05,-0.049368,0,0,0,0,-0.039707,0,0,0.026747,0,0.07894,0,0,0,0,0,0,0,0,0,0,0,0.0059122,0,0,0,0,0.042532,0,0.01193,-0.04486,0,0,0,0,0,0,-0.011251,0,0,0,-0.015504,0,-0.021827,0,0,0.015986,0.016083,0,0,0,0,0,0.091602,0,0,0,0,0.02074,0,0,0,0,0,0,0,0,0,0,0,0.035769,0,0.027552,0,0,0,0,0,0,0,0,0.03394,0,0,0,0,0,0,0,0,0,0,0,0,0.030037,0,0,0,0.0012488,0,0,0,0,0,-0.012954,0,0,0,0,-0.054865,0,0,0,0,-0.048479,0,0,-0.037624,0,0,0,-0.058356,0,0,0,0,0,0,0,0,0.00027752,0,0.0039114,0,0,0,0,0,0,0,0,0,0,-0.024763,0,0,-0.0036134,0,0,0,-0.0022823,0,0,-0.026567,0,-0.022243,-0.0048742,0,0,0,0,0,0,-0.009871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063511,0,0,0,0,0,0,0,0,0,0,0,0,-0.0005814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031062,0,0,0,0
SEMA3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01346,0,0,0,0,0,0.014652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007206,0,0,0.017035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012704,0.025466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028212,0,0,0,0,0,0,0,0,0.0012779,0,0,0.0063849,0,0,0,0.0037673,0,0.0025012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.078825,0,0,0,0,0,0,0,0,0,0.07732,0.053127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015863,0.021645,0,0,0,0.022612,0,0,0,0,0,0,0,0,0,0.051202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03677,0,0,0.053702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032231,0.012375,0,0,0,0.026678,0.085717,0,0,0,0,0,0,0,0.030436,0,0,0,0,0,0,0,-0.039719,0,0,0,0,0,0,0,0,0,0,0,0.033826,0,0,0,0.0039648,0,0,0,0,0,0,0,-0.085088,0,0,0,0,0,0,0,0,0,0,0,0.004037,0,0,0,0,0,0,0,0,0,0,0.085174,0,0.055727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
