,ABI1,ASXL1,BCL10,BTG1,CDC73,CHCHD7,CHIC2,CREB3L2,CTNNB1,DDX10,ELF4,EPS15,FBXW7,FIP1L1,FUBP1,KIF5B,KIT,LMO1,MAP2K1,MLF1,MLLT10,MYC,NOTCH2,PAFAH1B2,PAX5,PICALM,PIK3CA,PLAG1,PTEN,SDHB,SDHC,SDHD,SF3B1,SFRS3,SS18,TBL1XR1,TFG,TFRC,TPM3,WRN,ABL1,AKT1,AXIN1,BAP1,BCR,BRD3,CARS,DAXX,DNM2,EWSR1,FUS,GNA11,MAP2K2,MKL1,MLLT1,MYD88,MYH9,NF2,NUMA1,NUP214,PCSK7,RALGDS,SH3GL1,SMARCA4,STK11,TRIM27,TSC2,XPC,ZRSR2,ABL2,ARNT,BCL9,BRD4,CREBBP,DDX6,DICER1,GOLGA5,JUN,KRAS,KTN1,MAX,MDM4,SET,THRAP3,TPR,TRIP11,ACSL3,ATRX,CREB1,EP300,ERCC4,HIP1,NFE2L2,NSD1,SETD2,STAG2,TCF12,AKAP9,APC,BCL2,BCOR,CACNA1D,CBFA2T3,CCND1,COX6C,CSF3R,FAM46C,FGFR3,FLT3,GATA2,GATA3,GPHN,IL6ST,MAP2K4,MLH1,MLLT3,MYB,MYST4,PCM1,RAP1GDS1,RB1,RET,SETBP1,TSC1,WHSC1,XPA,AKT2,ARID1A,BCL7A,BMPR1A,C2orf44,CIC,CNOT3,ERCC3,GNAS,MED12,NF1,NFKB2,PMS2,PPP2R1A,PRCC,RAF1,SMARCB1,STAT3,STAT5B,TFE3,TFPT,TRIM33,TRRAP,YWHAE,ALDH2,ARHGEF12,BCL3,CAMTA1,CREB3L1,CRTC3,FSTL3,IDH1,KLF4,MUC1,MYH11,PIK3R1,RAC1,RUNX1,TMPRSS2,TP53,TSHR,ALK,ATP1A1,BCL11A,CCNB1IP1,CCND3,CDK6,CDKN2A,CDKN2C,EGFR,EML4,ETV4,ETV5,ETV6,EXT1,EXT2,GMPS,HMGA1,LPP,MET,MSN,MYCN,NDRG1,NFIB,NOTCH1,NT5C2,PIM1,X6.Sep,SMO,TCF3,TCF7L2,TPM4,U2AF1,WWTR1,ZNF384,ASPSCR1,ATP2B3,CCDC6,CDK4,CHN1,CLTCL1,DDIT3,ERCC2,FGFR1OP,FH,H3F3A,HOXC11,HOXC13,HOXD13,HRAS,IDH2,MEN1,MLLT4,MYCL1,RPN1,SOX2,TCL6,TERT,ATF1,NCOA2,RAD21,TCEA1,UBR5,ATIC,DDB2,EIF4A2,ERBB2,ERCC5,FANCF,FGFR2,HNRNPA2B1,NCOA4,NUP98,PALB2,PAX8,PMS1,POT1,RAD51L1,RARA,SMARCE1,SSX2,ATM,BCL6,CBLB,FGFR1,HEY1,HOXA11,HOXA9,HOXD11,JAK1,MN1,NCOA1,NR4A3,NTRK1,WHSC1L1,ZNF331,BCL11B,BIRC3,CD74,CIITA,CYLD,FCGR2B,FLI1,FNBP1,HERPUD1,IKZF1,IL21R,IL7R,ITK,JAK2,JAK3,KCNJ5,LCK,LCP1,LYL1,MALT1,PDE4DIP,PRDM1,PRF1,PTPRC,SH2B3,SLC34A2,SOCS1,SYK,TFEB,TNFAIP3,TNFRSF14,WAS,WT1,BLM,BRIP1,BUB1B,CALR,CBFB,CCNE1,CHEK2,EZH2,FANCA,FANCC,FANCE,FANCG,FBXO11,MSH2,MSH6,MTCP1,MUTYH,RECQL4,SS18L1,XPO1,BRAF,BRCA1,BRCA2,CASP8,DNMT3A,ELK4,GATA1,HIST1H4I,HMGA2,MDM2,NONO,NRAS,PBRM1,PTPN11,RANBP17,RBM15,SFPQ,SUZ12,TAF15,TOP1,CANT1,CDH1,CLTC,DDX5,H3F3B,LASP1,PBX1,PDGFB,PRKAR1A,RNF43,SDC4,USP6,CBLC,CEBPA,FHIT,HLF,NACA,NPM1,NTRK3,PER1,RPL10,RPL22,RPL5,SRGAP3,CCND2,CDH11,COL1A1,ELN,ETV1,GAS7,MAF,MAFB,MITF,OMD,PDGFRA,PDGFRB,CD79A,CD79B,IRF4,POU2AF1,TNFRSF17,ERG,GPC3,KDR,LHFP,LIFR,LMO2,PPARG,PRDM16,TAL1
CHI3L2,0,0,0,-0.020114,-0.029468,0.0073519,0.023994,0,0,0,0,0,0,0.014725,0.032529,0.021213,-0.0073034,0.0045113,0,-0.013223,0,0.009019,-0.029365,0,0,0,0,0,0.011274,0,-0.024097,0,-0.021488,0.017849,0.019233,0,-0.020119,0,0,0.023187,0,0.0070503,0,0.0049885,0,0,0,-0.01105,0,0,0,0.0038419,0,0,0,0,0,0.0071056,0,-0.018983,-0.0096774,0,0,-0.013394,0,0.011797,-0.0022379,0.0081202,0,0,-0.0038857,-0.039571,0,-0.022496,0,0,0.0028542,0,0,0,0,-0.010955,0.011697,0.013875,-0.0070656,0,0,0.021227,0.0080534,0,0,0.019771,-0.028814,0,0.024855,0.029325,0,0,0.019303,0.0071919,0.060276,0.00897,0,0.011765,0.02305,0,0,0,-0.01696,0,-0.0063507,-0.0061131,-0.0086633,0,0.041922,0,-0.01382,0,0,0.014029,0.061461,0.023859,0.008628,0,0.063981,0,0.0078718,-0.014188,0,0,-0.0026541,-0.012179,0,0.0093205,0,0,0.016613,0,0,0,-0.0050357,0.039566,0,-0.045279,-0.0082078,0,0,0,0,0,-0.037319,0,-0.016671,-0.01913,0,0.0083824,0,-0.071145,0.0089852,-0.09352,0,-0.010549,-0.0037415,-0.043188,-0.069189,0,-0.088875,0,-0.014158,-0.021118,0.013757,0,-0.020978,0.016624,0.020303,0,-0.011064,0,0,-0.021743,-0.0173,0,0.015296,0,-0.043826,0,-0.010144,-0.0045693,0.0093776,-0.01014,0,0,0.020411,0.0033947,0,0,-0.036663,0,0.017449,-0.029771,0.01109,-0.043041,0.093676,0,0.012887,0.038152,0.02441,0.01507,0,-0.0054218,-0.038783,0,-0.035098,-0.0068027,-0.024188,0,0.0019865,0,0,-0.011871,0.026413,0,-0.0042678,0.0079179,0.022197,0.0053657,0.0113,0.01434,0.02068,-0.015811,0,0.02813,0,0.0051189,0,-0.024517,0.012334,0.010434,-0.010967,0,-0.0075204,0,-0.017781,-0.040683,0,0,-0.016225,-0.01028,-0.028527,0,0,0.0085414,0,0.051401,0,-0.022266,-0.0018998,0,0.018043,0.018095,0,0.028113,0,-0.010465,0,0,-0.0072904,0,0,-0.011205,0.012231,0.0025306,0,-0.0055741,0,0,0.033292,0,0,0.0045881,0,0.031713,0.0031649,0,0,0,0.014628,-0.011485,0,0,-0.0037682,0,0,0,-0.027083,0.052841,0.081965,0.050095,-0.013276,0,0.017045,0,0.036388,0.0017934,0,0,0.088132,0.011285,0.0087577,0,0,-0.014314,0.067128,0.066116,0,0,-0.0093557,0.027484,-0.00428,0,0,0,0.015963,0,0,0.017419,0,0.007354,0.016204,0,0.023565,0,0,0,0.0039861,0,0,0.036724,0,0,0.0061946,-0.027642,0.019349,0.044983,0,-0.016406,0.061431,0,0,-0.013136,-0.020036,0.012491,0.0053466,-0.013403,0,-0.014532,0,0.008873,0,0.0010135,0,0,0,0,-0.011468,0,0,0.0036452,-0.00162,-0.0081718,0.007536,0,0,0,0,0,0,0,0.023638,0.020124,0,0,-0.017113,0,0.026627
X9.Sep,0,0,0,0,0,0.0027417,0.0090068,0,-0.04734,-0.029819,0.019709,0.0083587,0,-0.027671,-0.016499,0,0,0,0,-0.02225,0,0.011775,-0.042161,0,0,0,0,0,0.04751,0,0,0,0,0,0,0,-0.054799,0,0,-0.03364,-0.021855,0,0,0,0,-0.012098,0,-0.032699,0,-0.031661,0,-0.0051229,0,-0.024831,-0.029886,0,-0.017514,-0.0081966,-0.057578,-0.012119,0,0,0,-0.02005,0.0064385,0,0,-0.04335,0.017855,0,-0.044225,-0.032873,0,-0.09596,-0.011496,0,0,0.0046058,0.054501,0,0,-0.025569,0,0,-0.027472,0,0,0,0,-0.019971,-0.0066099,0,-0.0023323,0.01502,-0.014517,0.0068794,-0.007503,-0.027052,-0.0073775,0,0,0.013848,0,0.042553,0.0321,0,0.048563,-0.0097114,0.037701,0,-0.0079084,0,-0.010017,-0.034116,-0.029968,0,-0.011558,-0.015598,-0.068466,0,0.021548,0.033346,0,0,-0.0097934,-0.0059935,0.017663,0,0.0082265,0.028208,-0.011206,0,0,0,0,0.016177,0,0,0,0,0,-0.019414,-0.0037496,-0.040014,-0.025982,0,0.056167,-0.0068336,-0.0078432,0,-0.037651,-0.011136,-0.035769,0,0.0085052,-0.019654,0,0,0,0,0,0,0,0,0,0.0076354,-0.019062,0,0,0,0,0,-0.010012,0,0,0,0,0.022891,0,-0.014774,0,0,-0.0084015,0,-0.010636,0,-0.0045981,0,0,-0.0089054,-0.029241,-0.0084958,0,0,-0.019729,0.0061215,-0.015591,-0.0086577,0,-0.017334,0,0.011143,-0.0036378,0.044408,0.041699,0.033271,0.035674,0,0.022221,-0.01742,0,0,0,0,0,0.045231,-0.020439,0.0040414,-0.032444,-0.027414,0.022605,0.038089,0.073419,0,0.0080924,0.010933,0,0,0,0,0,0,0.0098826,0.0095073,0,-0.012296,0,0,-0.0039,0,0,0,-0.050679,0,0.015248,0,-0.045502,-0.023699,-0.0063768,0,-0.024514,0.027205,0,0,0,0,-0.029182,-0.05993,0,0,0,0.026894,0.0059737,-0.0057696,0,0,0,-0.0068945,0,0,0,0,0,0.0012783,0,0,0.0059274,0,0.0024096,0.0034569,0.0064875,0,-0.0029306,-0.0038261,0,0,-0.0047724,0.0033948,0.0017757,0,0,0,0,0.0022111,-0.0046949,0.012151,0.010418,0.020536,0,0,0,0,0,0.012923,0,0,0.0172,0,0,-0.0175,0,0,0.040505,0,0.014992,0,0.011565,0.013571,-0.005846,0.0057538,0,0.0020869,0.011613,0,-0.007941,0.020001,0,0,0.016917,0,0.011871,-0.014491,0,0.01239,-0.0052223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012113,-0.00088583,0,0.00046737,0.0016501,0,0,0,-0.023639,0,0,0,-0.0057978,0.019655,-0.0033569,0.0020193,-0.036128,0,0,0,0,-0.00013029,0,-5.29E-05,0.011468,0.0022555,0.0028844,0.0098098,-0.009046,0,0,0,0.017149
STAT5A,0,0,-0.084345,-0.033257,0.01892,0,0,-0.0034562,0,-0.081455,0.072123,-0.0034794,-0.022573,0.0033059,-0.0093692,0.10178,-0.050105,0,0.0045684,0,0,-0.013501,0.063556,0,0,0.038741,0.066206,0,0,-0.045713,0.024118,-0.13298,-0.02894,0,0.015584,0.083247,0.045318,0.0070246,0.011438,-0.020281,0.040048,0.01164,-0.06105,0.017944,0,0.022236,0,-0.040411,0,0,-0.028847,0,0,0.019994,0.00030242,0,0.035662,0.0076712,0,-0.031959,-0.022967,0,0.0060524,0.010097,-0.075145,0.017747,-0.060373,-0.030516,-0.020609,0.056377,0.024507,-0.063284,0,-0.12563,0,-0.072843,0,0,0.052184,0,0.0020954,-0.010402,0.098113,0,0,-0.022407,-0.0072455,-0.0033124,0.018888,0,0,0,0.01296,0.017246,0.0097316,0.017677,0,-0.064987,0.020675,-0.043577,0.013622,-0.020783,-0.029141,0.017948,0,-0.052188,0.014978,-0.060665,-0.033771,0,-0.073911,-0.0099642,-0.07763,-0.029501,-0.056855,0,-0.062692,-0.1001,-0.016951,0,0.032405,-0.013196,-0.057066,-0.049327,0.026236,-0.014962,0,-0.029385,0,0,0.048298,0,-0.0185,0.0332,0,0,0.081099,0.0019007,0.045662,-0.045534,0.012012,0,0,0.047645,-0.031449,0,-0.068634,0,-0.0073185,-0.003569,-0.025793,-0.11868,0,-0.014486,0.022121,0,-0.10151,0,0,0,-0.037722,0,0,-0.11989,0.017431,-0.053835,-0.10241,0.033315,0.027361,0,0,0,0.022403,0.015896,0,0.046771,0,0.01257,0,0.0079921,0.098338,0.054424,0.080125,0.034033,-0.0043429,0.014679,0.016766,0.010356,0.068056,0,0.050422,0.05859,0.040193,0.033118,0.023503,0,-0.014414,0.051655,0.042568,0.064328,0.0086598,0,0,-0.053274,0.01621,0.049469,0.078035,0.023979,0,-0.057823,-0.027049,0,-0.030189,0,0.076753,0,0,0.03403,0,0.028482,0.020551,0.058365,0,0,0.0043094,0,0.07535,0.019322,0.024965,0,0,0.015999,-0.0070848,-0.028012,-0.03743,0.0041331,0.02994,0.0094193,-0.019214,0.01756,0,0.015277,-0.022536,0,-0.020307,0.022089,0.031672,0,0,0,0,-0.033549,0.123,0,0.098384,0,0,-0.016109,0.018265,0.011114,0.054417,0.057358,0.0055847,0,0.035555,0,0.051124,0.097603,0,0,0,0.014064,0.035865,-0.0090272,0.0089328,0.0082178,-0.043794,0.040599,0,0,-0.010809,0.046111,0.042421,0,0.0019726,0.0050113,0.021174,-0.022792,0,0.023053,0,0,-0.023604,0.033225,0,0.03072,0.09091,0.070892,0,0.053567,0.020667,0.0036824,0.00808,0.037922,0.038313,0.034816,0.079332,0.054063,0.018828,0.023432,0,0.012551,0.084665,0.035162,0,0.030048,0.040659,0.010247,0,0.012825,0.044834,-0.0059977,0.018585,-0.02256,-0.017726,0.017557,0.0141,0,-0.026757,-0.0066592,0.038377,0,0.012776,0.023876,0.0063919,0,0.013329,0.018374,0,0,0.026946,0,0.0097868,0,-0.089494,0.027606,0.0098738,0,0,-0.07607,-0.082586,-0.067001,0,-0.10304,-0.12728,-0.092248,-0.044058,-0.10709,0.017214,0,0,0.022252,-0.015136,-0.01775,-0.011101,0.011906,0,0.033616,-0.028742,-0.010763,-0.015098,-0.034361,-0.056316,0,-0.026246,-0.020715,-0.021553,0.028686,0,-0.058827,-0.057696,-0.017426,-0.12907,0,-0.033095
IFNGR2,0.037555,0.016198,0.035049,0,0,0,-0.03188,0,0.035866,-0.064343,0.021089,-0.021523,0,0,-0.045675,0,0.026406,-0.071007,0.042323,0.068003,0,0,0.01882,-0.032945,0.0085314,0,0.054083,0,0,0.016611,0,0,0,0,0,0.040422,0.032425,0,0,0,0,0.045991,0,0.02766,0,0,-0.027397,0,0.036793,0,0,0.037637,0.02617,0.012693,0.069001,0.022918,0.018597,-0.01923,0.085923,-0.030897,0,-0.040185,0.067047,0,0.012936,0.0045356,0,0.0080876,0.055168,-0.013965,0,0.02962,0,-0.015997,-0.017078,0,0,0.012623,0,-0.016885,-0.022223,-0.079805,0,-0.0099205,0,0.020342,0,0.012468,0.0087992,0,0,0,0.028882,-0.063406,0,0.026016,0,0,0,0,-0.035959,0,-0.0084292,0.010821,-0.064903,0.033654,0.0060745,0,0,0.016407,0.024516,-0.026351,0.015888,-0.11497,0.028003,0,0,0.010281,0,-0.039647,0,0.022583,0.017724,-0.024006,-0.07279,0,-0.0093544,0,-0.0069378,0,-0.034054,0,0.019516,-0.024694,0,0.021355,-0.069852,0.0077182,0.034229,0,-0.0072197,-0.0050638,0.0024219,0,-0.011858,0.033052,0.0055757,-0.033633,-0.015733,0,-0.012814,-0.04202,0,0,0,0.012089,-0.026987,0.13853,0.023915,0.022363,0,0.038043,0.03528,0,0.065713,0,0,-0.0047179,0,-0.0034661,0,0.010218,-0.0063013,0,0,0.01975,0,0,-0.01395,0,-0.03322,-0.015718,-0.035048,-0.0099318,0.029359,0,0.011404,0.0093883,0,-0.0074559,0,0,0,0,-0.0017328,0,0.019781,0,-0.043201,0.013039,0,-0.029134,-0.061872,-0.051529,-0.0038005,-0.064573,0,0.02682,-0.017087,0,0,-0.092375,0,-0.041433,0.010644,-0.035244,0,0,0,-0.034929,0.011519,0.060739,-0.025685,-0.03636,0.015189,0,-0.11553,-0.015344,0,0,0.0071523,0,0,-0.056491,0,0.010921,0,0.025115,-0.086206,-0.015612,-0.026334,0,0,0.0031947,0,-0.044911,0.053592,-0.026207,0.071496,0.053484,0.028639,0.047842,0,0.0089735,0,0.023403,0.021441,0.023165,0.040903,0,0.046364,0.019881,0,0,0.04205,0,0.023282,0.03657,0.02245,-0.0065761,0.0050517,0,0,0.022964,0,-0.013242,0.046601,0.046695,0,0,0.051312,0.025226,-0.013803,0.016933,0.0032669,0.0090916,0.0082315,0.0033444,0.013123,0,0,0.01489,0.029658,0,0,-0.046299,-0.085829,-0.051401,0.030769,0.079827,0,0,-0.051808,-0.026355,-0.070678,0.036494,-0.098798,0,0,0,0.046835,0.025689,-0.099171,0,-0.048115,-0.015915,-0.013228,-0.043604,0,-0.024461,-0.010906,-0.010373,-0.024485,-0.030007,-0.0057939,0.020761,0,0,-0.019829,-0.027571,-0.010259,-0.053114,-0.011282,0,0.010808,0,0,-0.046334,0,0,0,-0.027522,0.00090907,0,-0.069826,0.071919,-0.048827,0,0.046962,-0.0065937,0,0,-0.015815,0,0.011471,0.020694,0,0,0.022712,0.014378,0.033849,0.033408,0.015828,0.0093776,0.036123,0.020571,0.045607,0,0.051167,0.023354,0,0,0,0,0,0,0.027163,0.12969,0.067617,0,0.029038,0.021221,0.033756,0,0
CASP8,0.0101,0.030614,0.0064764,-0.011595,-0.016316,0,0.021085,0,0,-0.011007,0.062827,0.036826,0,-0.019162,-0.055801,0,0,0,-0.0072553,-0.018641,0.084454,-0.013641,0.02221,0,-0.019365,-0.048801,0.020028,0,0.043147,-0.0028005,-0.037364,0,0,-0.013782,0,0,-0.0066814,-0.0057219,0,0,-0.051633,-0.032573,-0.033088,0,0,0,-0.042101,-0.022856,-0.024288,-0.023959,-0.034776,0,-0.011047,-0.021976,0,-0.014424,0,0,-0.0090924,-0.024984,0,0,-0.010771,0,0,-0.02242,0,-0.054342,0,0,0,0.014779,0.0019164,-0.028781,-0.057871,0,0,-0.075274,0,0.0031802,-0.021737,-0.054335,-0.003929,-0.0645,-0.0082357,-0.013058,-0.028205,0,0.0056185,0.0098092,-0.045766,-0.0024008,0,-0.015609,-0.02636,0,0.018896,0.015139,0,0,0,0,0.019803,0,0.070711,0,0.023512,0.022124,0.039713,-0.044184,0,0,0,-0.013708,-0.016488,-0.0016907,-0.02181,0,0,0.030283,-0.018518,0,0,0.015351,0,0,-0.0048225,-0.051005,-0.0082608,0,-0.015798,0.0073554,-0.0094298,-0.031853,-0.0069496,0.0056579,0.020899,0,-0.022,-0.036718,-0.014438,-0.025902,0,0,-0.0070722,0.0058801,-0.046784,-0.012458,-0.01301,-0.032264,-0.0079698,0,-0.017029,0.056423,-0.02398,0,0.014447,-0.035801,-0.048024,0,-0.017774,-0.083077,0,0,0,0,-0.012274,0.011693,0,0.024042,-0.024351,-0.037963,0,0.039043,0,0.0032588,0,0.049127,0,0,0,0,-0.014197,-0.010022,0.014211,0,0.0049777,-0.0044209,0,0,-0.024702,-0.01004,0,0,0.013068,0.013361,0,-0.035741,0,0,0,0,0,-0.0068602,0,0,-0.024173,0,-0.046961,-0.096609,-0.012776,-0.041417,-0.014836,0.0081712,-0.018852,-0.012359,-0.041775,-0.016094,0,-0.015908,0,-0.033814,0,-0.022892,0,0,0,0,0,-0.061776,0,0.0018587,-0.013486,-0.01897,0,0.019363,-0.031193,-0.019865,-0.05194,-0.011009,0.031071,0,-0.028669,-0.038319,-0.022135,0,-0.071811,0.0084286,0,0,0.029187,0,0.0072414,0,-0.009487,0,0,-0.0023731,-0.081444,-0.069489,0.13973,0,-0.0053606,-0.0083428,0,-0.016226,0,0,0,0.0011923,-0.030533,0,0.0090954,-0.036315,-0.0078358,0,-0.030893,0.0060672,-0.0089922,-0.0018706,0,0.009115,0,-0.052428,-0.0058535,-0.0029645,0,0,0,0,0.035278,-0.0082048,0.018772,-0.0057347,0,0.02844,0,0,-0.0055128,-0.013021,-0.010484,0,0,0,0,0.021596,0,0,0,0,0.057897,0.038198,0,0.032282,0,-0.02018,-0.018017,0,-0.046091,-0.022654,0,-0.033833,-0.015077,-0.0079353,0,0,-0.0024549,-0.0031206,0.032459,0,-0.0074209,-0.05806,0,0.011857,-0.047663,0,0,0,-0.0062448,0.012733,0,0,0.0028552,0,-0.015356,-0.0082295,-0.0040572,0,0.0025498,0.015606,0,-0.037887,-0.045454,0.057689,-0.11725,0.026932,0,0.016248,0.0024252,0.0025514,0,0.033281,0.088948,0,0.0041778,0.050767,0,-0.027318,0,0,0.0097274,0,0,0,0,0,0.02989,0.030479,0.051227,0.025348,-0.026409,0,0.039028,0.011553,0
TJP2,0,0.023065,0.048249,0,0,-0.024625,0,0,0.0060408,0,-0.088621,0.039614,0,0.0022533,0,-0.029161,0.033413,-0.021577,0,-0.052059,0.018868,0,0.013627,-0.05176,0.017167,0,0,0.0095154,0,-0.041193,0,-0.06721,0,-0.035186,0,-0.017583,0,0,-0.0087444,0.024751,0,0.016968,0.019222,0,0,0.011959,0,0,0,0,0.010714,0.012751,-0.01659,0.0095415,0,-0.012466,0,0.014157,0,-0.0081761,0,0,0.019675,0,-0.010671,0.0034418,0,0,0,0.031038,0,0,0.034553,0,0.018254,0.042405,0,0.065965,0.059106,-0.025586,-0.0058336,0,0.012095,0,0,0,0.05435,0.0089092,0.024614,0.062324,-0.028588,-0.022838,-0.0045296,0,0.061581,0.036852,-0.024478,0.055415,0,-0.01051,0.06116,0,-0.017324,0.054181,0,-0.027079,0,-0.0019306,-0.024175,0.017009,0.027138,0.024865,-0.020456,0.074104,0,-0.010839,-0.0087134,0.044925,0.027806,0.0059876,0.023978,-0.0033378,0,0,0.0095632,-0.022237,-0.022915,0,0.022811,0.056363,-0.0090136,0.017559,0.028178,0.027125,0.05841,0.041344,0.071155,0.0097144,0.033842,0.016574,0.048261,0.027082,0.01156,-0.027664,0,0,0.044347,0.024826,0.04526,0.023973,0,0,0,-0.036242,0,0,0.027533,0,-0.041649,-0.015399,0.097418,0.0075513,0.0332,0,0,0.043188,0.21976,0.011617,0.036923,0,0.01181,0.016168,0.020832,0.010555,0,0,0,0,0,0,0,0,-0.037047,0.0017563,-0.025689,0,0,0,-0.025005,0.024971,0,0.016076,0,0,0.016059,0.0031677,0,0,-0.024558,-0.032451,0,-0.035564,0,0,0.049012,-0.0162,0.0089869,-0.017417,-0.0099677,-0.0076463,-0.0052606,-0.062092,0,0,0.033216,0,0,0,-0.060113,0,0,0.034865,0,0,0,0,0,-0.0096662,-0.0045891,-0.056502,-0.038482,-0.018768,0.042058,0.038195,-0.027223,0,-0.037007,0,0,-0.0064546,-0.047542,0,0,-0.033404,0.0076771,-0.033835,-0.058688,0,0,0.010751,0,-0.023881,0,0,-0.016336,0,-0.010301,0.041084,0,0,-0.053132,0.070199,0,0,0,0,0,-0.017625,0,0,0.019001,0,0,0,0,-0.0048387,0.0073558,0,0,-0.0018749,0,0,-0.039404,0,-0.0049835,0,0,-0.0014746,0,-0.0036262,0,0.016815,-0.0085047,0.004944,-0.027557,-0.02366,0,0,-0.028646,-0.030149,0.021631,0,0,-0.0097765,-0.11132,0,0,0,-0.080976,-0.025973,-0.066984,-0.053162,0,0.0095765,-0.0061142,0,-0.040455,0,0,-0.029764,0,-0.023803,-0.042508,0,-0.012782,0.012422,0,0.01815,0.0046106,0,0.066319,-0.048255,-0.065905,0,0.020493,0.012628,0,0.049526,-0.071536,-0.0092984,0,0,0,0.018573,0.064681,-0.020102,0.042191,0,0.0086767,-0.024573,0.00030464,-0.011471,-0.043035,0.013587,0,0,-0.047465,0.059299,0.051354,0.0094531,0.040512,0.027726,0.014543,0,0,0.0085387,0,-0.015689,0,0.022252,0.031945,0,0,0,0,0,0.003588,-0.01408,0,-0.019846,0,-0.049545,-0.032758,0.033514,0
FES,-0.012011,-0.017669,0,0.010545,-0.024194,0.003169,0,0,-0.010672,0.0086746,0,0,0.001706,0,0.0294,0,0.026979,0.023282,0,-0.0037509,-0.038214,0.013324,0,0.005348,0.011067,0,0,0,0.0061015,0.011855,0.0048678,0.0068365,0,0.01053,0,0,0,0.00437,0,0.015218,-0.017388,0,0.015174,-0.035807,-0.0099571,-0.015359,0,-0.028967,0,0,0,0,0,-0.018197,0,-0.008455,-0.017124,0,-0.019876,-0.024727,-0.016843,-0.020291,0,0,-0.0089641,0,0,0,-0.020305,-0.071245,-0.045642,-0.01833,0,-0.024756,0.022939,-0.0069146,-0.021641,0.018209,0,-0.013515,-0.002286,-0.016385,0.016824,0.04884,-0.014263,-0.025319,0.049668,0,0.0095838,-0.027076,0,0.011394,-0.02193,0.01148,0.025483,0.0091271,-0.010632,0.02297,-0.025519,0,0,0.0078276,0,0.031141,0.011052,-0.04311,0.0039079,-0.011908,0,-0.0045183,0,-0.0107,0,-0.016354,0.034887,-0.010163,0,0,-0.013812,-0.022537,-0.029969,0.01789,-0.025337,0,0.044671,-0.014537,-0.019889,-0.032498,0.0060953,0.013853,0.011427,-0.056631,-0.0067762,0,0,-0.020713,0.048928,0,0,-0.011591,-0.017196,0.017876,0,-0.065605,-0.059193,-0.050582,0,0,0,0,0.026105,-0.094793,0,-0.050016,-0.022915,-0.049324,-0.0099234,0,0.0029878,-0.01237,0.063378,0.0099333,-0.011363,-0.026538,0,-0.027927,-0.035123,0.018564,0,0,0,-0.017904,0,0.011235,0,0,0.0092067,-0.02418,0.024934,-0.014274,0,-0.013643,0,0,-0.041784,0,-0.0094056,-0.017454,0,0.010815,0,-0.014181,0,0.0056725,-0.022578,-0.014166,0,0,0.00028039,-0.018995,0,0,0,0.020588,0,0,0.046401,0.018698,0,-0.031273,0.010704,-0.011076,-0.022311,0,0,0,0,0.0085075,-0.073974,0,0.034675,-0.036463,0,0.0092398,0.024025,0.010461,0.030371,0,0,0,0,0.018856,0.05824,-0.039605,-0.013451,-0.059414,0.018419,0,0,0,-0.018968,-0.023368,-0.05217,-0.049791,0,-0.034695,0,-0.07802,-0.041491,0.012743,-0.02972,-0.049259,0,0,-0.016359,0,-0.023278,0,0.057913,0.052364,0.019209,0,0,0,-0.0037746,0,-0.0071535,-0.026134,-0.0037115,0,0,0,0,0.0014551,0.007544,-0.022969,0.034928,0,0,0.013035,0,-0.028944,-0.062651,-0.048223,0,0,0,0,0,-0.072976,-0.078788,0,-0.083201,0,0.016602,0.0121,0.06543,0.048623,0,0.038515,0.049859,0,0.003222,0.013209,-0.02281,0,0,0.0012653,0,0,0.017521,0,0.016425,0.0067354,0.018441,-0.0076276,0.0044926,0.030543,0,0.0091279,0,0,0.035143,-0.011135,0,-0.014893,0,0,0.05548,0,0.044967,0,0.02427,0,0.021254,0,0.036022,0.090545,0,0.025712,-0.043705,-0.019592,-0.010264,0.064202,0.014408,-0.039394,0.089198,-0.051798,0.028666,-0.034366,-0.0052037,0,0.020702,0,-0.027653,-0.039156,-0.0052136,0,0,0,0,0,-0.022877,0,-0.01298,0,-0.0096268,0.031211,-0.026344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
