,ABI1,BMPR1A,CCNB1IP1,CDC73,EIF4A2,FH,NCOA4,NRAS,NT5C2,POT1,RPL10,RPL5,SDHB,SDHC,SDHD,ABL1,BAP1,BRD4,CARS,CRTC3,GNA11,GNAS,HRAS,MAP2K2,NSD1,PPP2R1A,SH3GL1,TOP1,XPC,ABL2,ATF1,BCL10,CASP8,FGFR1OP,HMGA1,HMGA2,MALT1,MET,NPM1,PAFAH1B2,PAX8,PLAG1,PTEN,RPN1,X6.Sep,WT1,ACSL3,BLM,CDKN2C,COX6C,CTNNB1,ETV5,FANCF,FGFR1,IDH1,IDH2,MLH1,MTCP1,MUTYH,PMS2,RAP1GDS1,RB1,TCEA1,TFPT,YWHAE,AKAP9,ATM,AXIN1,CBLB,CCDC6,CCND1,CREB3L2,DAXX,EML4,ERCC4,ERCC5,EWSR1,EXT1,FUBP1,KIF5B,MLLT10,MYC,NCOA2,NF2,NUP98,PCSK7,RARA,SS18,TRIP11,WRN,ZNF384,ZRSR2,AKT1,BCL6,CD74,CDH11,CYLD,EPS15,FNBP1,GAS7,IL6ST,JAK1,JUN,KDR,KTN1,LASP1,LHFP,LMO2,LPP,MAF,MAFB,NFE2L2,NOTCH2,NUP214,PDGFRB,RAC1,STAT3,TFE3,ZNF331,AKT2,ASPSCR1,CDK6,ETV4,GATA1,MLLT1,RET,STK11,TERT,ALDH2,ALK,ARHGEF12,BCL2,BCR,CHN1,DNM2,EGFR,ELN,ERCC2,FGFR2,FGFR3,HLF,LIFR,MKL1,MLF1,PDE4DIP,PER1,SMO,TFEB,APC,CAMTA1,CCND2,ETV1,HEY1,HIP1,LMO1,NCOA1,NFIB,NOTCH1,NTRK3,PBX1,PIK3R1,SETBP1,SOX2,SRGAP3,TCF12,ARID1A,ASXL1,ATRX,BCL9,BRD3,C2orf44,CIC,CNOT3,CREBBP,DDX5,DICER1,EP300,ERCC3,FBXO11,FBXW7,GPHN,H3F3B,HNRNPA2B1,KRAS,MDM4,MED12,MEN1,PALB2,PBRM1,PCM1,PMS1,PRCC,PTPN11,RAF1,RALGDS,RBM15,SET,SETD2,SF3B1,SMARCA4,SMARCB1,SS18L1,STAG2,STAT5B,SUZ12,TAF15,TCF3,TCF7L2,THRAP3,TP53,TPR,TRIM33,TRRAP,TSC1,TSC2,U2AF1,UBR5,XPA,ARNT,BRAF,CACNA1D,CBFA2T3,CDH1,CREB3L1,ELK4,FAM46C,FANCA,GATA2,GATA3,GPC3,HIST1H4I,KLF4,MUC1,MYH11,NFKB2,OMD,PPARG,RNF43,SLC34A2,SSX2,TMPRSS2,ATIC,CCNE1,DDX10,FUS,GMPS,H3F3A,MSH2,MSH6,NACA,NONO,RAD21,RPL22,SFPQ,SFRS3,SMARCE1,TFG,TRIM27,WHSC1,XPO1,ATP1A1,BTG1,CALR,CANT1,CCND3,CHCHD7,DDB2,ERBB2,EXT2,HERPUD1,MSN,MYD88,NDRG1,SDC4,SH2B3,TFRC,TPM4,WWTR1,ATP2B3,CBLC,CIITA,ERG,ETV6,FLT3,JAK3,KCNJ5,NR4A3,NTRK1,PAX5,PDGFB,PRDM16,RAD51L1,SOCS1,TAL1,TCL6,BCL11A,BCL11B,BCL7A,CDKN2A,CHIC2,CLTCL1,DDX6,DNMT3A,FHIT,FIP1L1,KIT,MLLT3,MLLT4,MN1,MYB,MYCL1,MYCN,MYST4,NF1,NUMA1,PDGFRA,RANBP17,TPM3,TSHR,USP6,WHSC1L1,BCL3,BIRC3,CEBPA,COL1A1,CSF3R,ELF4,FCGR2B,FLI1,FSTL3,IKZF1,IL21R,IL7R,ITK,JAK2,LCP1,LYL1,MITF,MYH9,PIM1,PRDM1,PRF1,PTPRC,RUNX1,SYK,TNFAIP3,TNFRSF14,WAS,BCOR,BRCA1,BRCA2,BRIP1,BUB1B,CHEK2,EZH2,FANCC,FANCE,FANCG,RECQL4,CBFB,CLTC,CREB1,GOLGA5,MAP2K1,MAP2K4,MAX,PICALM,PIK3CA,PRKAR1A,TBL1XR1,CD79A,CD79B,IRF4,LCK,POU2AF1,TNFRSF17,CDK4,DDIT3,HOXA11,HOXA9,HOXC11,HOXC13,HOXD11,HOXD13,MDM2
CHI3L2,0.0027215,0.0029163,0.020617,0,0.010701,0,0,-0.0086117,0,-0.0043621,0.0081371,0,-0.0012697,-0.0012391,-0.0097212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00035092,-0.00058986,-0.0002784,0,0.00088827,0,0,-0.0010868,0,0,0,0,0,-0.0007637,0.0014564,0,0,0,-0.0031545,-0.015132,0,0.0037838,0.0010296,0,0,0,0,-0.01912,-0.0030468,0,0,0,0,0.0062892,0,0,0.0034022,0.0042965,0.0090375,0.00032122,0.010313,0,0.016629,0,0.0248,0.02442,0.0022526,0,0,0.0010173,0.0002788,0,-0.0022601,0,-0.00045919,0.0061832,0.048927,0.0015709,0,0,0.0079868,0.0088931,0.0027512,0,0,0.002256,0,-0.0034893,0.012027,0.0032227,0,0,0.00090239,0.0040547,0,0.0023286,0.0015508,0.0060399,-0.0015419,0,0,-0.0050115,0,0,0.00056163,0,0.0049662,-0.0017157,0.0078088,0.00051464,-0.00063015,0.0037969,0,-0.00076071,0,0,0,-0.0017842,0,0,0.00099067,0,0.003489,-0.0017761,0,0.0017282,0.00051452,0.0020789,0.0032802,0,0.0032205,-0.0023849,0.003603,-0.00037549,0,0,0,0.0038615,0,0,0.023967,0.011552,0.0037306,0.0017714,0.0042477,0,0.0035267,0.031911,0.00016455,0.0020409,0,0,0.00080826,0.0027314,0.013163,0.0031504,0.0040567,0,0.004489,0.0071348,0.0047382,0.0032917,0.0044222,0.0030064,0,0.0028098,0,0,0.0077052,0.0095242,0.0025546,0,0,0.0022275,0.00026703,0.00050373,0,0,0.0050564,0,0,0,0,0.0040474,0.0085437,0.0056013,0.0058558,0.0036764,0.0022523,0.003851,0.0065941,0.0050063,0,8.03E-05,0,0.0016683,0.020745,0.020101,0,0.012707,0,2.88E-05,0,0,0.005507,0.0044472,-0.0063632,0,-0.0031032,0,0.00069946,0.0034827,0,0,0,0,-0.001009,0.0045146,0.0020766,0,0,0,0,0.0045074,0.0030772,0,0,-0.00054906,0,0,0.0026709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029662,0.0039293,-0.005956,0.0017454,0,0,-0.0036506,-0.00014121,0,-0.010439,-0.003877,-0.0083831,-0.0027507,0,0,0,0,0.0029535,0,0.0048373,-0.0018665,0,-0.0012023,0,0,0.0011503,0.0032508,0,0.0027042,0,0.0082422,0,0.0015784,0.0010101,0.00355,0.0020942,0.0013709,0.0012753,0,0,0,0,0,0,-0.0022232,0,0,-0.0067749,0,-0.0037102,0,0.0034907,-0.00087902,0.0094583,0,0.0061824,0,0,0,0,0,-0.0017358,0.0097465,0,0,0.0013822,-0.0087141,0,0,-0.0051038,0.027788,0,0,0.0062641,0,-0.0090519,0.0080681,0.010879,0.035298,0,-0.015662,0,0,0,0,0,0,0,0,0,0,0,0.04178,0.043159,0.038934,0.029632,0.04009,0.044711,0,0,0,0,0,0,0,0,0
MUC1,-0.0028998,0,0,0,0.002983,0.010507,-0.00084269,0,-0.0010886,-0.001783,0.0041024,0.0042691,0,0.0042056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.23E-05,0,0,-0.00092364,0.00021925,0.00067847,0,-0.00040091,-9.37E-05,0.0013256,-0.00054606,0.00039619,0,0,-0.00087348,0,0.00080677,0,0.0043186,0.0031217,0.00088844,0,0,0,0,0,0.0044085,0,0.0025689,0.0011966,0.0022112,0,0.00088411,0,0,0.0043033,0,-0.0070731,0.00026305,-0.0036714,-0.00058281,0,0,0,0,0,0,0,-0.0042171,0,0,0,0.0009345,0,0.0063486,-0.0018527,0,-0.021328,0,0,0,0.0053995,0,0,-0.002504,-0.0062413,-0.0056805,-0.018185,-0.0088294,0,0,-0.0019021,0,-0.013231,-0.023051,0,0,0,-0.0048114,-0.002898,-0.0075674,-0.0034583,-0.0027244,-0.0027815,0,-0.0028679,0,-0.0032577,-0.0026492,-0.008405,0.00081109,0,0.0012296,0,0.00034946,3.86E-05,0.00097789,0,0.0004992,-0.0033997,0,0,0,0,0,0,0.0055953,0,0.0010636,-0.0030819,0,-0.0011629,-0.0045124,0.0011649,-0.0015204,0,-0.0044262,-0.0020227,0,1.93E-05,0,0,0,0,0,0.00018977,0,0,3.27E-05,0.00034879,0.00014574,0,-0.00012441,6.67E-05,4.40E-05,0.00013957,0,0,0,0,0,0.0028969,0.0012363,0.0068777,-0.0028944,-0.0010978,0,0,-0.0003698,0,0,0.00022082,8.83E-05,0,0.0015841,0,0.00032927,0,0,-0.001769,-0.00027594,0.00071037,0.00045395,0,0,0,0,0.004776,0,0,0.0011592,0.0018004,0,0,0,0,0,0.0041941,0,-0.00070951,0,0,0,0,0,0,0,-0.00084537,0,0,0,0,-0.010375,-0.0042797,-0.00078626,0.0077152,0,0.0048037,0,0.0063577,-0.019499,0.0003701,-0.010894,-0.0039457,-0.021708,-0.0046715,-0.0012554,-0.0041832,0.00041509,-0.016317,0,-0.012112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004426,-0.0099599,0.011361,0.0011195,-0.0068056,-0.0078627,-0.0047307,0,0,-0.0044411,-0.0020511,-0.0084664,0,-0.0054738,-0.0064404,0,0,-0.00019468,0.0054897,0.0094397,-0.0015334,-0.013728,-0.0016563,0,0,-0.008574,-0.010106,-0.00055206,0,-0.0061774,0.017935,0,0,-0.0098813,0.0016363,0,0,0.0018403,0,0,0.0016518,-0.00068675,0,0,0.00048969,-0.0010829,0.00040876,0,0,0.00013448,0.00037569,0.0013689,0,0.00092757,-0.00062946,0.00022042,0,-0.00032787,0,0,0,-0.0085469,-0.0040552,-0.010932,-0.0039599,-0.028447,0,-0.0012855,-0.021353,0,-0.0033838,0,-0.004361,-0.0063482,-0.034653,-0.022384,-0.0058359,-0.0079977,-0.011439,-0.0057383,0,-0.0045599,-0.018688,0,-0.02164,-0.027956,-0.0036999,-0.018461,0,0.032433,0.002867,0,0.027049,0,0.028757,0.02387,0.035566,0.030099,0.010241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026572,-0.0046168,0.011307,0.016348,0.042946,0.04042,0.019677,0.045063,0
CASP8,-0.0044644,-0.00054858,0.0031096,-0.0040284,-0.00096441,0.00074747,-0.0033822,0,0,-0.0046185,0,0,-0.0020329,-0.0018889,-0.0016415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00079055,0,0,0,0,0,0.0012687,0.00066418,0,0,0,0.00087063,0,0,0.00099117,-0.00082592,0,0,-0.0013147,0,-2.87E-05,0,0,-0.0026658,-0.00073551,0.0020003,0,-0.0024535,0,-0.0037727,-0.00075285,-0.00304,0,0,0.0016712,-0.0031599,0.00070426,0.00087487,0,0.0031734,0,0,0.0045421,0.004666,0.0025171,0.0028314,0,0,0,-0.001131,0,0,0.0021055,0,0,0,0.0010519,0.001988,0.00062064,0,-0.006881,-0.0035526,-0.011029,-0.0078859,0,0.0025981,-0.0033989,-0.0056986,-0.0033343,-0.0023516,0,0,0.00015577,-0.0036254,0,0,-0.0044095,-0.0070943,-0.004795,0,0,0,-0.002545,0,0,-0.0059365,0,0.0015777,0.00026182,0,0.00085057,7.96E-05,0.001001,0.001263,0.00055381,0,-0.0028745,0.0019326,0,0.0011476,0,0,0,0,0,0,0,0,-0.0019277,0,-0.0043236,-0.0030528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0013109,0,0,-0.00033921,0,0,0,0,0.00064704,-0.0002623,0.00029878,0.00049727,0,0,0,0,0,0,0,0,0,0.00069489,0,0,-0.00064328,0,0,0.00021343,0,0,0,0,0.0004197,0,0.0010791,0,0,0,0,0,0.00038727,0,0,0,0.0064663,0.0093077,0.00054726,0.009927,0.006421,0,0.0091726,0.0036431,0.014564,0.017325,0,0,0.00048702,0,0.0039783,0.0080069,0.010459,-0.0023487,0,0.0012719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00014361,-0.012713,0,0,0,-0.0016782,0.0017092,0.011824,-0.0013637,-0.0077543,0,0,0,0,-0.011755,0.0054166,-0.0043958,-0.00040407,0.0038486,0,0.0015239,0,0,0,0.0030593,0,0,0,0.0031357,0,0.0049414,0.0062934,0,0.01199,0,0,0.00054697,0,-0.00039486,0,0.0011577,-0.00046116,0.00037181,-0.0014105,0,0.00045761,0,0.0011345,0,0.0012635,0,0,0,0.00092034,0.00036902,0,0.0010169,0,0,-0.00056282,0,0.0086629,0,-0.0062562,0,0,0,-0.0081322,0,0.0096452,0.0027153,0.013036,0,-0.00095025,-0.0038333,0,0,0,0,0.0021259,0,0,-0.0047592,0,0,0,0.0029346,0,0.0038903,0.0031659,0.0047859,0,0.0014254,0.0025482,0,0,0.00090551,0,0.0032908,0,0,0,0,0,0,0,0,0,0,0,0.015931,0.012378,0.015703,0,0.0099712,0,-0.0034524,-0.0013415,0.0021329,0.0055717,0.0023676,0,0,0,0.00066174
OSM,-0.001291,0,-0.0080516,-0.0011973,0,-0.003555,-0.0020865,-0.0047013,-0.00065473,-0.0029242,-0.0017573,-0.0049828,-0.011137,-0.0052405,-0.00258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00048324,0.00012092,0.00021541,0,0,-0.00016178,0.00054932,0.00055416,0,0,-1.68E-05,0,0.00020606,0.0039475,0.00095329,-0.0040944,0,0,0,-0.0016242,0,0,-0.0032666,-0.013859,-0.0084411,-0.0033471,-0.0042788,0,0,-0.0043317,-0.0015039,-0.0092428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013364,-0.00037691,-0.0013752,0,0.00071285,0,0,0,0,0.00096197,-0.00081986,0,0,0,0,0.0005813,0,0,0,0.0016465,0,0,0,0,0,0,0,0,0,0,0.013758,0.0031211,0,0.012893,0,0,0,0,0.0096307,0.0025329,0.0028416,0,0.0031764,0,0,-0.0028816,0,0.0044188,-0.0023079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00052769,0.0002361,0,0,0.0003314,0,0,0.00013874,0,0.0002036,0,-0.00047734,-0.00024761,0,0,-0.00059751,0,0.00034429,0,-0.0010529,0,-0.00046905,0,0,-0.0006179,0,0,9.43E-05,0.00016449,-0.00050519,0.00054788,0,-0.00047443,0.00031798,0,0,0.0004172,0.00048155,0,0,0,0,0.00046302,-0.00056496,0.00026093,0,-0.00034369,0.00045933,-0.00021355,0,0,0,0,0,0,0,0,0,-0.00026086,0,0.00021614,0.00026894,0.00014951,0,0,0,0.00032923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022205,0,-0.0090599,0,0.0054919,0.009743,-0.0010427,-0.0030674,0,0,0.0060053,0.0022748,0,0,0,0.0010737,0.0032872,0,0,0.0034029,0.00092091,0,0,0,0,-0.0091087,0,0.0045887,-0.0026357,-0.0044596,-0.00283,0.0086176,0.0029876,0,-0.00076637,0,-0.0042574,0,0,0.00079575,0.0031427,-0.004473,0,0.0012933,0,0.0016451,0,0,0,0,0,0.0011483,0.00072494,0,0,0,-0.00015671,-0.001453,0.0028222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002057,0.0012185,-0.0034266,-0.00094741,0,-0.0040548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOD3,-0.0067947,0.0090675,0.010561,0.0014508,0,0.010841,-0.0073347,0.0031798,0,0.0083097,0.0027487,0,0.0051295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001193,0,0.0076048,0.0032552,0.0018712,0.005998,0.0033127,0.0021385,0.0014939,0.0020138,0,0,0.0012107,0,0,0,0.0048053,0.0067516,0,0.0052159,-0.0026095,0.0026954,4.37E-05,-0.0083947,0.0044617,0.0025119,0.012896,0.013111,0,0.0037309,-0.013332,0,0,0,0,-0.0058114,0.0039146,-0.0038443,0.0028403,0.0035495,0,0.022527,0,0.0025775,0,0.013074,0.0066796,0.0040833,0.00075127,0.0010297,0.0044519,0.0019735,0.01228,0.0019211,0.006292,0.012692,0.0029942,0,0.0033056,0.0075444,0.0013555,0.010093,-0.013916,-0.007874,-0.0074975,-0.011328,-0.0031759,0,-0.0095581,0,0,0,0,0.0061268,0.0020823,-0.0058843,-0.01075,-0.0028079,-0.015504,-0.014,0,0,-0.020489,0,0,0,0,-0.013965,0.0010783,0.0092175,0.003168,0,-0.00091731,0,0.0047926,0.0093657,0,-0.0054631,-0.01318,0.0068619,-0.0040678,-0.002088,0,0,0,0.0038055,0,-0.0015799,0,0,0,-0.0037118,-0.0023246,-0.0037647,-0.005025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060903,0,0.0076148,0,0.0032369,-0.0056061,0.00548,0.00093857,0,-0.013683,0,0.00089437,0.0050334,0,0.0065473,0,0.010047,0,0,0,0,0.0042491,-0.0055606,0,0.0023272,0.005555,0,0.0057164,0,0.012263,0.010308,0.005436,-0.0050402,0.0059348,0.0033641,0.0052117,0.0034598,0,0.0052789,0.004373,0.010461,0,0.0024753,0,0.0012033,0,0.0023083,0,0,0.0056942,0,0,0.0075212,0.0074764,0,0.01057,0.0076871,0,0,0,0.012451,0.0013887,0,0.0071997,0.00017667,0,0.0042136,0.0030632,0.002367,-0.0013929,-0.0012391,0.002,0.0063354,0,0.0053311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004755,0,0.0060733,0.0002334,0.030441,0,0,0.0016096,0.0020159,-0.0035969,0,0,0,0,-0.015581,0.013788,0.00606,0.0017262,0,-0.0029448,-0.012456,0,0,0,0,-0.021176,0,0.013263,0,-0.011151,0.0037631,0.0033733,0,-0.00059355,-0.0020197,0,0,0.0033891,0.0065577,0,0,-0.0015493,0,-0.0040257,0.0038752,0.0025694,0.0070732,0.003984,-0.0026598,0.00095146,0.0010232,0.00080141,0.00039988,0,0,0,0.00070819,-0.0033774,0,0,0.0038704,0,0,-0.06828,-0.0035519,-0.082762,0.018775,-0.0081579,-0.013126,0.0078921,-0.013536,-0.01182,-0.00092786,-0.0014547,-0.023871,-0.015971,-0.049816,-0.0026294,0.0062549,-0.0019197,0,-0.0048835,-0.040549,0,-0.028148,0,0,-0.041588,0.061151,0.066524,0.0097898,0.0092262,0.059751,0.0063974,0.055595,0.05059,0.10857,0.049778,0.023379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013757,-0.0011685,0,0.00044619,0,0,0.00083449,-0.0012681,0.00040452
THPO,-0.0070002,-0.0089102,-0.020574,0,-0.0023871,0.0067604,0,0,-0.0025877,0,-0.010116,-0.010488,-0.002048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017495,-0.00084976,0,0,0,0.00041409,0,0,0,0,0,0.00137,0.0019063,0,0.0013249,-0.0013148,0.00072689,0.00026706,0.0019029,-0.00078928,0.00081951,0,0,0,0,0.00051736,0.00025534,0.00048575,0.00020193,0,0,0,0.00031371,0,0,0,0,0.00059916,3.96E-05,6.49E-05,0,4.87E-05,-0.00017348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014016,0,0.0062277,-0.0016911,0,0,0,0,0.0020205,0,0,0,0,0,0.00070257,0.00070211,0.003395,0.0073242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012306,0.00041694,0,-0.00036086,-0.0015039,0,0.00032465,0,0,0,0,-0.0018567,0,-0.0004034,0,0.00024789,0,0,0,0.00074274,0,0,0,0,0,0,0,7.25E-05,0,0,0,0,-0.0031404,4.87E-05,0,0.0015113,0,0,0,0,0,0,0.00087356,0,0,-0.00024403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00025162,0,0.00087941,0,0,0.000264,0,0,0,0.0010391,0.00076552,0.0010721,0,0,0.0005012,0.00057014,0,0.00093359,0,-0.00099277,0,0,0.0011672,0,0,0.0013274,0,0,0.0010293,0.001272,0,0,0.00047192,0.0018715,0,-0.0023745,0,-0.0014254,0,0,0.0014497,0.00012854,0.0045473,0,0,0.004582,0,-0.00076345,-0.004509,0,0,-0.0030392,0,5.95E-05,-0.00076813,0,-0.00042225,0,0,-0.0036118,0,0.0053171,0,0,0,0,0,0,0,0,0.0046533,0.011606,0,0,0.011444,0,0,0.0097642,0,-0.00077938,0.0079574,0.003425,0.0017856,0.0050925,0,0.0041382,0.0038876,0.0039534,0,0.0020563,0,0,0,0,0,0,-0.0041325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAPG,-8.48E-05,0,0,0,0,0.00013542,-2.67E-05,-4.28E-05,-0.00022659,-0.00010541,-0.00014802,-0.00035874,-0.00010721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.47E-05,-2.28E-05,0,5.70E-05,-0.00016613,-0.00020737,0,-0.00018958,-0.00012423,0,5.90E-05,0,0,0,0,0,0.0085602,0.0010001,-0.0031078,0,-0.0040852,0.00068883,0,6.54E-05,0.0052301,0,-0.0074784,-0.0083664,0,0.001206,-0.0047688,0.0024991,0,-0.00049926,0,0,-0.00075811,0.0025257,-0.0086111,0,0,-0.0027989,-0.0033971,0,0.0038792,0,0,0,0,0,0.00012881,-0.0021776,0.0011381,0,0,0,-0.0038509,0,0,0,-0.0023469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012874,0.00024392,0.0014987,0,0,0,0.00024386,0,0,0,0.01627,0.0067803,0.0061404,-0.0048529,0,0,0.011673,-0.0038638,0.01058,0,0.0076285,0,0,0,0,0,0.0023464,0.012451,-0.0045356,0.00046414,0,1.83E-05,0,-0.00044682,0,0.00092041,0.0010193,-0.00082795,0,0.00045448,0,0,0,0,0.00037894,-0.00040915,0,0,0,0,0,0,0,0,0,0,0,0,-0.00034347,0,0,0.00019989,0,0,0,0.00035544,4.77E-05,0,0,0,0,0,-0.0003438,0,-0.00040055,0,0,-0.00045926,-0.00041474,0,0,-0.0007807,0,0,0,0,0,0,0,0,0.00028406,0.00038965,0,0.00012203,0,0,-0.0003705,0,0,0,0,0.00068039,0,0,0.0004901,0,0,0,0.00059195,0,-0.00054495,0.00021222,-0.00024218,0,0.00024063,0,-0.00047315,-0.00026645,0,0,0.00021361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0067352,-0.0045038,0,-0.0051078,0,0.0025773,0.0021602,0,0,-0.00069942,0,0,0.0031489,-0.0029379,0.0035234,-0.0088266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003145,-0.0024207,0,-0.0059974,0,0,-0.0012717,0,-0.0035863,0,0,0,0,-0.0016038,-0.00087583,0,4.82E-05,0,0,0,0,0,0,-0.00054417,0.00022861,0,0.002404,0.00093839,0,-0.001209,0,-0.0017347,0,0,-8.69E-05,0,0,0,0,-0.00011952,0,-0.00055717,0,-0.00044746,-0.00056448,0,0,0,0,0,0,0,0,-0.0046618,0,0,0,-0.003016,0,-0.0055633,-0.0042068,-0.0066379,-0.011479,-0.010057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021156,0,-0.0090838,0,0,0.0054835,0,0,0
MEST,-0.0046588,0.012876,-0.0012815,0,-0.022442,0,0,-0.017965,0,0,-0.012114,-0.0062375,-0.0041826,-0.0030107,-0.019701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001702,-0.0014084,-0.00054455,0.00071386,0,0,0,-0.00062135,0.0025061,-0.0028775,0.00084672,0,0,0.0084942,-0.00020851,0.00050918,-0.0024383,0.018034,0.0037105,0,0,-0.010985,0,0.0010431,0,-0.0079446,-0.013519,0,-0.0064647,0,0,-0.00096272,-0.0021235,0,0.0016329,-0.0046859,0,0.0031711,0.0017272,-0.018935,0.0012163,0.019741,0.014154,0.010604,0,0.010167,0.028854,0.023692,0.014683,0.002783,0.0018004,0,0,0,0.02713,0.0023185,0.0053903,0.022519,0.0044375,0,-0.0025242,0.0015295,0.0064145,0,-0.0018461,-0.0076041,-0.0024845,0,0.0016668,0.0010846,0.00072835,0.0045885,0,0,0,0.002402,0.0030382,0,0.0006798,0,-0.0054725,-0.0041879,0,0.00321,-0.0032758,0,0,0,0.0023151,0,0,0.013929,0.0013485,0,0.0018422,0.00046207,0.000731,0.020454,0.001826,0.0026994,0,0.015321,0,0.018957,0,0,0,0,0.0094205,0,0.00057759,0.010322,0.018919,0.0013999,-0.010901,0,0,0.0031054,0,0.0024839,0,0.0030449,0.0013783,-0.00079909,0.0010075,0.0025307,0.0022677,0.0014395,0.0056556,0,0.0015765,0.0019901,0,-0.001971,0.00051961,0,0.0024505,0.0031024,0,0.0036503,0.0070267,0,0,0.0035863,0.0010032,0.0010293,0,0.0054239,0,0,0.012113,0.00418,0,0.0091959,0,0,0,0,0,0.00323,0.00069985,0.0058013,0,0,0,0,0.0034088,0.0023045,0,-0.0059655,0.0029393,0.0033095,0.0060169,0.00041722,0.00034673,0.0029106,0.0069258,0,0.0048622,0.0036783,0.013945,0.0041992,9.61E-05,0.0015181,0,0.0020545,0,0,0,0.0071081,0.0027794,0,0.018444,0.0059081,0.0028662,-0.0033845,-0.001471,0,0.017027,0.0032371,0,0.00025011,0,0,0.005423,0.0096186,0.00057129,-0.0017808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032773,0,-0.014887,0.0010093,0.011638,-0.0090197,0.025137,0.016797,-0.002493,-0.0050042,0.00065749,0,0,0.0050434,0,-0.015401,-0.0029039,0.001229,0.00024647,-0.0063729,0,0.0033404,0,0,0.00054107,-0.0050757,0,0,0,0.022659,-0.0086011,-0.0056882,0,0.018165,0,0,0,0.0013028,-0.0025241,0,0.0058514,0.0011748,0.0061879,-0.00457,0.0025093,0.0052761,0,0.0017417,0.0053108,0,0,0,0.00042594,0.0026349,0.0014291,0,-0.0014939,0.0016385,1.82E-05,0,0,0,0,-0.0067291,-0.0016603,0,0,-0.01072,0.0027187,0.0075345,0.0028534,-0.0060238,0,-0.0054217,0,0,0,0.0057384,0.0075881,-0.0031771,0.0022004,0,-0.0018856,0,0,0,0,0,0.0035445,0.0073995,0,0,0.0038517,0.0041273,0,0.0027908,-0.0052295,0,0.0075712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0026308,0,0,0.001719,0,0.0014495,-0.0022719,-0.0026728,0
