,ABI1,BMPR1A,CCNB1IP1,CDC73,EIF4A2,FH,NCOA4,NRAS,NT5C2,POT1,RPL10,RPL5,SDHB,SDHC,SDHD,ABL1,BAP1,BRD4,CARS,CRTC3,GNA11,GNAS,HRAS,MAP2K2,NSD1,PPP2R1A,SH3GL1,TOP1,XPC,ABL2,ATF1,BCL10,CASP8,FGFR1OP,HMGA1,HMGA2,MALT1,MET,NPM1,PAFAH1B2,PAX8,PLAG1,PTEN,RPN1,X6.Sep,WT1,ACSL3,BLM,CDKN2C,COX6C,CTNNB1,ETV5,FANCF,FGFR1,IDH1,IDH2,MLH1,MTCP1,MUTYH,PMS2,RAP1GDS1,RB1,TCEA1,TFPT,YWHAE,AKAP9,ATM,AXIN1,CBLB,CCDC6,CCND1,CREB3L2,DAXX,EML4,ERCC4,ERCC5,EWSR1,EXT1,FUBP1,KIF5B,MLLT10,MYC,NCOA2,NF2,NUP98,PCSK7,RARA,SS18,TRIP11,WRN,ZNF384,ZRSR2,AKT1,BCL6,CD74,CDH11,CYLD,EPS15,FNBP1,GAS7,IL6ST,JAK1,JUN,KDR,KTN1,LASP1,LHFP,LMO2,LPP,MAF,MAFB,NFE2L2,NOTCH2,NUP214,PDGFRB,RAC1,STAT3,TFE3,ZNF331,AKT2,ASPSCR1,CDK6,ETV4,GATA1,MLLT1,RET,STK11,TERT,ALDH2,ALK,ARHGEF12,BCL2,BCR,CHN1,DNM2,EGFR,ELN,ERCC2,FGFR2,FGFR3,HLF,LIFR,MKL1,MLF1,PDE4DIP,PER1,SMO,TFEB,APC,CAMTA1,CCND2,ETV1,HEY1,HIP1,LMO1,NCOA1,NFIB,NOTCH1,NTRK3,PBX1,PIK3R1,SETBP1,SOX2,SRGAP3,TCF12,ARID1A,ASXL1,ATRX,BCL9,BRD3,C2orf44,CIC,CNOT3,CREBBP,DDX5,DICER1,EP300,ERCC3,FBXO11,FBXW7,GPHN,H3F3B,HNRNPA2B1,KRAS,MDM4,MED12,MEN1,PALB2,PBRM1,PCM1,PMS1,PRCC,PTPN11,RAF1,RALGDS,RBM15,SET,SETD2,SF3B1,SMARCA4,SMARCB1,SS18L1,STAG2,STAT5B,SUZ12,TAF15,TCF3,TCF7L2,THRAP3,TP53,TPR,TRIM33,TRRAP,TSC1,TSC2,U2AF1,UBR5,XPA,ARNT,BRAF,CACNA1D,CBFA2T3,CDH1,CREB3L1,ELK4,FAM46C,FANCA,GATA2,GATA3,GPC3,HIST1H4I,KLF4,MUC1,MYH11,NFKB2,OMD,PPARG,RNF43,SLC34A2,SSX2,TMPRSS2,ATIC,CCNE1,DDX10,FUS,GMPS,H3F3A,MSH2,MSH6,NACA,NONO,RAD21,RPL22,SFPQ,SFRS3,SMARCE1,TFG,TRIM27,WHSC1,XPO1,ATP1A1,BTG1,CALR,CANT1,CCND3,CHCHD7,DDB2,ERBB2,EXT2,HERPUD1,MSN,MYD88,NDRG1,SDC4,SH2B3,TFRC,TPM4,WWTR1,ATP2B3,CBLC,CIITA,ERG,ETV6,FLT3,JAK3,KCNJ5,NR4A3,NTRK1,PAX5,PDGFB,PRDM16,RAD51L1,SOCS1,TAL1,TCL6,BCL11A,BCL11B,BCL7A,CDKN2A,CHIC2,CLTCL1,DDX6,DNMT3A,FHIT,FIP1L1,KIT,MLLT3,MLLT4,MN1,MYB,MYCL1,MYCN,MYST4,NF1,NUMA1,PDGFRA,RANBP17,TPM3,TSHR,USP6,WHSC1L1,BCL3,BIRC3,CEBPA,COL1A1,CSF3R,ELF4,FCGR2B,FLI1,FSTL3,IKZF1,IL21R,IL7R,ITK,JAK2,LCP1,LYL1,MITF,MYH9,PIM1,PRDM1,PRF1,PTPRC,RUNX1,SYK,TNFAIP3,TNFRSF14,WAS,BCOR,BRCA1,BRCA2,BRIP1,BUB1B,CHEK2,EZH2,FANCC,FANCE,FANCG,RECQL4,CBFB,CLTC,CREB1,GOLGA5,MAP2K1,MAP2K4,MAX,PICALM,PIK3CA,PRKAR1A,TBL1XR1,CD79A,CD79B,IRF4,LCK,POU2AF1,TNFRSF17,CDK4,DDIT3,HOXA11,HOXA9,HOXC11,HOXC13,HOXD11,HOXD13,MDM2
TAL1,0,0.0059714,0,0,0,0,0,-0.018913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021981,0,0,0,0,0,0,0,0,0,0,0,0,0.0095363,0,0,0,0.067578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077484,0,0,0,0,0,0,0,0,0,0.007539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014005,0.026796,0,0,0,0,0,0,0,0,0,0,0,0,0.014801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0038141,0,0,-0.0066554,0,0,0,0,0,0,0,0,0,0,-0.00034325,0,0,0,0,0,0,0,0,0,0,0,0.031894,0,0,0,0,0,0,0,0,0.0010881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057188,0.040368,0,0,0,0.012123,0,0,0,0,0.012989,0.024561,0.0069859,0.0086974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012294,-0.013137,0,0,0,-0.0093201,0,0,0,0,0,0,0,0,0,0.017025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016615,-0.015279,0,0,0,0,0,0,-0.021027,0,0,-0.016736,0,0,0,0,0,0,-0.0094411,0,0,0,-0.0084885,0,0,0,0,0,0,0,0,0,0,0.018221,0.013847,0.0060288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RASSF1,0,0.015116,0,0,0,0,0,0,0.0090478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0025002,0,0,0,0,0,0,0,0,-0.0047274,0,0,-0.011202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016793,0,0,0.023026,0,0.059681,0,0,0,0,0.0019616,0,0,0,0.039748,0,0,0.0086698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0083289,0,0,0.0053108,0,0,0,0,0,0,0,0.014113,0,0,0,0,0,0,0,0,0.010208,0,0,0,0,0,0,0,0.0041549,0,0.045589,0,0.011041,0,0,0,0,0,0,0.030604,0.0034536,0.015401,0,0,0.0063584,0,0,0,0,0,0.017084,0.0022719,0,0,0,0,0.0032244,0,0,0.016184,0,0.014236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022299,0,0,0.015771,0,0.012984,0,0,0,0,0.03537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012056,0.02083,0,0,0,0,0,0,0.016739,0,0,0.0063357,0,0,0,-0.0042452,0,0,0,0,0,0,0,0,0,-0.012256,0,0,0,0,-0.0054095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017366,0,0.023067,0,0,0,0,0,0,0,0.015059,0.027229,0,0.019854,0,0,0.0051165,0.042798,0.02026,0.011727,0,0,0,0.0057679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087423,0,0,0,0,0,0,0.096786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0054069,0,0,0,0,0,0,0,-0.0051942,0,-0.007139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024941,0,0,0,0,0,0,0,0,0,0,0.0038431,0,0,0,0.0094402,0.020031,0.0046338,0,0,0,0.0040187,0,0,0.028019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014899,0,0.020419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017402,-0.020578,0,0,0,-0.0061812,0,0,0,0,0,-0.010211,0,0,0,0,0,0,0,0,0,0,-0.014763,0,0,0,0,0,0,0,0,0,0,0,0,0.0084611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038091,0,0,0,0,0.0045307,0,0,0,0,0,0,0.0075502,0,0,0,0,0,0,0,0,0,0,0,0,-0.0019312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00082234,0,0,0,-0.0011005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0098817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF10A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024687,0,0,0,0,0.0019337,0,0,0,0,0.088351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010811,0,0.014831,0.00041156,0,0,0,0,0,0,0,0,0,0,0,0,0.029013,0,0,0.014531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0052121,0,0,0,0.020387,0,0,0,0.014889,0,0.028435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015524,0,0,0,0,0,-0.041073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032979,0,0,0,0,0,0.039459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYK,0,0,0,0,0,0,0,0,0.015779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045191,0,0,0.0077392,0,0,0,0.042197,0.0090013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024305,0,0,0,-0.018807,-0.0060423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036958,0,0,0,-0.02403,0,0,0,0,0,0.055579,0.0017544,0.032295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018471,0,0,0,0.0062043,0,0.0036369,0,0,0,0,0.03676,0,0,0,0,0,0,0,0,0,0,0,0,0.0067104,0,0,0,0,0,0.0094574,0,0,0,0,0.031576,0,0,0.015799,0,0,0,0,0,0,0,0,0,0.012278,0,0,0,0,0,0.036374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030544,0,0.011184,0,-0.011561,0,0,0,0,0,0,0,0,0,0,-0.00035946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0079654,0,0,0,0,0,0,0,0,0,0,0,0,0.0281,0,0,0,0,0,0,0,0.041577,0,0,0,0,0,0,0,0,-0.031438,0,-0.039061,0,-0.00027782,-0.02163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010705,0,0,-0.0098061,0,0,0,0.010808,0,0,0,0,0,0.0062905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0086747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021014,0,0,0,0,0,0.0046275,0,0,0.0065617,0,0,0,0,0.0013739,0,0,0,0,0,0,0,0,0,0,0.010488,0,0.015603,0,0,0,0,0.01291,0,0,0,0,0,0,0.0082066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030634,0,0,0,0,0,0,0,0,0,0,-0.0090311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MST1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0034642,-0.0024836,0,0,0,0,0,0,0,0,0,0,0,0,-0.00078603,0,-0.005384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020908,0,0,0,0,0,0,0,0.00045555,0,0,0,0,0,0.0060976,0,0,0,0,0.016095,0,0.041324,0,0.041882,0,0,0,0,0,0,0,0.053091,0,0.015164,0,0,0.0098642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024969,0,0,0,0,0,0,0,0,0,0,0.03131,0,0,0.0096269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0086346,0,0,0,0.027726,0,0,0,0,0,0,0.0035887,0,0,0.01411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.62E-05,0,0,0,0,-8.38E-05,0,0,0,0,0,0,0,0,0,0.0050931,0,0.01495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025378,0.0039034,0,0,0,0,0,0.005534,0,0,0,0,-0.052974,-0.06102,0,-0.034742,0,0,0,0,-0.041934,-0.077557,0,0,-0.055135,0,0,0,0,-0.058624,-0.012618,-0.023238,-0.0023915,0,0,-0.027666,0.027472,0.033315,0,0,0,0,0.017294,0.02858,0.04054,0,0.0017613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSTM1,0,0.0045768,0.02589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012199,0,-0.0035512,-0.0063289,0,0,0,0,0,0,0,0,-0.013889,-0.0057636,0,0,0,0,0,0,0.013225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018259,0,0,0,0,0,0,0,0,0,0.009782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0016112,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047847,0,-0.0096066,0,0,0,-0.0017485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013319,0,0.01281,0,0,0,0.0058673,0,0.011674,0.0013353,0,0,0,0,0.0011282,0.013666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014704,0,0.027934,0.0092023,0,0,0,0,0,0,0,0,0.010187,0,0,0,0,0,0,0,0.0036401,0,0.01923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0073707,-0.013677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015203,0,-0.023445,0,0,0,-0.037223,0,0,0,-0.010169,0,0,-0.01414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015182,0,0,0,0,0,0,0,0,0,0,0.00037346,0,0,0.0044899,0,0,0,0,0,0.048545,0,0.0032303,0,-0.087271,-0.018997,0,-0.096563,-0.0046368,-0.064093,-0.041454,0,-0.040597,0,0,-0.068536,-0.039523,0,0,-0.01748,0,-0.095858,-0.098879,-0.0054568,-0.066657,-0.0097398,-0.09374,-0.0017019,-0.02706,-0.0018183,-0.016772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCGB3A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029633,-0.013373,-0.031534,0,-0.017158,0,-0.00072586,-0.037864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0098082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085833,0,0,0,0,0.085128,0,0,0.081215,0,0.013847,0,0.012059,0.071861,0.010622,0,0,0.02201,0.0096676,0.033936,0,0,0.057837,0,0,0.027916,0,0.052167,0,0,0,0,0,0,0.00911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018061,0.010172,0.019012,0,0,0,0.0075919,0.066434,0,0,-0.017825,0,0,0,-0.0069699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GFI1,0,0.0049852,0.070874,0,0.018839,0,0,0,0,0,0,0.036234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03442,0,0,0,0,0,0,0,0,0,-0.032488,0,-0.023162,0,0,0,0,0,0,0,0.051952,0,0,0.0015601,0,0,0.027839,0,0,0.020968,0,0,0,0.00014686,0,0.049706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0031613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018461,0,0,0,0,0,0,0,0,0.038742,0,0,0,0.002044,0,0.011835,0,0,0.015613,0.047309,0,0.01456,0,0,0,0.0061142,0,0,0.019423,0.0034771,0.084089,0,0.028303,0,0,0,0,0.063359,0.030837,0,0,0.043621,0,0.063839,0,0,0.011335,0,0,0,0.104,0,0,0,0,0,0.040231,0,0,0,0.061215,0.053655,0.052927,0,0.032529,0,0,0,0,0,0,0.0292,0,0,0.020483,0,0.068562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024003,0.018807,0.0097151,0,0,0.030177,0,0.019305,0,0.018156,0,0.042505,0,0.10488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013159,0.0063129,0.019439,0,0,0,0.0081815,0,0.040417,0,0,-0.026541,0,-0.081529,0,-0.031846,-0.031676,0,0,0,0,-0.053151,0,0,0,0,0,0,0,0,-0.015158,0,0,0,-0.012141,0,0,0,0,0,0,0,0,0.029445,0.035405,0,0,0.010239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0054865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022308,0,0,0.0063729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074626,0,0,0,0,0.0055489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014859,0,-0.00016462,0,0,0,-0.016102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018174,0,0,0,0.034214,0,0,0,0,0,0,0,-0.0017263,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0042721,0,0,0,0,-0.0022015,-0.0019554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
