,ABI1,BMPR1A,BRAF,C2orf44,CBFB,CCNB1IP1,CCND3,CREB1,DAXX,DDX10,EGFR,ERCC3,EXT2,GMPS,GPC3,HOXA11,HOXA9,MET,MLF1,MTCP1,MUTYH,NCOA4,NUP98,PALB2,PMS1,PMS2,POT1,RAF1,RB1,RPL10,SRGAP3,TFG,TRIM27,ABL1,AKT2,ATM,BRD3,CASP8,CIC,CNOT3,EXT1,FANCC,FUS,HNRNPA2B1,NDRG1,NUP214,RALGDS,SET,TSC1,U2AF1,ABL2,ARNT,BCL3,CBLB,CTNNB1,DNMT3A,ELN,HEY1,HIP1,HLF,IL6ST,JAK3,LIFR,LPP,MDM4,NR4A3,NTRK3,OMD,PDGFRA,PIK3CA,PRDM1,RUNX1,SDC4,X6.Sep,SETBP1,SMO,TAL1,TNFAIP3,ZNF331,ACSL3,ARHGEF12,ARID1A,BRD4,CLTC,CREBBP,DDX5,DDX6,FBXW7,H3F3B,JAK1,MYST4,NOTCH2,NSD1,PRKAR1A,PTPN11,SETD2,SF3B1,TCF12,TCF7L2,TPR,TRIM33,USP6,ZNF384,AKAP9,ASXL1,BCL11B,BCL9,BCOR,CDH1,CDK6,DICER1,EML4,EP300,ERCC5,FANCF,FBXO11,FGFR3,FNBP1,GNAS,JUN,KTN1,MLLT4,NCOA1,NCOA2,NF1,NFE2L2,PBX1,SS18L1,SUZ12,SYK,TCF3,TFEB,TOP1,TRRAP,UBR5,WHSC1L1,AKT1,BAP1,BCR,CARS,CCND1,CRTC3,EWSR1,FIP1L1,IDH2,MAP2K1,MKL1,MYD88,MYH9,NF2,NUMA1,PCSK7,PICALM,SMARCA4,SMARCB1,SS18,STAT3,TAF15,TFE3,XPC,ZRSR2,ALDH2,BCL2,BCL7A,CCND2,CHEK2,EIF4A2,GPHN,IDH1,KIT,MYB,MYC,MYCL1,NACA,NFIB,PCM1,RAP1GDS1,RPL22,TFRC,TMPRSS2,TSHR,WRN,ALK,CDKN2A,CLTCL1,DDIT3,HOXC11,HOXC13,LMO1,MLLT10,NTRK1,PER1,SOX2,SSX2,TERT,WWTR1,APC,BCL10,BTG1,CANT1,CBFA2T3,CREB3L1,DDB2,ERG,ETV1,ETV5,FAM46C,FGFR2,GATA2,GOLGA5,HERPUD1,HRAS,KCNJ5,KDR,KLF4,MALT1,MAP2K4,MAX,MUC1,PAX8,PRDM16,RET,RPN1,SH2B3,TNFRSF14,TRIP11,XPA,ASPSCR1,ATIC,ATP1A1,ATRX,AXIN1,BCL11A,CACNA1D,ELF4,ETV4,MED12,NONO,NOTCH1,PIK3R1,RNF43,STAG2,TSC2,ATF1,CCNE1,CDC73,CDK4,ELK4,FGFR1OP,FUBP1,HMGA2,HOXD11,HOXD13,NPM1,PAFAH1B2,PRCC,RBM15,SDHC,SFRS3,TPM3,ATP2B3,CAMTA1,CBLC,CEBPA,ERBB2,FHIT,H3F3A,KIF5B,LASP1,MLH1,MLLT3,MYCN,MYH11,PPARG,RARA,SLC34A2,SMARCE1,TFPT,WT1,BCL6,BIRC3,CD74,CDKN2C,CHIC2,CIITA,CSF3R,CYLD,FCGR2B,FSTL3,IL21R,IL7R,JAK2,LCK,LCP1,LYL1,MAFB,NFKB2,PDE4DIP,PRF1,PTPRC,SOCS1,BLM,BRCA1,BRCA2,BRIP1,BUB1B,EZH2,FANCA,FANCE,FANCG,MSH2,MSH6,WHSC1,XPO1,CALR,CCDC6,CREB3L2,EPS15,ETV6,HMGA1,KRAS,MDM2,PBRM1,RANBP17,SFPQ,TBL1XR1,THRAP3,TPM4,CD79A,CD79B,FLT3,IKZF1,IRF4,ITK,POU2AF1,TNFRSF17,CDH11,CHN1,COL1A1,FGFR1,FLI1,GAS7,LHFP,LMO2,MAF,MITF,MSN,PDGFB,PDGFRB,CHCHD7,COX6C,PLAG1,RAD21,RECQL4,TCEA1,DNM2,ERCC2,GNA11,MAP2K2,MEN1,MLLT1,MN1,NT5C2,PIM1,PPP2R1A,PTEN,RAC1,STAT5B,STK11,TP53,ERCC4,FH,GATA1,GATA3,HIST1H4I,NRAS,PAX5,RAD51L1,RPL5,SDHB,SDHD,SH3GL1,TCL6,WAS,YWHAE
CHI3L2,0,0,0.0051579,0,0,-0.0028291,-0.0050221,0,-0.0050935,0,0,0,0,-0.00028869,0,0,0.0028291,0.0029792,0,0,-0.00096793,-0.00057414,-0.0092025,-0.0061421,0.00090243,-0.0028775,-0.0013377,0,0.0034092,0,0,-0.0077321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031948,0,0.0033637,0.013447,0,0.0084777,-0.0053094,0,0.0090082,0.0038325,0,-0.002115,-0.00074723,0.0090267,0,0.0062317,0.021459,0,0.0013916,0,0,0.0041715,0,-0.0015205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0050194,-3.72E-05,0.0036977,0,0.0032708,0.0032473,0.0027054,0,0.0038358,0,-0.0012059,0.0012511,-0.00090223,0,0,0.0015557,0,0.0023922,0,-0.0028092,0,0,0,0,0,0.0060884,0,-0.010612,-0.0014778,0,-0.0012056,0.0021255,-0.00010711,0,0,0,0.00035883,0,-0.00016641,-0.00042586,0,0,0,-0.00042705,0,0.00011427,0,0,0,0.00018832,-0.00034735,0.00012521,0,0,0,-0.00065999,0.00048243,0.00096824,-0.0081476,-0.0028,0,-0.003161,0.0037673,-0.0044206,0.0038865,0.0027259,-0.0023785,-0.0036009,0.0030163,0,0,0.0061424,0.0031231,-0.0057401,0,0,0,0.003661,-0.0055069,0.0012713,0.011739,0,0,0,0,0.00052231,-0.0071509,0,0.0025455,0,-0.012134,0.0042616,0,0,0,0,0.0038938,0,0,-0.0049472,0.0053785,0,0,0,0,0,0.011908,0,-0.010698,0,0.00032514,0.0014845,0.020804,-0.00061461,-0.00069826,-0.019399,0,0,-0.0071135,-0.023436,-0.0024317,0,-0.00039858,0,0,0.0034128,0.0015139,-0.00018837,0,0,0.0014562,0,-0.0012374,7.15E-05,-0.0001849,0,0,0,0,0,-0.011272,0,-0.0066595,-0.0062288,-0.0030214,-0.0013346,-0.0022067,0.00097324,0.00087918,0,0,-0.0071481,0,0,-0.0069564,0,0,0,0,-0.0050015,-0.00019105,-0.0026587,0,0.0037355,0,0,0.0066403,-0.0028685,0,0,-0.0011773,0.00015342,0,0.0033652,0,0,-0.012513,-0.016878,0,0,-0.029205,0,-0.01197,-0.022288,0,-0.024259,0,-0.0099662,0,-0.010551,-0.012579,-0.016466,-0.0021617,-0.0070482,-0.0036587,-0.022714,-0.011537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00064101,0.011516,0,0,-0.028187,0.024602,0.0034618,0,0,0.0012015,0.0046389,0,0.021825,0,-0.011783,-0.011494,-0.02459,0,-0.030418,0.013285,0.00018699,0.0060219,0,0,0.00043966,-0.0053767,-0.0062874,0.016775,0.00037702,-0.0010704,0.0013895,0,0.0087621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0038664,-0.0064522,0,-0.01095,-0.030255,0,-0.013778,-0.0065111,0,0,-0.023238,-0.0072311,0,-0.043352,0
MPO,0,0.0072247,0.0039892,0,0.0042603,0.0041111,0.0036932,0,0,0,-0.0080198,0,0,0,0.002126,0.0041919,0.004181,0,0,0,0.0020438,0.00021709,0,0.0050796,-0.0031371,0.0059687,0.0031428,0.0019122,0,0,0.0038855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0020195,0,0,0.004222,0,0.00084852,0.0072617,0,-0.0042015,0.0017485,-0.0010594,-0.00079584,0,0,0,0.0026447,-0.0049481,0,0.0014295,0,0,0,0.0042885,0,0.001722,0.00090555,0.0026267,0.0025795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0050948,0.0041839,0,0,-0.0012091,0,-0.0073836,-0.0035237,0,0,-0.0037717,0,-0.0012875,0,0,0,0,0,0,0,0,0.0033531,-0.0027444,0,0,0,0.0030209,-0.0022468,0.0069256,0.0033506,0,0,-0.008605,0,0,-0.00045223,0,-0.00033265,-2.58E-05,0,0,-0.0030104,-0.00891,0,0.0021193,0,-0.00036698,0,0,0,0,-0.0015436,-0.0057744,3.32E-06,0.0016701,0.0003495,0.0020268,0.0016105,0.0076168,-0.010577,-0.0067408,0,0.00042485,-0.0054918,0,0,0,0.001604,0.0068016,0,-0.0018448,0.014942,-0.014076,0,-0.011788,0,0.001647,-0.0026923,-0.0052674,0,-0.00064688,0,0,-0.00036564,0,0.00018304,0,0,0,0.00026917,0,0,-0.00030738,0,0,0.0049335,0,-0.0033486,-0.0051172,0,0.0010517,0,0,-0.0079395,-0.0025088,0,-0.0038302,0,-0.00085283,0,0,0,-0.0022902,0,0,0,0.0042423,0,0,0.0016039,0,0,-0.00099112,0.00094657,0.0013936,0.001912,0.00082868,0.0015262,0.0022539,0.00048157,0.0051617,-0.00075797,0.0012154,0.0012025,0,0,0,0.00057868,0,0,-0.00020623,0,0.00051456,0.012851,0.0066674,0,-0.0026226,-0.002951,0,0.00014744,0,-0.0053866,0.009395,0,0,0,0,0,0,0.0031961,0.012063,0,0.012165,0.0018129,0.011948,0,0,0,-0.0010665,0,0,0.001682,-0.0027336,0,0,0.0021199,-0.004706,0,0.0084701,0,-0.0072218,0,0,0.0075266,0,0,0.0047937,0.0043894,0,-0.0079695,0,0.012157,-0.0065877,0,0.003223,0,0,0.013066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0094288,-0.0053588,-0.0095557,0,0,-0.042549,-0.0026723,0,0.0019688,-0.003904,0.0040964,0,-0.016919,0,0,0.0084778,0,-0.0038261,0.017357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014572,0,0,0.00097097,0,0,0.00075244,0.0010739,0,0,0.00037192,-0.0002199,0,0
SEMA3B,0,0.0038386,0,0,0,0.0067492,0,0,-0.0070385,0,0.00092187,-0.00082987,0,-0.00027555,-0.005147,0,-0.0036391,0.0029106,0,0,0,0.0018067,0.0014888,0.0015781,0.0048374,-0.0012468,0.0019643,-0.0021287,-0.001848,0,0,0.0036655,-0.0050957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0077429,0.0082296,-0.0091175,-0.0032472,0,0.0059464,0.032074,0,0.0058997,-0.0020911,0,-0.005262,0,0.0036103,-0.004949,0,0,-0.00088756,0.0063833,-0.0013593,-0.0075704,-0.0099621,0,-0.017779,0.0013138,0.0083682,-0.01074,-0.0034815,-0.018638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40E-05,0.0042476,0,0.0132,-0.00047729,-0.0045614,0.0077944,0.0072886,0.0034761,0.0088349,0.0014594,0.0047457,0,0.0010126,0,0,0.0060224,0.0045327,0.0016747,0.0022872,0.0033338,0,0.0035816,0,0,0,-0.010309,0.011406,0.016666,0.0062674,0.014219,0,0,-0.00024581,-0.00077364,0.00088879,0,0,0.0020667,-0.0019051,-0.0052228,0,-0.0015325,0,0,0,0,0,-0.0004683,0.0017149,0.0020873,0,-0.0013318,0,-0.0024016,0,0.02134,-0.0076853,0.0071042,0,0,0.0020674,0.024176,0.010346,0.015329,0.0084754,-0.0011239,0,0.0087541,0.021292,0.011069,0.0046531,0,0,0.0012189,0.015095,0.013817,-0.00023548,0,0.00035726,0,0.00023688,0,0.00013633,-0.00057052,0.00065657,-0.00053391,0,0,0,0,0,0,0.0026354,0.00063617,0.0026796,0,0,0,0,0,0,0.0019519,0,0,0,-0.0041811,-0.00043226,0,0.0020539,0.0038827,0.0070611,-0.0038394,-0.0031375,-0.0037508,0,0,0,-0.0095105,-0.0021608,-0.00017413,-0.00037299,0.0004564,0.0026158,0,0,0,0,0.001872,0,0.0015345,-0.00024403,9.10E-05,0.00063914,0,0.00014381,0,-0.00077815,0,-0.0079197,0,0,-0.0027649,0.0024406,0.00019757,0,0.00041375,0.00084256,-0.0039017,-0.0036326,0,-0.016995,0,0.006612,0,0,0.0017821,-0.0010452,0,0,0.0018923,0,0,0,0.00093181,0,-0.0014958,-0.0019803,0.00017258,0,-0.0012159,0.0029152,-0.0007578,0,0,-0.015226,-0.079621,0,0,-0.064819,0,-0.026093,-0.025007,0.0074771,-0.080065,-0.10543,-0.059368,-0.18296,-0.0020935,-0.0075857,-0.032266,0,-0.0095399,-0.015949,-0.087247,-0.047798,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0019294,-0.010811,-0.0073363,0,-0.005732,-0.0098277,-0.0027148,0,0,0.0057289,0.0053715,-0.0023346,-0.0041228,-0.017103,-0.0093357,-0.034621,-0.0050642,-0.004642,-0.0024646,-0.055606,-0.038669,-0.00062834,0,-0.0024154,0.0010051,0.0011751,-0.00075581,0.0020199,0,0,-0.00015919,0,-0.0010594,0,-0.0015992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036063,-0.00097661,-0.0023689,-0.002162,-0.0019828,0,0.0014336,0.0011268,0,0,-0.0020589,0.0047748,0,-0.0039973,0
SERPINA5,0,0.01142,0.0022787,0,0.0050204,-0.0061614,0.0048173,0,0,0,0.001375,0.0010454,0,0.00072003,0.0071441,0.0096339,0.013694,0.0068839,-0.0010173,0,0,0.00089553,0,0.00084638,0.0057411,0.0051458,0.0034754,0,0,0,0,0.0028884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0077594,0,0,0.0018247,0,0.0036719,0.017902,0.011658,0.0037502,0.00252,0.015436,-0.0019756,0,0.017586,-0.0035672,-0.0046991,-0.0034754,-0.00046504,0.024615,0.010458,0.0029791,0.0013265,0.015445,-0.0065974,0.0089149,0.0029118,0.0051025,-0.00076701,-0.021178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020246,0.0028493,0.0096853,0,0,0,0.00043525,0,0,0,0.0025279,0,0.0010834,-0.0018218,0,0.0075028,0.00645,0.0037294,0.0037658,0.00097253,0,0,0,0.0010434,-0.0031501,0.0025851,0.0048075,0.0012955,-0.0021537,-0.0021211,4.02E-05,0,0,0,0.00041379,-0.00015067,-0.0010131,-0.0029314,0,-0.001372,0,0,0,0,0,0,0,-0.00013999,0,-0.0022321,0,0,0.0013671,0,0.00059157,0,-0.0035,-0.018578,0,-0.01589,-0.0034135,-0.025961,0.0030607,0,-0.0065421,-0.0036528,-0.018462,-0.016808,0.0020809,-0.012289,-0.0041547,-0.020174,0,0,0,-0.003356,-0.00067761,0,-0.0089694,0,0,0,-0.0023565,-0.0044919,-0.0083562,-0.0068209,0.001039,0,-0.014192,0.0097924,0,-0.0063892,0,-0.00011728,0,-0.0034437,0,0.00087678,0.00078955,0,-0.015123,0,0,0.0022582,0.0098911,0,0,0,-0.0017155,-0.0012096,0.0097232,0,-0.0016717,0,0,0,0,-0.0051416,0,0.00029333,-0.0015388,0,0.00059447,0.0059833,0.002535,0.00070604,0.00015629,0.010142,0.0086159,0.0010886,0,3.30E-05,0,0,-0.00047088,0,-0.0013663,-0.0055385,0,0.0013772,0.0019624,0,0.0048886,0.00042541,0,6.72E-05,-0.00055882,-0.0052178,0,0,-0.0026314,0,-0.0015653,0,-0.0042211,0,0,0,4.38E-05,0.0034377,0.0016738,0.014563,0.0013564,-0.00068304,0,0,0.0045776,-0.00022034,0.0021839,0,0,-0.0035478,-0.0021405,0,0,0.0041466,0,-0.0047422,0,0,0.020462,-0.0051278,0.0013771,0,0.008407,0,0,0,0,0,0.0017838,-8.75E-05,0,0,0.010666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010806,0,0.023237,0.0041672,-0.0049113,-0.0079697,0,-0.0040301,0.0040751,0.017718,0,0.015201,-0.0025648,0.011251,0,-0.0091751,0.016585,0,-0.0047545,0.011989,0.0041416,0,0.012068,0.03419,0,0,0,0.0029324,0.011361,0.00017581,0.0040696,0.002115,0.0046158,0.0058753,0.0078269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024971,0,-0.0017575,0.0085515,0.0027407,0.00056738,-0.0059677,-0.00066938,-0.0036672,-0.0060886,0,0,0,-0.017842,0.0038737
DES,-0.00079312,0.0035862,0,0,-0.00093242,0.00076194,-0.0016587,-0.0016572,0,0,0,0.0039756,0,0.00038549,0.0022374,0.0039977,0.0053214,0,0,0,0,0,0.0011048,0,0.0031173,0,0,0.0028939,-0.0012478,0,0,-0.0087157,0.0034263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010304,0.003288,-0.0062248,-0.0055744,0,0.00077353,0.0015984,0.0071221,0,0,0,0,0,-0.0050327,0.0090505,0,0.0054765,0.0002103,0,0,0,0.0080805,0.010881,0.0051484,0.006773,0.0045317,0.015086,0.0026683,-0.0065741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002014,0,0,0,0.0021769,0,0.0017348,0.0021149,-0.0014894,0,0,-0.0037253,0,0.0035325,0,0,0,0,0,0.0008511,-0.0013482,0.0011967,0,0,0.00051889,0,0,0,-0.0020262,0,0.0012183,0,0.0004611,0.00014014,0,0,0,0,-0.00025934,-0.00027718,0,-0.00075401,-0.0009256,0,0,0,-0.00010567,0,0,0,3.61E-05,0,-0.00099994,-1.17E-05,0,0.0004222,0.00062586,0.00046382,-0.0032274,-0.0083437,0.013304,0,0.0044251,0,0,0.0044193,-0.0052651,-0.0061577,0,0,-0.0022803,-0.03397,0.012856,0.001437,-0.0061738,0,-0.0086617,0,0.014645,0,-0.0015936,0.0089732,0,-0.0023313,0,0,0,-0.0039902,0.0037025,0.014128,0,0.0016318,-0.0027282,-0.0069577,-0.024859,0,0,0.0063167,0,0,0,-0.0014076,0,-0.00265,0,0.0018437,0,-0.0073443,-0.010688,-0.0042167,0,0,0,0,-0.0020735,-0.0017291,-0.0052548,0,0,-0.010059,0,-0.010393,0,-0.00066739,0,0,-0.00054528,0.0011114,0,-0.00010936,0,0.0012005,0,0,0,0.00015165,0,0,0,-0.00030999,-0.0016207,0.0012149,0,0,-0.00061227,0,0,0.0017577,0.00048775,0,-0.00095449,-0.0014551,0.001573,0,-0.00062802,-0.0009299,0,-0.00089219,-0.00040648,-0.00070264,-0.00063298,0,0,-0.00045018,0,0,0,0.00063623,0,0.00028497,0,0.00054985,-0.0019742,0.00040817,0,0,-0.0048718,-0.014023,-0.01944,0,-0.0024616,-0.022614,0,-0.0043408,-0.014822,0.0057802,-0.014307,0.0098602,-0.012729,0,-0.0038148,-0.018432,-0.0028857,0.0011502,0.0034215,0,0,-0.010696,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0014043,-0.0068168,0,-0.0055858,0,0,-0.0039789,0.0046077,0,0.0074746,-0.0025758,0,-0.010051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00065943,0,0,-0.00034092,-6.91E-05,0.00049335,0.00014763,0,-0.00065767,-0.00096826,0,0.00049068,0,0
IL18BP,0.0097613,0,0,-0.00076437,0,0,0.0075916,0.00019572,-0.0029151,0,0.006711,0,0,0,-0.0088913,-0.0034606,-0.0037853,0.0013914,0,0,0.00097532,0.00080163,0,0.0010812,0.003246,0.0064813,0.0046851,0,0.0019889,0,-0.0062505,0.016143,-0.0119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033882,0,0,0.0026987,-0.004552,0,-0.0016436,0,-0.0029808,0,0,-0.0049378,-0.0016259,-0.0038093,0,0,0.0053861,-0.003441,0,0.0036403,-0.0037566,-0.0088908,-0.0040032,-0.0029811,-0.0018994,-0.00081532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0052482,2.03E-05,-0.00137,0,0,0,-0.0012485,0,0.0013673,0.003288,0.0038694,0,-0.0016767,0,0.0029771,0,0,0,-0.001675,0.0012668,0.0014684,0.0020476,0,0.0018574,-0.0016021,0.0037944,-0.00061006,-0.0022692,0.0024586,-0.00085404,0.0048253,0,-8.05E-05,0,-0.00029314,0.00033393,0,0,0,0,-0.00072371,0,0,0,0,-0.00036018,0,0,0,-9.32E-05,0.00011319,-0.00026246,0,-0.00024657,0,-0.00034166,0,0,-0.0032356,0,0,-0.00076089,0,0,-0.0041194,-0.0018117,-0.00099661,0,0,-0.0011537,0.0026925,0,0,0,-0.0014469,-0.0014416,0,0,0.0023849,0.0037575,0,0,0.0034403,0,0,0.0040283,0.0026196,-0.0031511,-0.0045581,0,-0.0023784,0.0067765,0.0012386,0,-0.011189,-0.00014409,-0.0043275,-0.00078032,0,-0.0024591,0,0,-0.0072982,-0.0016514,-0.00089512,0,-0.0028836,0,0,0,-0.0012911,0,0,0,-0.0018874,0,0,0,0,-0.012034,-0.0020077,-0.001048,0,0,0.0012657,0,0,0.00074325,0,0,0.0010567,0,0,3.91E-05,0,0,-0.00012351,0,-0.0010722,0,-0.020427,0.001163,-0.0047814,-0.0033693,0,0,0,0.00034235,0,-0.004968,0,-0.0082753,-0.020691,0.0012348,0,0,0.0002819,0,-0.00058484,0,7.12E-05,-0.00015678,0,0.0011266,0.00027932,0.00050642,-0.0019509,-0.00060572,0,0.0003759,0.0018357,0.00076588,0,0,0,0.0013577,0,-0.0012922,0,0,-0.0039913,0,-0.0028654,0,0.0026103,-0.0017941,0,0,-0.00096354,0,0,0.0011188,0,0,-0.001101,-0.00094257,-0.00075611,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0072596,0,-0.021587,0,0.0052991,-0.0016498,-0.0045002,-0.0072696,-0.0013456,-0.007447,-0.002886,0,-0.0080117,0,0,-0.0018112,0,-0.010697,-0.011482,0,-0.028593,-0.00078209,0,-0.0042207,0,0,-0.00024698,0.0027379,-0.0032986,0,-0.0013806,0,-0.0018512,0,-0.00065156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00039431,-0.0026888,-0.0018005,-0.00094894,0.0021913,0.00068043,-0.001606,0.00032649,0,0,0,0.0012439,-0.00034224,0,0
NOTCH4,0,0,0.0031981,-0.0012559,0,0,0,0,0.0033003,0,0,-0.00043778,0,0.00044609,0.0015536,0.0041416,0.0049354,0.00085096,0,0,0.00034718,0,0,0.00069284,0,0.0014776,0,0,0.0021359,0,-0.0057982,0.0026593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0033959,0.0030267,0.0080021,0,0,0.0025259,0,0,0.0018711,0,0.0038734,-0.0036884,0,0.0059305,-0.0022342,0.0016351,-0.0023522,0,0.003655,0.0067943,0,0,0.0059354,0.0031913,0.0037686,0,0.0012531,0.0017298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022039,0.0039407,4.02E-05,0.0020952,0,0.0028625,0,-0.022036,0.0018133,0.0031339,0.0069056,0,0,0,0,0.00188,0,0,0.00085495,0.012023,0,0.00068901,0.0020156,0,0.0057494,0,0.0092016,0.00082979,0,0,0.0050915,0.0013289,-0.0028472,2.78E-05,0,0,0,0.00016851,0.00013847,0,-0.00058085,-0.00033638,-0.00042181,0,0,0,0,0,0,0,0,0,0,1.21E-05,0.00010908,0.00072294,0.00020059,0.00034466,0,0.0020296,0,0,0,-0.0020343,-0.0020488,0,0,0,-0.00047867,0,0,0,0,-0.0043565,0,0,0.00085242,-0.0010268,0,0,0,0,0,-0.0027664,0,0,-9.79E-05,0,-0.00024299,0.0040707,0,-0.0032302,0,0.003526,-0.0055832,-0.0022632,0,0.0012249,0,0,0,0.00041548,0,0,0,-0.00064836,-0.00074016,0,0,0.001212,0,0,-8.06E-05,0,-0.00042718,0,-0.00013281,0,0,0,0,0.00088107,-0.00078364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0041287,-0.009662,-0.00079157,0.0013084,0,0,0,-0.0069747,-0.00026936,-0.0010788,0,-0.0042549,0,-0.0090708,-0.0027857,-0.007042,0,0,0.00042911,0,0.00090357,-0.0001318,-0.0033968,-0.0027997,0.00074438,0.00051427,0,-0.0020669,-0.0026841,0,0,0.0010573,0,-0.00096394,0,0.0023339,0.0014459,0,0.014215,0,-0.014493,0.0029017,0,0.0053574,0,0.011379,0,0,0,-0.0027684,0.0084556,0,0.0038099,0.0027443,0,0,0.0072419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021415,0,0,0.0028455,0,0,0.0021671,0.00033331,0.0017407,0.0009914,0.0026716,0,0.0030504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003758,-0.0094885,0,-0.0032428,0,0,0,-0.0087826,0,-0.015528,-0.017358,0.019429,-0.0074524,-0.008434,-0.0037977
