,ABI1,BMPR1A,BRAF,C2orf44,CBFB,CCNB1IP1,CCND3,CREB1,DAXX,DDX10,EGFR,ERCC3,EXT2,GMPS,GPC3,HOXA11,HOXA9,MET,MLF1,MTCP1,MUTYH,NCOA4,NUP98,PALB2,PMS1,PMS2,POT1,RAF1,RB1,RPL10,SRGAP3,TFG,TRIM27,ABL1,AKT2,ATM,BRD3,CASP8,CIC,CNOT3,EXT1,FANCC,FUS,HNRNPA2B1,NDRG1,NUP214,RALGDS,SET,TSC1,U2AF1,ABL2,ARNT,BCL3,CBLB,CTNNB1,DNMT3A,ELN,HEY1,HIP1,HLF,IL6ST,JAK3,LIFR,LPP,MDM4,NR4A3,NTRK3,OMD,PDGFRA,PIK3CA,PRDM1,RUNX1,SDC4,X6.Sep,SETBP1,SMO,TAL1,TNFAIP3,ZNF331,ACSL3,ARHGEF12,ARID1A,BRD4,CLTC,CREBBP,DDX5,DDX6,FBXW7,H3F3B,JAK1,MYST4,NOTCH2,NSD1,PRKAR1A,PTPN11,SETD2,SF3B1,TCF12,TCF7L2,TPR,TRIM33,USP6,ZNF384,AKAP9,ASXL1,BCL11B,BCL9,BCOR,CDH1,CDK6,DICER1,EML4,EP300,ERCC5,FANCF,FBXO11,FGFR3,FNBP1,GNAS,JUN,KTN1,MLLT4,NCOA1,NCOA2,NF1,NFE2L2,PBX1,SS18L1,SUZ12,SYK,TCF3,TFEB,TOP1,TRRAP,UBR5,WHSC1L1,AKT1,BAP1,BCR,CARS,CCND1,CRTC3,EWSR1,FIP1L1,IDH2,MAP2K1,MKL1,MYD88,MYH9,NF2,NUMA1,PCSK7,PICALM,SMARCA4,SMARCB1,SS18,STAT3,TAF15,TFE3,XPC,ZRSR2,ALDH2,BCL2,BCL7A,CCND2,CHEK2,EIF4A2,GPHN,IDH1,KIT,MYB,MYC,MYCL1,NACA,NFIB,PCM1,RAP1GDS1,RPL22,TFRC,TMPRSS2,TSHR,WRN,ALK,CDKN2A,CLTCL1,DDIT3,HOXC11,HOXC13,LMO1,MLLT10,NTRK1,PER1,SOX2,SSX2,TERT,WWTR1,APC,BCL10,BTG1,CANT1,CBFA2T3,CREB3L1,DDB2,ERG,ETV1,ETV5,FAM46C,FGFR2,GATA2,GOLGA5,HERPUD1,HRAS,KCNJ5,KDR,KLF4,MALT1,MAP2K4,MAX,MUC1,PAX8,PRDM16,RET,RPN1,SH2B3,TNFRSF14,TRIP11,XPA,ASPSCR1,ATIC,ATP1A1,ATRX,AXIN1,BCL11A,CACNA1D,ELF4,ETV4,MED12,NONO,NOTCH1,PIK3R1,RNF43,STAG2,TSC2,ATF1,CCNE1,CDC73,CDK4,ELK4,FGFR1OP,FUBP1,HMGA2,HOXD11,HOXD13,NPM1,PAFAH1B2,PRCC,RBM15,SDHC,SFRS3,TPM3,ATP2B3,CAMTA1,CBLC,CEBPA,ERBB2,FHIT,H3F3A,KIF5B,LASP1,MLH1,MLLT3,MYCN,MYH11,PPARG,RARA,SLC34A2,SMARCE1,TFPT,WT1,BCL6,BIRC3,CD74,CDKN2C,CHIC2,CIITA,CSF3R,CYLD,FCGR2B,FSTL3,IL21R,IL7R,JAK2,LCK,LCP1,LYL1,MAFB,NFKB2,PDE4DIP,PRF1,PTPRC,SOCS1,BLM,BRCA1,BRCA2,BRIP1,BUB1B,EZH2,FANCA,FANCE,FANCG,MSH2,MSH6,WHSC1,XPO1,CALR,CCDC6,CREB3L2,EPS15,ETV6,HMGA1,KRAS,MDM2,PBRM1,RANBP17,SFPQ,TBL1XR1,THRAP3,TPM4,CD79A,CD79B,FLT3,IKZF1,IRF4,ITK,POU2AF1,TNFRSF17,CDH11,CHN1,COL1A1,FGFR1,FLI1,GAS7,LHFP,LMO2,MAF,MITF,MSN,PDGFB,PDGFRB,CHCHD7,COX6C,PLAG1,RAD21,RECQL4,TCEA1,DNM2,ERCC2,GNA11,MAP2K2,MEN1,MLLT1,MN1,NT5C2,PIM1,PPP2R1A,PTEN,RAC1,STAT5B,STK11,TP53,ERCC4,FH,GATA1,GATA3,HIST1H4I,NRAS,PAX5,RAD51L1,RPL5,SDHB,SDHD,SH3GL1,TCL6,WAS,YWHAE
ASCL2,0,0,0.088497,0,0,0,0,0,0,0.087658,0.061114,0,0,0,0,0,0,0,0,0,0,-0.016636,-0.018184,0,0,0.067283,0.019131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019915,0,0,0,0,0,0,0,0,0,-0.060892,0,0,-0.020819,0,-0.031337,0,0,0,0,0.059362,0,0,0,0,0,-0.010814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22575,-0.0093776,0,0,0,0,-0.064947,0,0.022068,0,-0.06788,0.084285,0,0,0,0,0.061844,0,0,-0.055197,-0.0058431,0,0,-0.0054271,-0.012202,0,0,0,0,-0.08268,0,0,-0.019285,0,0,0,0,0,0.036371,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284,0,0,0,0,0,0,0,0,0,0,0,0.029021,0,0,0,0.0079018,0,0.018495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048181,0,0,0,0.016224,0,0,0,0,0,0,0,0.15771,0,0,0,-0.024866,-0.16395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040364,0.018383,0.02735,0,0.053015,0,0,0,0,0,0,0,0,0,0,0,0,-0.052028,0,0,0,0,0,-0.010277,0,0,0,0,0
CDKN1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01479,0,0,0,0,0,0,0,0,0,-0.052676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020073,0,0,0,0,0,-0.017293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SH3BP2,0,0,0,-0.017001,0,0,0,0,0,0,0,0,0,-0.012569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.042789,0,0,-0.046221,0,0,0,-0.027976,0,0,0,0,-0.030188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060089,0.021954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014775,0,0,0,0,0,0,0,-0.01138,0,0,0,0,0,0,0,0,0,-0.0024645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.056464,0,0,0,0,0,0,-0.070779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.039626,0,0,-0.04043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01942,0,0,0,0,0,-0.0030613,0,0,0,0,0.016175,0,0,0,-0.0099971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018536,0,0.052755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033552,0,0,0,0,0,0,0,0,0,-0.014379,0,0,0,0,0.01965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0044645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021289,0,0.015908,0,-0.045022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13447,0,0.011276,0,0,0.11521,0,-0.01292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010198,0,0,0,0,0,0.020787,0,0,-0.034307,0,0,0,0,0,0,0,0,0,0.0095421,0,0,0,0,0.010167,0,0,0,0,0,0.0061785,0,0
TUBB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020267,0,0,0,-0.0068664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.056973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAT,0,0,0,0,0,0,0,0.0056242,0,0,0,0.00061307,0,0,0,0,0,0,0,-0.042384,0,0,0,0,0,-0.022329,-0.03099,0,0,0,0,0,0,0,-0.017725,0,0,0,-0.031374,0,0,0,0,0,0,0,0,0.15819,0.024767,0,0,0,0,0,0.0026186,0.063108,0,0.081524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042973,0,0,0,0.11259,0,0,0,0,0,0.019078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27665,0.18076,0.038595,0,0,0,0.018397,0,0,0,0,0,0,0,0,-0.018789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10011,0,0.045534,0,0.0065225,0,0,0,0,0,0,-0.039257,0,0,-0.09507,-0.15857,0,0,0,0,-0.14852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0087414,0,0,0.025959,0,0.069343,0.01161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018997,0,0,0,0,0,0,0,-0.051451,0,0.037034,0,0,0.086759,0,0,0,0,0,0,0,0,-0.017182,0,0,0,0,0,-0.013073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043744,0,0,0,0.027414,0.019492,0,0.15199,0,0.083305,0,0.001773,0,0,0,0,0.12181,0.035966,0,0.0139,0,0.0062357,0,0.11734,0,0.0064162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026379,-0.015408,0,0,-0.021774,0,0,0,0
MAPK12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PKD2,0,0,0,0,0,0,0,0,0,0,0,-0.0022188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006403,0,0,0.0061907,0,0,0.0075312,0,0,0,0,0.00035948,0,0,0,0,0,0,0,0,0,0,0,0,0.040871,0,0,-0.035947,0,0,0,0,0,0,0,0,0,0.060618,0,0,0,0,0,0,0,0,-0.034665,-0.047525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043242,0,0,0,0,0,0,0,-0.030766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070995,0,0,0,0,0.0025148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0089846,0,0,0,0,-0.053006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045082,0,0,0.011165,0,0,0,0,0,0,0,0,0.060035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETV1,0,0,0,0,0,0,0,0,0,-0.016041,0,0,0,0,0,0,0,0,0,-0.024997,0,0,0,0,0,-0.040621,0,0,0,0,0,0,0,0,0,-0.04328,0,0,0,0,0,0.031986,0,0,0,0,0,0.033347,0.045866,0,0,0.015231,0,-0.037224,0,0,0,0,0,0,0,0,0,0,0,-0.010251,0,0,-0.0071696,0,0,0,0,0,0,-0.0087036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032822,0,0,0,0,0,0,0,0,0,0,0,0.017916,0,0,0,0.0048141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035936,0,0.0030278,0,0,0.17214,0,0,0,0,-0.019293,0,-0.068242,-0.010922,0,0,0,0,-0.012388,0,-0.018615,0,0,-0.10985,0,0,0,0.023432,0,-0.005827,0,0,0,-0.0098542,0,-0.018577,0,0,0.029251,0,0.010821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03603,0,0,-0.040665,0,0.029747,0,0,0,0,0,-0.025526,0,0,0,0,0,-0.012953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012952,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012303,0,0,0,0,0,0,0,0.027327,0.0025445,0.096607,0,0,0,0,0,-0.0019783,0.0063225,0,0,0,0,0,-0.0054893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007688,0,0,-0.0039113,0,0,-0.026092,0,0,0,0,0,0,0,0,0,0,0
F2R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0062652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021747,0,-0.026411,-0.016941,0,0,0,0,-0.013826,0,0,0,0,0,0,0,-0.0074145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02092,0,0,0,0,0,0,-0.011907,0,0,-0.037206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0057851,0,0,0,0,-0.015834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014063,0,0,0,0,0,0,0,0,0,-0.020545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0043963,0,0,0,0,-0.0006127,0,0,0.075356,0,0,0.13492,0,0,0,0,0.056602,0,0,0,0,0.074286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022879,0,0,0,0,0,0.028833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0019602,-0.013896,0,0,0,0,0.11674,0,0,0,0,0,0,0,0,0.016527,0,0,0,0
TGFB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028524,0,0,0,0,0,0,0,0,0,0,0,0.0028933,0,0.0039297,0.012568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021687,-0.016255,-0.084486,0,0,0,0,0,0.045914,0.039727,0,0,0,0,0,0.023563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.038648,0,0,0,0,0,0,0,0,0,0,0,0.030385,0,0,0,0,0,0,0,0,0.021805,0,0,0,0,0,0,0,0,0,0,0,0,0.017894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011045,0,0,0,0,0,0,0,0,0,0,0,0.01325,0,0,0,0,0,0,0,0,0,0.079821,0,0,0.043703,0,0,0.13997,0,0,0,0,0.046541,0,0.0018027,0.0055549,0.0033129,0,0,0,0,0,0.0016641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035307,0,0,0,0,-0.081587,0,0,0,0,0,0,0,-0.048148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057423,0.0014061,0,0,0.017308,0,0,0,0,0,0.027413,0,0,0,0,0.04876,0,0,0,0,0,0,0,0,0,0,0,0,0.0078325,0,0,0,0,0.0061789,0,0,0,0,0,0,0,0,0.013307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012093,0,0,0.035177,0,0.029085,0,0,0,0,0,0,0,0,0.011017,0,0.021337,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCG2,0,0.048674,0.0066333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0052974,0,0,0,0,-0.011237,0,0,0,0,0,0,0,0,0,-0.0072007,0,0,0,0,-0.074977,0,0,0,0,0,-0.038541,0,0,0,0,0,0,0,0,0,0,0,0,-0.0099372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.042342,0,0,0,-0.07178,0,0,-0.047889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0076522,0,0,0,0,0,0,0,0,0.0046946,0,0,0,0,0,0,0,0,0,0,0,0.0018702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017136,0,0,0,-0.081601,0,0,0,0,-0.0054546,0,0,-0.016703,0,0,0,0,0,0,0,0,0,-0.047822,-0.15803,0,0,-0.019858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010948,0,0.051482,-0.039658,0,0,0,0,0,0,0,-0.052754,0,0.026959,0,0,0.03752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011024,0,0
IGFBP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071508,0,0,0,0,0,0.039195,0,0,0,0.058376,0,0.034526,0,0,0,0,0,0,0.074513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047898,0,0,0,0,0.029448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073236,0,0,0,0,0,0,0,0,0,0,-0.0038952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041976,0,0.012485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053346,0,0.0089011,0,0.082472,0,0.070846,0,0,0,0,0.016594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022919,0,-0.030867,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.058379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
