,ABI1,ACSL3,ATF1,ATIC,BTG1,CASP8,CBFB,CDC73,CHIC2,CHN1,CLTC,CREB1,CTNNB1,DDX5,ERCC4,EXT2,FH,GPHN,H3F3B,HERPUD1,IDH1,MAP2K4,MAX,MLF1,MLH1,MLLT10,NCOA4,NFE2L2,NRAS,PMS2,POT1,PRKAR1A,RAF1,RAP1GDS1,SDHB,SDHC,TCEA1,TFG,TP53,XPC,YWHAE,ABL1,BRD3,NUP214,RALGDS,SET,TSC1,ABL2,AKT1,ARNT,BCR,CARS,CHEK2,CNOT3,DDIT3,DICER1,ERBB2,ERCC2,GOLGA5,HRAS,KRAS,LASP1,MYH9,NF1,NF2,NUP98,PDE4DIP,PPP2R1A,RAC1,RB1,SMARCB1,STAT3,STAT5B,TFPT,TRIP11,AKAP9,ALK,ARHGEF12,ARID1A,ASXL1,ATP1A1,ATRX,AXIN1,BCL9,BRD4,CIC,CREBBP,DNM2,EP300,EPS15,ERCC5,EVI1,HIP1,JAK1,KTN1,MDM4,MDS1,MED12,MLL,MYST4,NCOA1,NOTCH2,NSD1,PAX8,PBRM1,PCM1,PCSK7,RBM15,RNF43,SETD2,SMARCA4,SRGAP3,STAG2,TCF12,TCF3,TCF7L2,TRIM33,TRRAP,TSC2,USP6,WRN,ZRSR2,AKT2,ATP2B3,CACNA1D,CBFA2T3,CBL,CDK6,CDX2,DDX6,FANCA,FEV,FLT3,GATA2,GATA3,HIST1H4I,HOXA11,HOXA9,HOXC11,HOXC13,HOXD11,HOXD13,JAK3,KCNJ5,KLK2,LMO1,MDM2,MPL,NTRK3,OLIG2,PAX3,PAX5,PAX7,PHOX2B,PRDM16,RET,ROS1,SSX1,SSX2,TCL6,TLX1,TLX3,TPM3,TSHR,ALDH2,APC,BCL10,BCL2,CEBPA,CREB3L2,CYLD,DDB2,EGFR,FOXL2,FVT1,GAS7,HLF,IL6ST,JAK2,JUN,KDR,KLF4,LMO2,LPP,MAF,MALT1,MET,MITF,MYD88,NOTCH1,NR4A3,PER1,PIK3R1,PIM1,PPARG,RANBP17,SDC4,SOX2,TFE3,XPA,ZNF331,ASPSCR1,BAP1,BCL11A,CALR,CANT1,DAXX,DEK,FANCE,FANCF,FHIT,H3F3A,HMGA1,MEN1,MLLT3,MUTYH,MYB,MYCL1,PALB2,PBX1,TRIM27,ATM,BMPR1A,CAMTA1,CCDC6,CDH1,FGFR2,FUBP1,GNAQ,MLLT4,NCOA2,NT5C2,NUMA1,PICALM,PIK3CA,PTEN,SFPQ,SS18,TBL1XR1,THRAP3,TMPRSS2,BCL11B,BCL7A,CCNB1IP1,CCND1,CCND2,CHCHD7,ETV4,ETV5,FGFR1,FGFR3,GNAS,GPC3,HEY1,HMGA2,KIT,MYCN,PLAG1,RAD51L1,X6.Sep,SETBP1,SMO,SS18L1,WHSC1L1,WIF1,ZNF384,BCL3,BIRC3,CBLB,CCND3,CD74,CIITA,CSF3R,ELF4,ETV6,FNBP1,LYL1,MSN,MTCP1,MUC1,NFKB2,PML,REL,SLC34A2,TFEB,TNFAIP3,TNFRSF14,WAS,BCL6,BLM,BRCA2,BUB1B,CCNE1,CDKN2A,CDKN2C,EZH2,FANCC,FANCG,NFIB,RECQL4,SYK,WT1,BCOR,EWSR1,FBXW7,FIP1L1,FUS,HNRNPA2B1,KIF5B,PRCC,PTPN11,TAF15,TOP1,TPR,U2AF1,WHSC1,BRAF,CBLC,COX6C,CRTC3,ELK4,ELL,EXT1,FAM46C,FGFR1OP,GMPS,HIST1H3B,IDH2,LIFR,MAP2K1,NDRG1,PAFAH1B2,RAD21,RPN1,SOCS1,TFRC,TPM4,UBR5,WWTR1,BRCA1,BRIP1,C2orf44,CDK4,DNMT3A,EML4,ERCC3,FBXO11,MSH2,MSH6,NONO,PMS1,SF3B1,SFRS3,SMARCE1,SUZ12,XPO1,CD79A,CD79B,IRF4,POU2AF1,PRDM1,TCL1A,TNFRSF17,CDH11,COL1A1,CREB3L1,ELN,ERG,ETV1,LHFP,MN1,MYH11,OMD,PDGFRA,PDGFRB,CLTCL1,FSTL3,GNA11,MAP2K2,MKL1,PDGFB,RARA,RUNX1,SH3GL1,STK11,DDX10,EIF4A2,MYC,NACA,NPM1,RPL10,RPL22,RPL5,SDHD,DUX4,GATA1,IL2,MLLT1,NTRK1,TAL1,TERT,FCGR2B,FLI1,IKZF1,IL21R,IL7R,ITK,LCK,LCP1,MAFB,PRF1,PTPRC,SH2B3
DIRAS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0097944,0,0,0,0,0,0,0,0,0,0,0,0,-0.028088,0,0,0,0,0,0,0,0,0,0,0,0.029684,0,0,0,0,0,0.013396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079302,0,0,0,0,0,0,0,0,0,0,-0.0044611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032426,0,0,0,0,0,0,0,0,0,0,0,0,-0.0031356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012392,0,0,0,0,0,-0.0067694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGFBI,0,0,0,0,0,0,0,-0.0080503,0,0,0,0,-0.011871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0095764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0061317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0054483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.089163,0,0,0,0,0,0,0,0,0,0,0,0,-0.0040104,0,0,0,0,0,0,-0.034945,0,0,0,0,0,0,0,-0.0034251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0025134,0,-0.0076579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079967,0,0,0,0,0.051167,0,0,0,0,0,0,0,0,0,0,0.012302,0,0,0,0,0,0,0,0,0,0,0,-0.014105,0,0,-0.011766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0016946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041852,0,0,0,0,0,0.032367,0,0,0,0,0,0,0.00098784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.045646,-0.09529,-0.0084125,0,0,0,-0.035363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0059754,0,0,0,0,0,0,0,0,-0.0019545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APC,0,0,0,0,0,0,0,-0.065294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0033859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032069,0,0,0,0,0,0,0,0,0,0,0,0,-0.0070026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00049068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0055995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038967,0,0,0,0,0,0,0,0,0,0,0,0.0001914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019852,0,0,0,0,0,0,0,0.025248,0,0.00022336,0,0,0,0,0,0,0,0.052037,0,0,0,0.0031971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETV1,0,0,0,0,0,0.0031924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017343,0,0,0,0,0,0,0,0,0.014253,0.013014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0066,0,-0.0059633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002588,0,0,0,0,0,0,0.010927,0,0,0,0,0,0,0,0,0,0,0,0,0.04867,0,0,0,0,0,0,0,0,0.0043594,0,0,0,0,0,0,0,0,0,0,0,0.0029406,0,0,0,0,0,0,-0.017962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.050266,-0.058072,0,0,0,0,0,-0.014872,-0.00076261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013854,0,0,0.01224,0,0,0.023949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL12B,0,0,0,0,0,-0.0015723,0,0,-0.069887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.052788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0033807,0,0,0,0.060489,0,0,0,0,0,0,0,0,0,0,0,-0.029735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12281,-0.023131,0.0094095,0,0,0,0,0,0,-0.021462,0.010239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.041281,0.010178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0047729,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.064217,0,-0.0067987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0070137,0,0,0,-0.011819,0,0,0,0,0.0056183,0,0,0,0,0,0,0,0,0,0,0,0,0.014066,0,0,0,0,0,0,0,0.076694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0016246,0,0,0,0,0,-0.014228,0,0,0,0,-0.021353,0,0,0,0,0,-0.006007,0,-0.023239,0,0,0,0,0,0,0,0,0,0,0,-0.013946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEG10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11309,0,0,0,0,0.060292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0090335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047224,0,0,0,0,0,0,0,0,0,0.018495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP29,0,0,0,0,0,0,0.044101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00050813,0,0,0,0,0,-0.029181,-0.0022529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014575,0,0,0,0,0,-0.017582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014446,0,0,0,0,0,0,0,0,0,0,0.0070955,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014531,0,0,0,0,0,0,0,0.0071834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041091,0,0.015619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.083398,0,0,0,0,0,0,0,0,0,0,0,0,-0.010743,0,-0.007155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NQO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027175,0.043036,0,0,0,0,0,0,0,0,0,0,0.040448,0,0,0,0.032194,0,0,0,0,0,0,0,0.006559,0,0.043672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059424,0,-0.0032397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028226,0,0,0,0,0,0,0,0,0.03269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061081,0,0,0,0,-0.021041,0,0.044768,0,0,0,0,0,0,0,0.15004,0,0,0,0,0,0.0051539,0,0,0,0,0,0,0,0,0,0,0.034762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029127,0,0,0,0,0.0067482,0.016563,0,0.078163,0,0.030491,0,0,0,0,0,0,0,0,0.015933,0,0.18329,0,-0.0092813,0,0,0,0,0,-0.0024496,-0.0045884,0,0,0,0,0,-0.061215,0,0,0,-0.0044773,-0.015222,0,0,-0.0080203,0,0,0,0.06358,0,0,0,0,0.020781,0,0,0,0,0,0,0,0,0,0,0.015711,0,0,0,0,0.071093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02866,0,0,0,0.018792,0,0,0,0,0,0,0,0.023128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDH11,0,0,0,0,0,0,0,-0.024807,0,0,-0.0080215,0,-0.0040313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02259,0,0,0,0,0,0.013814,0.032588,0,0.0067048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006598,0,0,0,0,0.014654,0.028666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035705,0,0,0,0,0,0.013308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEU1,0,0,0,0,0,0.032739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032356,0,0,0,0,-0.0060472,0,0,0,0,0,0,0,0,0,0.0575,0,0,0,0,0,0,0,0,0,0,0.057078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP1B1,0,0,0,0,0,0,0,0,0,0,0,0.011337,0.026259,0,0,0,0,0,0,0,0,0,0,0,0.021443,0.037344,0,0,0,0,0,0,0,0,0,0,0.058271,0,0,0,0,0.00698,0.0069351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020097,0,-0.043361,0,0,-0.045681,0,0,0,0,0,0,0,0,0.047421,0.0043449,0,0,0,0,0,0.039606,0,0,0,0,-0.02468,0.0095539,0,0,0,0,0,0,0,0,0,0,0,0,0.034251,0,-0.021415,0,0,0,0,0,0,0.02761,0.059025,0,0,0,0,0,0,0,0.024428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15141,0,0,0,0,0,0,0,0,0,0,0,0.0072077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024893,0.031702,0,0,-0.023931,0,0,0,0,0,0,-0.043399,0,0.026974,0,0,0,0,0,0,0,0,0,0.055886,0,0,0,0.0023901,0,0,0,0,0,0,0,0,0,0.028825,0,0,0,0.015754,0.052607,0,0,0,0,0,0.021833,0,0,0,0,0.041153,0,0,0,0.0056815,-0.023221,0,0,0,0,0,0,0,0,-0.0019096,0,0,0,0,0,0,0,0,0.057823,0.052167,0,0,0.035251,0,0,0.13514,0.026018,0.026407,0.058298,0.19753,0.034304,0,0.047922,0.011103,0,0.031851,0,0,0.039258,0.11416,0.026168,0,-0.0043135,-0.036407,0,0,-0.087621,-0.018611,-0.017118,-0.005625,0,-0.018894,0,-0.018022,-0.0054739,-0.045671,-0.014602,-0.00049821,0,-0.010758,-0.016369,-0.040564,0,-0.01495,0,0.0058966,0,0.03978,0,0,0,0.029499,0.058931,0.016618,0,0,0,0,0,0,0,0,0,0.0068917,0,0,0,0,0.010659,0.0046237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044389,0,0,-0.015807,0,0,0,0,0,0,0,0,0.019918,0.037182,0.0074295,0.046342,0.061763,0,0,0.040223,0.063647,0.080378,0,0,0,0.054912,0.0047641,0.0091254,0.018935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
