,ABI1,ABL1,ABL2,ACSL3,AKAP9,AKT1,AKT2,ALDH2,ALK,APC,ARHGEF12,ARID1A,ARNT,ASPSCR1,ASXL1,ATF1,ATIC,ATM,ATP1A1,ATP2B3,ATRX,AXIN1,BAP1,BCL10,BCL11A,BCL11B,BCL2,BCL3,BCL6,BCL7A,BCL9,BCOR,BCR,BIRC3,BLM,BMPR1A,BRAF,BRCA1,BRCA2,BRD3,BRD4,BRIP1,BTG1,BUB1B,C2orf44,CACNA1D,CALR,CAMTA1,CANT1,CARS,CASP8,CBFA2T3,CBFB,CBL,CBLB,CBLC,CCDC6,CCNB1IP1,CCND1,CCND2,CCND3,CCNE1,CD74,CD79A,CD79B,CDC73,CDH1,CDH11,CDK4,CDK6,CDKN2A,CDKN2C,CDX2,CEBPA,CHCHD7,CHEK2,CHIC2,CHN1,CIC,CIITA,CLTC,CLTCL1,CNOT3,COL1A1,COX6C,CREB1,CREB3L1,CREB3L2,CREBBP,CRTC3,CSF3R,CTNNB1,CYLD,DAXX,DDB2,DDIT3,DDX10,DDX5,DDX6,DEK,DICER1,DNM2,DNMT3A,DUX4,EGFR,EIF4A2,ELF4,ELK4,ELL,ELN,EML4,EP300,EPS15,ERBB2,ERCC2,ERCC3,ERCC4,ERCC5,ERG,ETV1,ETV4,ETV5,ETV6,EVI1,EWSR1,EXT1,EXT2,EZH2,FAM46C,FANCA,FANCC,FANCE,FANCF,FANCG,FBXO11,FBXW7,FCGR2B,FEV,FGFR1,FGFR1OP,FGFR2,FGFR3,FH,FHIT,FIP1L1,FLI1,FLT3,FNBP1,FOXL2,FSTL3,FUBP1,FUS,FVT1,GAS7,GATA1,GATA2,GATA3,GMPS,GNA11,GNAQ,GNAS,GOLGA5,GPC3,GPHN,H3F3A,H3F3B,HERPUD1,HEY1,HIP1,HIST1H3B,HIST1H4I,HLF,HMGA1,HMGA2,HNRNPA2B1,HOXA11,HOXA9,HOXC11,HOXC13,HOXD11,HOXD13,HRAS,IDH1,IDH2,IKZF1,IL2,IL21R,IL6ST,IL7R,IRF4,ITK,JAK1,JAK2,JAK3,JUN,KCNJ5,KDR,KIF5B,KIT,KLF4,KLK2,KRAS,KTN1,LASP1,LCK,LCP1,LHFP,LIFR,LMO1,LMO2,LPP,LYL1,MAF,MAFB,MALT1,MAP2K1,MAP2K2,MAP2K4,MAX,MDM2,MDM4,MDS1,MED12,MEN1,MET,MITF,MKL1,MLF1,MLH1,MLL,MLLT1,MLLT10,MLLT3,MLLT4,MN1,MPL,MSH2,MSH6,MSN,MTCP1,MUC1,MUTYH,MYB,MYC,MYCL1,MYCN,MYD88,MYH11,MYH9,MYST4,NACA,NCOA1,NCOA2,NCOA4,NDRG1,NF1,NF2,NFE2L2,NFIB,NFKB2,NONO,NOTCH1,NOTCH2,NPM1,NR4A3,NRAS,NSD1,NT5C2,NTRK1,NTRK3,NUMA1,NUP214,NUP98,OLIG2,OMD,PAFAH1B2,PALB2,PAX3,PAX5,PAX7,PAX8,PBRM1,PBX1,PCM1,PCSK7,PDE4DIP,PDGFB,PDGFRA,PDGFRB,PER1,PHOX2B,PICALM,PIK3CA,PIK3R1,PIM1,PLAG1,PML,PMS1,PMS2,POT1,POU2AF1,PPARG,PPP2R1A,PRCC,PRDM1,PRDM16,PRF1,PRKAR1A,PTEN,PTPN11,PTPRC,RAC1,RAD21,RAD51L1,RAF1,RALGDS,RANBP17,RAP1GDS1,RARA,RB1,RBM15,RECQL4,REL,RET,RNF43,ROS1,RPL10,RPL22,RPL5,RPN1,RUNX1,SDC4,SDHB,SDHC,SDHD,X6.Sep,SET,SETBP1,SETD2,SF3B1,SFPQ,SFRS3,SH2B3,SH3GL1,SLC34A2,SMARCA4,SMARCB1,SMARCE1,SMO,SOCS1,SOX2,SRGAP3,SS18,SS18L1,SSX1,SSX2,STAG2,STAT3,STAT5B,STK11,SUZ12,SYK,TAF15,TAL1,TBL1XR1,TCEA1,TCF12,TCF3,TCF7L2,TCL1A,TCL6,TERT,TFE3,TFEB,TFG,TFPT,TFRC,THRAP3,TLX1,TLX3,TMPRSS2,TNFAIP3,TNFRSF14,TNFRSF17,TOP1,TP53,TPM3,TPM4,TPR,TRIM27,TRIM33,TRIP11,TRRAP,TSC1,TSC2,TSHR,U2AF1,UBR5,USP6,WAS,WHSC1,WHSC1L1,WIF1,WRN,WT1,WWTR1,XPA,XPC,XPO1,YWHAE,ZNF331,ZNF384,ZRSR2
BMP6,1.56E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000846318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003161044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000711967,0,0,0,0,0,0,0,0,0,0,0.001333919,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003488962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001731635,0,0,0,0,0,0,0,0,0,0,0.003151551,0,0,0,0,0.001307531,0,0,0,0,0,0,0,0,0,0,-0.000329673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00165043,0,0,0,0,0,0,0,-0.000189811,0,0,0.002076084,0,0,0,0.001483105,0,0,0,0,0.000635707,-0.008446517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000351842,0,0,0,0,0,0,-0.000733742,-0.000273945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000185585,0,0,0,0,0,0.001134279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56E-05,0,0,0,0,0,0,0,0.001094349,0,0,0,-9.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001274059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000342402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000179442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGFBP5,-0.000166193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004189785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002696826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000334011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004298763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000365517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000980197,0,0,0,0,0,0,0,0,0,0,0.001105962,0,0,0,0,0,0,0,0,0,-0.003585266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000253421,0,0,0,0,0,0.000361684,0,0.001531844,0,0,0.002295521,0,0,0,0.000462196,0,0,0,0,0.002185256,0.004969282,0,0,0,0.002757969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001695805,0,0,0,0,0,0,-0.001305628,-0.000549492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000309972,0,0,0,0,0,0.001431708,0,0,0,0.000107764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000639888,0,0,0,0,0,0,0,0.004197724,0,0,0,-0.003334114,-0.000237094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002126771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAP2K6,-0.001002323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001448411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002510059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004623694,0,0,0,0,0,0,0,0,0,0,0.002838603,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002026495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004799682,0,0,0,0,0,0,0,0,0,0,0.00849378,0,0,0,0,-0.000367278,0,0,0,0,0,0,0,0,0,0,0.005127555,0,0,0,0,0,0,0,0,0,-0.00308221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002377729,0,0,0,0,0,0.000229103,0,-0.000520606,0,0,0.000569452,0,0,0,0.000358824,0,0,0,0,0.002611088,0.001166861,0,0,0,0.001679705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002394251,0,0,0,0,0,0,0.002933375,0.000910362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.97E-05,0,0,0,0,0,0.000336295,0,0,0,-0.006277533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001716594,0,0,0,0,0,0,0,0.002543969,0,0,0,0.002889785,0.004705728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004281027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000245908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JUNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002611836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004167491,0,0,0,0,0,0,0,0,0,0,-0.001364999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005785872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004070069,0,0,0,0,0,0,0,0,0,0,-0.002881682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002241939,0,0,0,0,0,0.001354,0,3.97E-05,0,0,0.000585945,0,0,0,0.002249173,0,0,0,0,0.004657353,0.007343682,0,0,0,0.002363671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003986572,0,0,0,0,0,0,0.000164807,-0.000857297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000826296,0,0,0,0,0,0.003114297,0,0,0,-0.002783938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013204,0,0,0,0,0,0,0,0.004456369,0,0,0,-0.005557924,-0.002704325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001139151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000230429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000224694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYB,-0.001053375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001433706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.17E-05,0,0,0,0,0,0,0,0,0,0,0.002332279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002012167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000550834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000210078,0,0,0,0,0,0,0,0,0,0,0.003230059,0,0,0,0,0,0,0,0,0,-0.00193516,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37E-05,0,0,0,0,0,0.000251566,0,0.000403221,0,0,0.001880437,0,0,0,0,0,0,0,0,0.001003614,0.000275817,0,0,0,0.001097726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00299254,0,0,0,0,0,0,0,-0.001696062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000841185,0,0,0,0,0,0.000973186,0,0,0,0.001524442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001265272,0,0,0,0,0,0,0,-0.000652045,0,0,0,-0.001321746,-3.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002043812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000163898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRP2,-0.003931277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001169632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000259565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002690743,0,0,0,0,0,0,0,0,0,0,0.002082342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006956128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002007592,0,0,0,0,0,0,0,0,0,0,-0.009127672,0,0,0,0,-0.002118849,0,0,0,0,0,0,0,0,0,0,-4.26E-05,0,0,0,0,0,0,0,0,0,0.002149301,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000654276,0,0,0,0,0,0,0,0.000484711,0,0,0.002716808,0,0,0,0.001205987,0,0,0,0,0.000167545,0.003519119,0,0,0,0.002566989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006489684,0,0,0,0,0,0,-0.00091637,-0.000557895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64E-05,0,0,0,0.003119088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001230216,0,0,0,0,0,0,0,0.001502438,0,0,0,-0.003690417,-0.003238517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005552443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000140175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TYRO3,-0.002530727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001000118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001821976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002565591,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001880747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002986305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001697802,0,0,0,0,0,0,0,0,0,-0.000368902,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000508329,0,0,0,0,0,6.82E-05,0,-0.000818358,0,0,0.000970162,0,0,0,0.001124081,0,0,0,0,0.000736227,-0.009914796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000940016,0,0,0,0,0,0,-0.001675653,-0.00043901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000848062,0,0,0,0.003388748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000397522,0,0,0,0,0,0,0,0.004997709,0,0,0,-0.004401088,-0.001997617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002088647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RYK,-0.002090999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000562279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001431312,0,0,0,0,0,0,0,0,0,0,-0.000346074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003476134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005141899,0,0,0,0,0,0,0,0,0,0,-0.006206085,0,0,0,0,0.002238288,0,0,0,0,0,0,0,0,0,0,0.001794796,0,0,0,0,0,0,0,0,0,-0.000925198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37E-05,0,-0.000661398,0,0,0.003796447,0,0,0,0,0,0,0,0,0,0.000695645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001073208,0,0,0,0,0,0,0.000383994,-0.00127917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000387978,0,0,0,0,0,0.001674682,0,0,0,0.002362262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001572941,0,0,0,0,0,0,0,0.002580534,0,0,0,-0.004085038,-0.00165089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00560093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.11E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APBA1,-0.001689197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003159203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001982575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005302088,0,0,0,0,0,0,0,0,0,0,0.00496897,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000360007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000492653,0,0,0,0,0,0,0,0,0,0,-0.011341479,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0.0026229,0,0,0,0,0,0,0,0,0,-0.001547017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019013,0,0,0,0,0,0.000881793,0,-2.15E-05,0,0,0.002033333,0,0,0,0.001306042,0,0,0,0,0.002821431,0.0009084,0,0,0,0.003679749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002138531,0,0,0,0,0,0,0.001148139,-0.002411693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000216121,0,0,0,0,0,0.001382505,0,0,0,0.000565368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000661828,0,0,0,0,0,0,0,0.000218999,0,0,0,-0.002720312,-0.003625755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000397253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000264249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TJP1,0.001376951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002010715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003140359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00528556,0,0,0,0,0,0,0,0,0,0,-0.000235043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002809617,0,0,0,0,0,0,0,0,0,0,0.00394521,0,0,0,0,0.000593507,0,0,0,0,0,0,0,0,0,0,0.001983239,0,0,0,0,0,0,0,0,0,-0.00034345,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000200127,0,0,0,0,0,-0.000149521,0,-0.000964291,0,0,-0.000304002,0,0,0,-0.000310708,0,0,0,0,0.000189566,0.005958335,0,0,0,-0.000587604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002543135,0.001082951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000872235,0,0,0,0,0,-0.000987244,0,0,0,-0.001628426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001573504,0,0,0,0.00088979,0.001125973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002796487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPARD,-0.000354898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00161658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003494378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110518,0,0,0,0,0,0,0,0,0,0,0.002891368,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005608468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000852299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000853308,0,0,0,0,0,0,0,0,0,0,0.004312875,0,0,0,0,0,0,0,0,0,-0.003955523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001915018,0,0,0,0,0,0.000573507,0,-0.000120528,0,0,0,0,0,0,0.001287594,0,0,0,0,0.002459629,0.003424587,0,0,0,0.003403428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000951865,0,0,0,0,0,0,0.002041259,-0.000661353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000336687,0,0,0,0,0,0.001267215,0,0,0,-0.001883605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000303133,0,0,0,0,0,0,0,0.001128415,0,0,0,-0.001344803,0.000620198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000280693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000165233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000130018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDGFA,-0.002563721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004743727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002785608,0,0,0,0,0,0,0,0,0,0,0.002681933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00453953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005489878,0,0,0,0,0,0,0,0,0,0,-0.002615888,0,0,0,0,0.000975714,0,0,0,0,0,0,0,0,0,0,0.000779496,0,0,0,0,0,0,0,0,0,-0.000815917,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001745096,0,0,0,0,0,0.001181172,0,-0.000119955,0,0,0.003004932,0,0,0,0.001293813,0,0,0,0,0.001658833,-0.003608213,0,0,0,0.001592066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002032676,0,0,0,0,0,0,0.000789728,0.000459473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242519,0,0,0,-0.000122312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001656433,0,0,0,0,0,0,0,0.002381282,0,0,0,-0.005677632,-0.00520904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006931354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.07E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
