,ABI1,ATP1A1,BCL11B,BCL6,CBFB,CBLB,CBLC,CCDC6,CDC73,DDB2,EGFR,ELF4,ELK4,EXT1,FGFR3,GPHN,HLF,KLF4,LPP,MAF,MAFB,MAX,MET,MLLT10,MSN,MYC,NDRG1,PALB2,PIK3CA,PIK3R1,PIM1,RB1,TBL1XR1,TFG,TPM4,ABL1,BAP1,BRD3,BRD4,CARS,CRTC3,DNM2,ERCC3,EWSR1,GNA11,HNRNPA2B1,HRAS,MAP2K2,MEN1,NF2,NONO,NUP214,NUP98,PTPN11,SET,SH3GL1,SMARCA4,SS18,STK11,TAF15,TCF3,U2AF1,ABL2,ALK,BCL10,CALR,CCND2,CDKN2A,CHIC2,ERG,ETV1,ETV4,ETV5,EXT2,FIP1L1,GNAS,HEY1,HMGA2,HOXC11,HOXC13,KTN1,MN1,PDGFB,SETBP1,SRGAP3,TFE3,WWTR1,ACSL3,CANT1,CLTC,DDX5,EML4,FANCF,H3F3B,HIP1,MALT1,MAP2K4,MLH1,MLLT3,NFIB,PCM1,PRKAR1A,TCF12,WRN,AKAP9,ATP2B3,CDK6,FANCA,GATA1,HIST1H4I,JAK3,MDM4,MLLT1,MLLT4,MYCN,NTRK1,NTRK3,PAX5,PRDM16,SSX2,TAL1,TCL6,TERT,TPM3,TSHR,AKT1,ARHGEF12,ASXL1,BCR,DAXX,DICER1,EP300,ERCC2,FBXW7,FGFR1,GOLGA5,IDH2,KIF5B,MAP2K1,MKL1,MYH9,PAFAH1B2,PCSK7,PICALM,SS18L1,TCF7L2,TOP1,TRIM27,TRIP11,UBR5,WHSC1L1,AKT2,BCL11A,BCL2,BCL7A,BTG1,CCNE1,CEBPA,H3F3A,HOXA11,HOXA9,HOXD11,HOXD13,KIT,MYB,NACA,PAX8,PBX1,ALDH2,BIRC3,CD74,CIITA,EPS15,FCGR2B,FLI1,FNBP1,IKZF1,IL21R,ITK,JAK2,LCK,LCP1,LYL1,PDE4DIP,PRF1,PTPRC,SH2B3,TFEB,TNFRSF14,WAS,APC,BRAF,CDH1,CLTCL1,FGFR2,GPC3,HMGA1,IDH1,KRAS,MYCL1,MYH11,NF1,NFE2L2,PPARG,SOX2,STAT5B,SUZ12,XPA,ZNF384,ARID1A,ATM,CBFA2T3,CCND1,CIC,CREB3L2,ELN,GAS7,GATA3,JAK1,KDR,LMO2,MITF,MYD88,NCOA4,NOTCH2,PTEN,RAC1,RPL22,RUNX1,X6.Sep,ARNT,C2orf44,DDX6,DNMT3A,FBXO11,FUBP1,FUS,MSH2,MSH6,NCOA1,PRCC,RBM15,SFPQ,THRAP3,TRIM33,ASPSCR1,BLM,BRCA1,BRCA2,BRIP1,BUB1B,EZH2,FANCC,GATA2,RNF43,SMO,TFRC,XPO1,ATF1,BMPR1A,CCNB1IP1,CDK4,CHEK2,CTNNB1,DDIT3,DDX10,EIF4A2,FANCE,FANCG,FGFR1OP,FH,GMPS,LMO1,MLF1,MTCP1,NPM1,NRAS,PMS2,POT1,RAD51L1,RAP1GDS1,RPL10,RPL5,SDHB,SDHC,SDHD,SFRS3,STAG2,USP6,ATIC,CACNA1D,CNOT3,ERCC4,FHIT,FLT3,LASP1,MDM2,NCOA2,PMS1,PPP2R1A,RET,SF3B1,SMARCB1,SMARCE1,STAT3,TP53,YWHAE,ATRX,AXIN1,BCL9,BCOR,CREBBP,CYLD,ERCC5,MED12,MYST4,NOTCH1,NSD1,NUMA1,PBRM1,RAF1,RALGDS,SETD2,SYK,TPR,TRRAP,TSC1,TSC2,XPC,ZRSR2,BCL3,CREB3L1,FSTL3,KCNJ5,NFKB2,PRDM1,TNFAIP3,CAMTA1,CDKN2C,CHCHD7,COX6C,CREB1,ETV6,JUN,LIFR,MUTYH,PLAG1,RAD21,RANBP17,RECQL4,RPN1,SOCS1,TCEA1,TFPT,WHSC1,WT1,CASP8,CCND3,CSF3R,ERBB2,IL6ST,MUC1,NR4A3,NT5C2,PER1,RARA,SDC4,SLC34A2,TMPRSS2,ZNF331,CD79A,CD79B,FAM46C,HERPUD1,IRF4,POU2AF1,TNFRSF17,CDH11,CHN1,COL1A1,IL7R,LHFP,OMD,PDGFRA,PDGFRB
CHI3L2,-0.0054606,0.0073124,0.009867,0.011372,0,-0.028436,-0.068509,0.028357,0,-0.013533,0,0.017876,0.023278,-0.0034819,-0.073025,0.012588,0.0023849,0.015281,0,0.01609,-0.065155,0.022332,-0.033158,0.012754,-0.037196,-0.046953,0,0,0.055834,0.043535,0,-0.038969,0.027915,-0.013497,-0.014353,0.024096,0.091236,0.02097,0,0.054232,0.056622,0,0.11741,0.04467,0.021449,0.040097,0.045387,0.067052,0.15845,0.10314,0.14194,0.061095,0.022228,-0.073233,0.0276,0.011185,0,0.066531,0.013093,0.0066931,0.047304,0.045975,0,0.0069451,-0.0047304,0.068373,0,0.023431,0,0.057626,-0.015164,0.04593,0,-0.0097925,0,0.021623,0,0.041715,0,0.04766,0.075485,0.0060069,-0.034254,0.045173,0,0,0.025966,-0.072086,0.057465,0.14082,0.15473,0,0.12253,0,0,0.031833,0.066452,0.040707,0.10076,-0.0070342,0.058863,0.051121,0.042864,0.057958,0,-0.035221,-0.010806,0,-0.066479,-0.082861,-0.020341,-0.047876,-0.02951,-0.00038646,0.0051675,0,-0.058169,-0.060183,0,0.016097,-0.054611,-0.05126,-0.019874,0,0.035564,0.029838,0,0,-0.016394,0.11909,-0.01359,0,-0.0068883,0,-0.027988,0,0.099713,0,0.0447,0.003168,0.0037561,0.00156,0.035581,0,0,-0.080169,0,0.12764,0,0,-0.092152,0,0,-0.053552,0,-0.053791,0.018196,-0.030891,0.049076,0.17995,-0.010298,0.0025279,0.066413,-0.040476,0,0.09954,-0.093512,0.13338,-0.10533,-0.12171,0,-0.072178,0.0024604,-0.0036106,-0.025296,-0.0044393,-0.0011849,-0.010897,0,-0.025275,0.066329,-0.027577,-0.064397,0,0,0,-0.051094,0,0,-0.016941,0,0.017335,0,0.015436,0,0.10429,0,0.057764,0,0.14201,-0.020926,0,0.044326,0.044836,0.090591,0.024788,0,0.02685,0.041148,0.048469,-0.014745,-0.052755,-0.025603,-0.071443,0,-0.015917,0,0,-0.022924,0,-0.058239,0,0.014868,-0.034019,0,0,0.05909,0.04502,0,0.030091,0.077761,0.1896,0.030697,0.022873,0.093751,0.052074,0,0.11247,0.098435,0.040325,0.12107,0,0.069762,0.063943,0.045147,0.10194,0.052837,0,0.048923,0.14172,0.067106,0.13413,0.077407,0,0.073761,0.030368,0,0.11097,0,0.019981,0.05725,0.079228,0.048897,0,0.058,0,0.14736,0.021989,-0.015345,0.030398,0.11412,0.031044,0.062031,-0.02865,0,0.030334,0.0096961,0,0,0.15392,0,0,0.15457,0.082271,0.086885,0,0.10624,0,0,0.017607,0.015233,0.014046,0,0.036363,-0.028031,-0.0069806,0.012564,0.006862,0,0,0.028937,0,0.093866,0.034905,-0.034397,-0.023382,0.091318,0.018539,0.007193,0,0.024435,-0.014682,-0.046884,0.0070257,0.0019512,0.038293,0,0.012434,0.048773,0,0,0,0.014238,0.0040716,0,0,0.021653,0,0.034972,0.036877,-0.11921,-0.057669,-0.075448,-0.11444,-0.22166,-0.0075913,-0.095033,-0.011387,0.049749,0.054805,0,0.035714,-0.074732,0.0057202,0,0.017848,0.0076566,-0.0098006,-0.023557,0.03724,0.019015,0.03211,-0.0087848,0.0046954,0,0,0,-0.014036,-0.040496,-0.016842,-0.028792,0,-0.040236,0,-0.0080665,-0.022281,-0.021104,-0.01428,-0.027852,0.0027821,-0.00035148,0.0058264,0,-0.017885,0,-0.059749,0.047618,-0.005757,0.0096736,0,0,0.021302,-0.01339,0,-0.010246
IGFBP6,-0.029791,0.047719,0,0,0,0,0,0,-0.022533,0,0,0,0.036248,0,-0.014802,-0.0082665,0.049535,0.0059464,0,0,0,-0.013731,-0.035192,0,0,0,0.0055783,0,0,0.053668,-0.018562,0,0,0,-0.044859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044922,0,0,0,0,-0.012307,0.0084411,0,0,0,0,0,0,-0.0033213,0,-0.0045518,-0.014317,-0.011703,0,0,0.0044963,-0.010508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09702,0,0.094536,0,0.045101,0,0.017762,0,0.017709,0.0079373,0,0.025467,0.021171,-0.050358,-0.016381,0,-0.028413,-0.019171,0.014635,0,0.011309,0,0,-0.00011118,0,0.0015105,0,0,-0.0030493,0.0038443,0,-0.004638,0,0,0.0013989,0,0,0,0.0017118,-0.0028407,0,0,0,0,0,-9.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079944,0,0.0075618,0.045973,0.0033863,0,0,0.010488,0.024859,-0.019538,0.013541,0,0.040175,0.016639,0,0,-0.012725,0.010682,0.024087,0.011981,0.025942,0.013423,0.0029353,0,-0.011113,-0.0032339,0,-0.014434,-0.010939,0,0,0,-0.0077786,-0.0063098,0,0.016484,0.0057344,0,0,0.0086111,0,0,0.016811,0,0,0.0080947,0.024096,0.011642,0,0.0097309,0.013682,0,0,0,0.004664,-0.0014581,0.0031491,-0.0028239,0.0020237,-0.0015638,0,0,0,0,0,0.002911,-0.047917,0,-0.013514,0,0,-0.016052,-0.010589,0.020742,0,0,-0.032612,0,0,0.023315,0,0,0,-0.013803,-0.037821,-0.007588,-0.063006,-0.023965,-0.024251,0,0,-0.037154,0,-0.02052,0.020653,0.027645,-0.019493,-0.024981,0,0.019697,0.032544,0,0,-0.015085,-0.0020417,0,-0.040569,0,0.011744,-0.040097,0,0,0,0,-0.025128,0.028731,0.016464,0.011594,0,0.031745,0,-0.010214,0.019949,0.016951,0,0.020428,-0.0060221,0,0,0,0,0.024446,0,0.0079431,0.024408,0,0,0,0.00039438,0,-0.00035838,-0.00023091,0.00013793,0,0.00045591,0,0.01514,-0.0029628,-0.024737,0,-0.0017888,0,0.020986,0.022222,-0.0036047,0,-0.017457,0,0.016376,0.029578,-0.0051649,0,0,-0.016352,-0.038659,-0.0084526,-0.020174,0.010827,0,0,0,-0.025654,0.030286,-0.016132,0,0.0088082,0,0,0.055261,0.0043446,0.023008,0.040817,0,0,0.02037,0,-0.010124,-0.019849,0,0,-0.011588,0,-0.0090457
X9.Sep,0,0.025258,-0.059917,0.012982,0,0.017604,0.047594,0,-0.09369,0,-0.063126,0,0,0,0.022009,0,0,0.031469,0,0,0,0,0.02387,0.051929,0,0,-0.011607,0,0,-0.038975,0.047303,0.042306,0,0.01536,-0.052837,0,-0.019733,0.027488,0,0,0,-0.022232,-0.045452,0.035465,-0.012415,0,0,-0.087687,0.017853,0,0.018188,-0.041968,0,0,0.049539,-0.10652,-0.029298,0.032813,-0.061478,-0.029881,-0.067331,0.029428,-0.059656,0.039961,0.0041665,-0.04055,-0.029934,-0.063902,0,0,-0.024291,0,0,-0.058339,0,0,0.008127,0.0040601,0,-0.011462,-0.013389,-0.012978,0,0,0,-0.026809,0,0,0,0,0.011583,0.014549,-0.014252,0,0.012318,0.0019534,-0.0037593,0.015813,0,0,0,0,-0.016709,0,0,0,0,0,-0.041869,0,-0.028301,0,0,0,0.050073,0.01754,-0.050084,0,-0.044042,-0.066423,-0.030939,-0.021914,0,0.017711,0,-0.003429,0,0.015187,0,0.010066,0,0,-0.019068,0,0,0,-0.01349,0.030267,-0.0075884,-0.025917,0,0.016629,0.014741,0,0.011727,0,0,0,0,-0.012465,0,0.0042575,0.027763,0.032773,0,0.015743,-0.0054343,0,0,-0.030164,0.011828,0,-0.013911,0,0.061692,0.034359,-0.039385,-0.040873,0,0.019874,0.028228,0.014881,0.050949,0,0.018601,0.042687,0.010517,0.034575,0.034853,0,0.023054,0,0,0.025153,0,0.022405,0,0,0.034774,0,-0.0045845,0.0026265,0,0.0017328,0.00077432,0,0,0,0.0018713,0.0039417,0,0,0,0.0092207,0,0,0.0041611,0,0,0,0,0.074515,0.13226,0,0,-0.011373,-0.0020679,0.02515,0.020891,0,0.021409,0.03395,0,0.020613,-0.0061766,0.11908,0,0,-0.035943,0,0,0,-0.027413,0.0074006,0,0.02867,0.013938,0.0027085,0.011889,0,-0.042561,-0.01467,0,0,0.0099339,0.016798,0.013145,0.006749,0.010611,-0.01274,-0.0089976,0,0.013152,0,0,-0.032282,-0.014261,0.042042,0.016655,0.0073072,0,0,0,0,0.0070433,-0.013273,0,-0.010553,0,0,-0.02938,-0.02045,-0.013248,0,-0.012981,0,0,0,0,0.022696,-0.0088691,0.010142,0.019001,0,-0.014471,0.0090726,-0.0052985,0,0,0,-0.0099174,0,-0.01737,0,0,0.019118,0.014048,-0.029068,-0.014501,-0.016953,-0.018196,-0.019166,-0.021484,-0.0068888,-0.01479,-0.022162,-0.011713,0.039726,0.052,-0.035283,0,0.057816,0.012342,0,0.03234,-0.017091,0,0,0.028307,0,0.021918,0.051326,0,0.06832,-0.036939,0.013867,0.075944,0.045533,0,-0.038087,0,0,0,0,0,0,0,-0.015656,-0.038552,-0.016025,0,-0.051923,0,-0.015411,-0.02372,0.037123,0,-0.0057654,0,-0.0049929,0,0,-0.027745,-0.0064501,0,-0.011043,-0.00095092,0,0,0,-0.0040399,0,-0.0010784,0.0058403,0,0,0,0,0.00079175,0,0,0,0,0,0,0,0,0.002257,0,-0.0026467,0,0,0.0017512,-0.013135,0
PRKCDBP,0,0,0,0,0,0,0,-0.069454,-0.079288,0.046485,-0.093474,-0.01663,-0.028457,0,0.020529,-0.048597,0.091746,0,-0.020039,-0.080742,0.011347,0,-0.028413,-0.013508,0,0,-0.085297,0.012268,0,-0.084278,0,-0.034561,0,-0.018383,-0.019148,0.014548,0.078048,0.060814,0.046904,0.012832,0.031859,0.0027543,0.020456,0,0,0.010449,0,0,0.010833,-0.050278,0.050228,-0.015957,0.033583,0.0013343,0.041515,-0.051603,0,0,-0.01229,0.064584,0,0.023101,-0.16904,-0.045516,-0.086438,-0.082007,-0.0049804,0,0,0,0,0.13588,0,0,0.03188,0.035188,0.0070918,0,0.011882,0,-0.06488,-0.045803,0.0045902,0,0.010709,0.0085718,-0.044884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025552,-0.0089657,-0.0087887,0,0,-0.029645,0.013851,0,0,0.0097034,0.015542,0,0,-0.019461,-0.056505,-0.013544,0.014,0.016716,-0.025334,0,0.018246,0.037594,0,0,0,-0.030004,-0.013917,0,0,0.0031478,-0.058435,0,0,0,-0.091115,0,0,0.015845,0,0.012036,-0.0035931,0,0,-0.027674,0,0.011988,-0.021388,0,0.082681,0.089055,0.0048711,0,0,0.037065,-0.034465,0.0099945,0,0,0.013052,0.093407,-0.017226,-0.067447,-0.010111,0,0,0.020481,0.080289,0.010088,0,0,0.050161,0,0.039698,0,-0.017707,-0.026776,0.040067,-0.036794,-0.029364,-0.030695,0.017619,0.060571,-0.034749,0.06031,0.029754,-0.026537,0.038945,-0.0098398,0,0.047114,0,-0.011509,0,0,0.052668,0.031579,0.017315,0.015484,0,0.011356,0,0.066803,0.088435,0.020458,0,0.059827,0.031013,0.068961,0,0,0,0,0,0,-0.048113,0.015914,0,0,-0.021482,-0.011496,0.048264,-0.042101,0.0014593,-0.010296,0.01944,-0.06821,0,-0.020072,0.012933,0,0.010479,0.035295,0.029408,0.023712,0,-0.029478,-0.039138,0,0,0.020211,0.10266,0.04826,0.049343,0.049474,0.033638,0,0.068514,0.10569,0.099787,0.065441,0.084079,0.071372,0,-0.010303,0.083564,-0.032773,0.031288,0,0,-0.1012,0,-0.045888,-0.030993,0,0,0.021578,0.0066257,0,-0.080035,-0.065795,-0.080321,-0.071774,0.013306,0,-0.031135,0,-0.092564,-0.11413,-0.028745,-0.10728,0.042392,-0.013241,0.015118,-0.057198,0.010766,-0.013708,0,0.038573,0,0.013895,0.021043,-0.01526,-0.015065,0,0,0,0,-0.01212,0.0088565,0,0.026058,-0.01644,0.028365,0.077183,-0.0043047,0.028619,0,0.0034545,0,0.061879,0,0,-0.00665,0.028315,0.042948,0.065483,0.046216,0,0.093621,0.011359,0.05327,0.038588,0.06259,0.038096,-0.0050335,-0.016322,0,-0.059349,0,0.044133,-0.020708,-0.016056,-0.0022702,-0.0090021,-0.047558,0.041539,0,0,-0.0955,-0.053798,0.046777,-0.032242,0.018736,-0.015612,0.030138,-0.0090546,-0.042191,0,-0.011166,0.017616,-0.047513,0,0.0089507,-0.0081605,0.025028,-0.031994,-0.020958,-0.0037345,0.0045889,-0.024016,-0.039213,0,0,0.025361,0,0.020369,0.0045916,-0.0052486,0,0.033705,0.05915,0.0058506,0,0,0,0,0,0,0,0
TNFRSF10C,-0.017971,0,0,-0.0067281,0.059762,0,0.14788,-0.031154,0,-0.0066514,0.15552,0,0.03791,0.060923,0,0.0055299,0.014957,0,-0.058912,-0.033456,-0.015573,0.026638,0,0,-0.020697,0.021491,-0.051341,0,0,-0.03419,0,0.023761,-0.0054057,0,-0.017481,0.021838,-0.0032824,0.024542,0,0,-0.0099232,0,0.020767,-0.019421,0,0.049257,0.011164,0.051188,0.060077,-0.026776,0.016399,0.034477,0.020322,0,0.028701,0.013045,-0.0094474,0.061569,0.011635,-0.020473,0.018152,0,0,-0.0048449,0.0051011,-0.04182,-0.028822,0.0032745,0.041322,-0.025392,0,0.075495,0,0,0.062232,0,0.0036554,0.017986,0.045727,0.087166,0.041293,0,0.03241,-0.055029,0,0.024846,0.011599,0.028149,0.0023486,0.024824,0.014749,-0.0016505,-0.0011748,0,0,0.018783,0,-0.011671,0,0.030444,0,-0.0057486,-0.027953,0,-0.015622,-0.033349,-0.018705,0.049276,0.031627,-0.027781,-0.019624,0.024268,0.061437,0,0,0.026906,-0.044274,-0.041817,0.078952,0,0,0,0,0.021717,-0.02779,-0.0077246,-0.047143,0,-0.005016,-0.0062956,-0.031258,-0.023339,0.047332,0.026347,0.0031303,0.021594,-0.019354,0.031528,-0.043496,0.023282,-0.044978,0,0.031007,0.037193,0.025899,0,-0.018622,0.028569,0,0,0,0.035781,-0.011971,-0.028885,-0.013105,0,0,-0.010579,0,-0.0030557,0,-0.041234,-0.0064855,-0.013158,0.0075902,0.01725,-0.033904,-0.0025454,0,-0.0031328,0.006831,0.028134,-0.008248,-0.0077536,0,-0.0073715,-0.0052223,-0.0071149,0,0,0.019888,-0.014066,-0.0086336,0,0.0093755,-0.0026005,0,-0.01253,-0.019173,-0.0030532,-0.011874,0,-0.0073785,0,0,-0.04777,0.013719,0.066997,-0.030362,0,-0.01351,-0.044518,0,0,0.013065,0,0,0.051759,-0.077272,0,-0.047894,-0.04039,-0.020225,0,-0.029549,-0.023987,-0.058871,-0.015629,-0.011625,-0.007047,0.062148,-0.017963,0,0,-0.075229,-0.012926,0.041596,-0.0051768,-0.0068331,-0.01454,0.011707,-0.034269,-0.027435,-0.022508,0,0,0.07302,0,-0.032287,0,0.022059,0,0.01809,0.0051256,-0.0088822,0.014521,-0.001748,0.0095545,-0.0064339,0,0.01619,0,0,0,0.03757,0,-0.014684,-0.0031314,0.010623,-0.00026667,0.035586,0.009737,-0.029193,-0.031314,0.022028,0,-0.036577,0.02114,0.0058448,0.024911,-0.0061106,-0.033182,0,0.0049375,0,0.062757,-0.034463,-0.030656,-0.023053,0.01031,0.042711,0,0,0.020933,0.031397,0.027029,-0.029622,0,-0.0087696,0.045964,0,0,-0.0078069,0.013645,0,-0.0082979,-0.055438,-0.027436,0,0.016946,-0.02591,-0.0044284,0,0.0037248,-0.0078283,-0.03444,0,0,0,-0.0032188,-0.0057402,0.036772,0,0.029008,0.036615,0,0.037046,0,0,-0.015549,-0.0067469,0.022882,-0.0074831,0.01873,0,0.03627,0.02234,-0.020038,0,-0.017673,0,0,0,0,0,0,0,-0.076351,-0.086169,0,0.034714,0,-0.017203,-0.013396,0,0.022546,-0.054264,0,0,0.051118,0.0037529,0.017532,0.060534,0,0.045775,0.052634,-0.019889,-0.010449,0.024993,-0.0051391,-0.046912,0,0,-0.012225,0.020812,0,0,0.014404,-0.0088638,-0.020965,-0.04716,-0.022787,-0.033851,-0.017488,-0.031641,-0.030312,-0.033951,-0.019351,-0.0072158,-0.014698,-0.018513,0,-0.0498,0.0098308,-0.027544
VAMP8,-0.031941,-0.014312,0,0,0,0,-0.026777,0,-0.019587,-0.022831,-0.01592,-0.01865,-0.03455,0,0,0,0,0,0.024258,0.029594,0,0,-0.060393,-0.00564,0,-0.036522,0,-0.016789,0,0,0,-0.027193,0,-0.040281,0.017446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0030663,0,0,0,0,-0.0068893,0,0.034553,0,0.03999,0,0,0,0.015762,0,0,0,-0.0084355,0,0.0026998,0.058587,0,0,0.048738,-0.035644,0,0.0061784,0,-0.012999,0,0,0.015263,0.037721,0,0.03376,0.055234,0.048676,0,0,0.016753,0,-0.0018033,0.044208,0,-0.041384,0,0,0,-0.025838,0,-0.013365,0.03331,0.041173,0,0.026116,0,0,0.027543,-0.014133,0,0,0.024513,-0.032659,-0.025346,-0.022293,-0.056004,0,-0.012738,-0.041254,0,-0.0096051,0.019499,0,-0.023247,0,-0.015025,-0.036533,-0.036609,0,-0.038668,-0.026501,-0.032761,0,-0.029535,0,0,-0.059765,0,-0.021098,-0.047693,0.0059213,0,0,-0.02721,0,0,0.1339,0.031788,0,0,-0.023369,-0.0063883,0,-0.031012,-0.042031,0,-0.0061842,0,-0.005234,0,0.0078888,0,0,0,0,0,0,-0.0029404,0,-0.030864,0,0,0,0,-0.0099624,-0.0077308,0,0.032317,-0.10267,-0.078499,0,0,0,-0.062796,-0.1111,-0.13122,-0.020648,0,-0.0096829,-0.059912,-0.0067804,0,0,-0.008962,0,-0.077596,0,-0.023911,0,0,0,-0.019984,0.028291,0.046056,0,0,0,0,0,0.017404,0,0.012685,-0.012147,0,0,0,0.045984,0,0.0053588,-0.0053489,0,-0.036816,0.015045,0.023672,-0.016155,-0.013444,0,0,0,0.012276,0,0,0,-0.033516,-0.0069426,-0.034134,0,0,0,0.055775,0.030889,0,0,0,-0.032732,-0.042739,-0.042917,0.047408,0,-0.044286,0,0,-0.01374,0.034769,-0.037419,0,-0.028283,0,0.060019,0.01404,0.022342,0.035961,0,0,-0.013039,-0.033632,0,0,0,0.011227,0,0,0,0,-0.015788,-0.01298,0,-0.013549,0,-0.070713,0,0.13728,0,-0.10096,0,0,0,0.1391,-0.058027,-0.056073,0.019605,0,-0.048738,0,0,0,0.029947,0.01655,0,0,-0.0084649,-0.0043654,0.012943,-0.00097352,0,0,0,0,0,-0.026881,0.016529,0,0,0,-0.010535,0,0,0,0,0,0,0,0,0,0,0.036537,0,0,-0.025608,-0.023051,0.0050724,0,0,0,0,-0.014635,-0.023551,-0.023215,0.013756,0,0,-0.018094,0,-0.12416,-0.027269,-0.022824,-0.022186,0,-0.025531,0,-0.037035,0,0,-0.096093,-0.063011,-0.028116,0,0,0,0,0,0,0,0,0.047125,0.049242,0.01051,0,0.051812,0.0092328,0.013426,0.0029572
CD2,0,0.053886,0.036671,0,0,0,-0.017629,-0.046775,0,0,0.029049,0.018943,0.015458,0.022529,0,-0.048524,0,-0.0095356,0,0,-0.047003,-0.032841,-0.0078886,0,0.041528,0.035158,0,0.006108,0.015471,-0.043,0.0070665,0,0,0,0,-0.041579,0,-0.025844,0.017405,0,0,0,0.013635,-0.025215,-0.011261,-0.04484,0.01842,0.0090173,0,0,0,-0.050236,0,0,-0.0099025,-0.0066726,-0.011723,0,-0.0036458,-0.028029,0,-0.02516,-0.018331,0,0,-0.050681,-0.01412,0.043755,0,0.067502,0.071659,0.045785,0.034205,-0.036705,-0.040011,-0.069039,0,0,0.058957,0.049564,-0.013424,0.074711,0,0,-0.019461,0,-0.0084141,-0.051069,-0.012457,-0.017955,-0.046475,-0.022524,-0.041836,-0.052706,0,0,-0.045435,-0.043564,-0.07382,0,-0.031613,-0.051441,-0.050765,0,-0.054445,0.020963,0.0073303,0.071342,0,0.047422,-0.024895,-0.049453,0,0.0042692,0,-0.0078528,0,0.022775,0,0.010775,0.019314,0.012352,0,0.0091866,0.0333,-0.049107,-0.060416,-0.090225,-0.013854,-0.011108,-0.039138,-0.023448,-0.065939,-0.022587,-0.080408,-0.070108,0,-0.060136,0.054189,-0.069067,-0.0089237,0,-0.095057,0,0,-0.084324,-0.10357,-0.029098,-0.072602,0.015279,0,0,0,0.062389,0.0068351,0.048774,0.06293,0.030554,0,0.043776,0.069928,0.098683,0.11024,0.11883,0.029258,0,0.031737,0.076322,-0.0029231,0,0,0,0.0037052,0,0,-0.0081233,0,-0.0067149,-0.0052189,-0.010883,-0.00034651,-0.0036861,-0.0038948,-0.0089321,0,-0.0010141,0,0,-0.0028739,0,0,-0.026593,-0.071316,-0.017179,0.018126,-0.040072,0.068689,0,0.032926,-0.08286,-0.0058815,0.040439,0,0,-0.024219,0,0.018712,-0.011388,0,-0.039149,0,0,-0.012099,-0.021945,-0.037353,0,-0.0021264,0.0019413,0,-0.002285,-0.054983,-0.013812,-0.10737,-0.010378,-0.076731,0.01567,0,0.041224,-0.047611,-0.037862,-0.028853,-0.012462,-0.0074727,0,0.0012244,0,0,0,0.031859,-0.032784,0.0099573,-0.0061713,-0.0021514,-0.009543,0,0,0.019728,0.010975,0.046395,0.016165,0.049515,0.045343,0.014692,-0.024257,-0.054567,-0.00039743,0.069027,0.0099109,0.076443,0.08271,0.056883,0.037554,0.079273,-0.01237,0.015456,0.044141,0.050577,0.096911,0.028083,0,0.11963,0.11993,0.044847,0.087956,0,0.054241,0.098317,0.023206,0.033744,-0.14123,0,-0.053883,0.06923,0.090339,0.051785,0.069344,0.056511,0,0,0,0,-0.039797,-0.015739,-0.01818,0.018976,0,-0.046531,0,0.0068859,-0.03987,0.01272,0.015914,0.011806,-0.015774,-0.017053,-0.0068525,0,-0.045282,0,-0.064137,-0.04005,0,-0.064138,-0.080925,-0.080368,-0.019862,-0.016917,-0.009884,-0.025868,-0.12616,-0.11056,-0.028193,-0.080219,-0.03711,-0.028579,-0.053488,-0.010945,0,-0.12499,-0.0849,0,-0.029297,0,-0.0075789,0,-0.026594,0,0,0,0.028636,0.034412,-0.026076,0,-0.054952,-0.050025,0,0.02574,0.032373,0,0.014141,0,-0.043667,0.049226,-0.022272,0,0,-0.028766,0,0,-0.11224,-0.038953,0,0,0,-0.074097,0.016621,-0.066974,0,-0.041044,-0.084314,0.0093207,0.029221,0,0,0,0.08648,0.013765,0,-0.060706,0,-0.031129,-0.016021,-0.039749,0,0
