"Finalmethynames","Finalmethy1names","Finalgenenames","Finalsimilarityvalues"
"248","PI3","EDNRB","PI3.EDNRB",1
"249","PI3","HS3ST2","PI3.HS3ST2",1
"250","PI3","LIG4","PI3.LIG4",1
"251","PI3","CHFR","PI3.CHFR",1
"252","PI3","EYA4","PI3.EYA4",1
"253","PI3","CDKN1C","PI3.CDKN1C",1
"254","PI3","EGR4","PI3.EGR4",1
"255","PI3","EPHA3","PI3.EPHA3",1
"256","PI3","FLT3","PI3.FLT3",1
"257","PI3","GRB10","PI3.GRB10",1
"258","PI3","GAS7","PI3.GAS7",1
"259","PI3","MMP2","PI3.MMP2",1
"260","PI3","CD34","PI3.CD34",1
"261","PI3","SLC22A18","PI3.SLC22A18",1
"262","PI3","HOXB13","PI3.HOXB13",1
"263","PI3","KDR","PI3.KDR",1
"264","PI3","BTK","PI3.BTK",1
"265","PI3","DCC","PI3.DCC",1
"266","PI3","ERG","PI3.ERG",1
"267","PI3","FGF12","PI3.FGF12",1
"268","PI3","NBL1","PI3.NBL1",1
"269","PI3","TIAM1","PI3.TIAM1",1
"270","PI3","ROR2","PI3.ROR2",1
"271","PI3","ASCL1","PI3.ASCL1",1
"272","PI3","AHR","PI3.AHR",1
"273","PI3","OGG1","PI3.OGG1",1
"274","PI3","MLF1","PI3.MLF1",1
"275","PI3","LIMK1","PI3.LIMK1",1
"276","PI3","LYN","PI3.LYN",1
"277","PI3","ABL2","PI3.ABL2",1
"278","PI3","S100A2","PI3.S100A2",1
"279","PI3","GNAS","PI3.GNAS",1
"280","PI3","SLIT2","PI3.SLIT2",1
"281","PI3","ALK","PI3.ALK",1
"282","PI3","MYBL2","PI3.MYBL2",1
"283","PI3","RASSF1","PI3.RASSF1",1
"284","PI3","CD40","PI3.CD40",1
"285","PI3","ZNF264","PI3.ZNF264",1
"286","PI3","DBC1","PI3.DBC1",1
"287","PI3","DLK1","PI3.DLK1",1
"288","PI3","DUSP4","PI3.DUSP4",1
"289","PI3","HBEGF","PI3.HBEGF",1
"290","PI3","EPHA2","PI3.EPHA2",1
"291","PI3","MECP2","PI3.MECP2",1
"292","PI3","WNT1","PI3.WNT1",1
"293","PI3","SH3BP2","PI3.SH3BP2",1
"294","PI3","RAD54B","PI3.RAD54B",1
"295","PI3","NES","PI3.NES",1
"296","PI3","HLA.DPB1","PI3.HLA.DPB1",1
"297","PI3","TNK1","PI3.TNK1",1
"298","PI3","PDGFRA","PI3.PDGFRA",1
"299","PI3","BCAM","PI3.BCAM",1
"300","PI3","AXIN1","PI3.AXIN1",1
"301","PI3","HLF","PI3.HLF",1
"302","PI3","PGF","PI3.PGF",1
"303","PI3","RET","PI3.RET",1
"304","PI3","SLC5A5","PI3.SLC5A5",1
"305","PI3","HCK","PI3.HCK",1
"306","PI3","RIPK4","PI3.RIPK4",1
"307","PI3","TGFBI","PI3.TGFBI",1
"308","PI3","ALPL","PI3.ALPL",1
"309","PI3","RBP1","PI3.RBP1",1
"310","PI3","CCKBR","PI3.CCKBR",1
"311","PI3","HDAC9","PI3.HDAC9",1
"312","PI3","FHIT","PI3.FHIT",1
"313","PI3","S100A4","PI3.S100A4",1
"314","PI3","CD44","PI3.CD44",1
"315","PI3","FANCE","PI3.FANCE",1
"316","PI3","CCNA1","PI3.CCNA1",1
"317","PI3","KIT","PI3.KIT",1
"318","PI3","NKX3.1","PI3.NKX3.1",1
"319","PI3","MOS","PI3.MOS",1
"320","PI3","MYCL1","PI3.MYCL1",1
"321","PI3","FGF8","PI3.FGF8",1
"322","PI3","NR2F6","PI3.NR2F6",1
"323","PI3","TBX1","PI3.TBX1",1
"324","PI3","SMO","PI3.SMO",1
"325","PI3","CHGA","PI3.CHGA",1
"326","PI3","ICA1","PI3.ICA1",1
"327","PI3","GABRB3","PI3.GABRB3",1
"328","PI3","FGF2","PI3.FGF2",1
"329","PI3","FLI1","PI3.FLI1",1
"330","PI3","HDAC6","PI3.HDAC6",1
"331","PI3","HTR2A","PI3.HTR2A",1
"332","PI3","BMP3","PI3.BMP3",1
"333","PI3","VBP1","PI3.VBP1",1
"334","PI3","RARA","PI3.RARA",1
"335","PI3","SPP1","PI3.SPP1",1
"336","PI3","PODXL","PI3.PODXL",1
"337","PI3","MMP7","PI3.MMP7",1
"338","PI3","AXL","PI3.AXL",1
"339","PI3","IRF5","PI3.IRF5",1
"340","PI3","PRKAR1A","PI3.PRKAR1A",1
"341","PI3","PTGS2","PI3.PTGS2",1
"342","PI3","ERCC6","PI3.ERCC6",1
"343","PI3","MAPK12","PI3.MAPK12",1
"344","PI3","ESR2","PI3.ESR2",1
"345","PI3","GFI1","PI3.GFI1",1
"346","PI3","PDE1B","PI3.PDE1B",1
"347","PI3","SEMA3F","PI3.SEMA3F",1
"348","PI3","PGR","PI3.PGR",1
"349","PI3","PLS3","PI3.PLS3",1
"350","PI3","MCM2","PI3.MCM2",1
"351","PI3","IGFBP1","PI3.IGFBP1",1
"352","PI3","TGFB2","PI3.TGFB2",1
"353","PI3","RARRES1","PI3.RARRES1",1
"354","PI3","IL12B","PI3.IL12B",1
"355","PI3","ABCC5","PI3.ABCC5",1
"356","PI3","PAX6","PI3.PAX6",1
"357","PI3","PEG10","PI3.PEG10",1
"358","PI3","ABCG2","PI3.ABCG2",1
"359","PI3","MYH11","PI3.MYH11",1
"360","PI3","CHD2","PI3.CHD2",1
"361","PI3","RAB32","PI3.RAB32",1
"362","PI3","IGFBP7","PI3.IGFBP7",1
"363","PI3","PDGFB","PI3.PDGFB",1
"364","PI3","BMP6","PI3.BMP6",1
"365","PI3","IGFBP2","PI3.IGFBP2",1
"366","PI3","EGFR","PI3.EGFR",1
"367","PI3","MET","PI3.MET",1
"368","PI3","NQO1","PI3.NQO1",1
"369","PI3","DAB2","PI3.DAB2",1
"370","PI3","PSIP1","PI3.PSIP1",1
"371","PI3","GPX3","PI3.GPX3",1
"372","PI3","NRG1","PI3.NRG1",1
"373","PI3","GPX1","PI3.GPX1",1
"374","PI3","IGFBP5","PI3.IGFBP5",1
"375","PI3","THBS1","PI3.THBS1",1
"376","PI3","DKC1","PI3.DKC1",1
"377","PI3","L1CAM","PI3.L1CAM",1
"378","PI3","COL6A1","PI3.COL6A1",1
"379","PI3","EPHB1","PI3.EPHB1",1
"380","PI3","ELK3","PI3.ELK3",1
"381","PI3","CDH11","PI3.CDH11",1
"382","PI3","TNFRSF1A","PI3.TNFRSF1A",1
"383","PI3","EPHB4","PI3.EPHB4",1
"384","PI3","PXN","PI3.PXN",1
"385","PI3","TNFRSF10D","PI3.TNFRSF10D",1
"386","PI3","PTK2","PI3.PTK2",1
"387","PI3","YES1","PI3.YES1",1
"388","PI3","FGF5","PI3.FGF5",1
"389","PI3","MAP2K6","PI3.MAP2K6",1
"390","PI3","FER","PI3.FER",1
"391","PI3","HSD17B12","PI3.HSD17B12",1
"392","PI3","GRPR","PI3.GRPR",1
"393","PI3","SERPINE1","PI3.SERPINE1",1
"394","PI3","JUNB","PI3.JUNB",1
"395","PI3","LOX","PI3.LOX",1
"396","PI3","PPARG","PI3.PPARG",1
"397","PI3","RAD50","PI3.RAD50",1
"398","PI3","ACVR1B","PI3.ACVR1B",1
"399","PI3","SHH","PI3.SHH",1
"400","PI3","EPHB6","PI3.EPHB6",1
"401","PI3","ABL1","PI3.ABL1",1
"402","PI3","MYB","PI3.MYB",1
"403","PI3","XRCC1","PI3.XRCC1",1
"404","PI3","MCC","PI3.MCC",1
"405","PI3","ETS1","PI3.ETS1",1
"406","PI3","TES","PI3.TES",1
"407","PI3","SMARCB1","PI3.SMARCB1",1
"408","PI3","LRP2","PI3.LRP2",1
"409","PI3","GLI3","PI3.GLI3",1
"410","PI3","DSP","PI3.DSP",1
"411","PI3","EPM2A","PI3.EPM2A",1
"412","PI3","FABP3","PI3.FABP3",1
"413","PI3","TYRO3","PI3.TYRO3",1
"414","PI3","EPHB3","PI3.EPHB3",1
"415","PI3","ITGA2","PI3.ITGA2",1
"416","PI3","PCDH1","PI3.PCDH1",1
"417","PI3","RYK","PI3.RYK",1
"418","PI3","EPHA7","PI3.EPHA7",1
"419","PI3","APBA1","PI3.APBA1",1
"420","PI3","RAP1A","PI3.RAP1A",1
"421","PI3","MMP10","PI3.MMP10",1
"422","PI3","TRAF4","PI3.TRAF4",1
"423","PI3","FYN","PI3.FYN",1
"424","PI3","BCR","PI3.BCR",1
"425","PI3","TJP1","PI3.TJP1",1
"426","PI3","HLA.DOA","PI3.HLA.DOA",1
"427","PI3","PPARD","PI3.PPARD",1
"428","PI3","PDGFA","PI3.PDGFA",1
"429","PI3","ITGA6","PI3.ITGA6",1
"430","PI3","CDKN1A","PI3.CDKN1A",1
"431","PI3","MAP3K8","PI3.MAP3K8",1
"432","PI3","IL12A","PI3.IL12A",1
"433","PI3","STK11","PI3.STK11",1
"434","PI3","HPSE","PI3.HPSE",1
"435","PI3","GADD45A","PI3.GADD45A",1
"436","PI3","NEU1","PI3.NEU1",1
"437","PI3","CTGF","PI3.CTGF",1
"438","PI3","LMO1","PI3.LMO1",1
"439","PI3","MBD2","PI3.MBD2",1
"440","PI3","MTA1","PI3.MTA1",1
"441","PI3","ZNF215","PI3.ZNF215",1
"442","PI3","TM7SF3","PI3.TM7SF3",1
"443","PI3","SMARCA4","PI3.SMARCA4",1
"444","PI3","WEE1","PI3.WEE1",1
"445","PI3","CTNNB1","PI3.CTNNB1",1
"446","PI3","EIF2AK2","PI3.EIF2AK2",1
"447","PI3","NFKB2","PI3.NFKB2",1
"448","PI3","VIM","PI3.VIM",1
"449","PI3","FGFR3","PI3.FGFR3",1
"450","PI3","MLH3","PI3.MLH3",1
"451","PI3","TYK2","PI3.TYK2",1
"452","PI3","GATA6","PI3.GATA6",1
"453","PI3","SEMA3A","PI3.SEMA3A",1
"454","PI3","BCL3","PI3.BCL3",1
"455","PI3","BAX","PI3.BAX",1
"456","PI3","NFKB1","PI3.NFKB1",1
"457","PI3","ETS2","PI3.ETS2",1
"458","PENK","EPO","PENK.EPO",1
"459","PENK","ONECUT2","PENK.ONECUT2",1
"460","PENK","PRKCDBP","PENK.PRKCDBP",1
"461","PENK","TWIST1","PENK.TWIST1",1
"462","PENK","IFNGR2","PENK.IFNGR2",1
"463","PENK","ISL1","PENK.ISL1",1
"464","PENK","FLT4","PENK.FLT4",1
"465","PENK","MUC1","PENK.MUC1",1
"466","PENK","CD2","PENK.CD2",1
"467","PENK","GNMT","PENK.GNMT",1
"468","PENK","SOX17","PENK.SOX17",1
"469","PENK","WNT2","PENK.WNT2",1
"470","PENK","GALR1","PENK.GALR1",1
"471","PENK","MYOD1","PENK.MYOD1",1
"472","PENK","PHLDA2","PENK.PHLDA2",1
"473","PENK","COL1A2","PENK.COL1A2",1
"474","PENK","SFRP1","PENK.SFRP1",1
"475","PENK","EDNRB","PENK.EDNRB",1
"476","PENK","HS3ST2","PENK.HS3ST2",1
"477","PENK","LIG4","PENK.LIG4",1
"478","PENK","CHFR","PENK.CHFR",1
"479","PENK","EYA4","PENK.EYA4",1
"480","PENK","CDKN1C","PENK.CDKN1C",1
"481","PENK","EGR4","PENK.EGR4",1
"482","PENK","EPHA3","PENK.EPHA3",1
"483","PENK","FLT3","PENK.FLT3",1
"484","PENK","GRB10","PENK.GRB10",1
"485","PENK","GAS7","PENK.GAS7",1
"486","PENK","MMP2","PENK.MMP2",1
"487","PENK","CD34","PENK.CD34",1
"488","PENK","SLC22A18","PENK.SLC22A18",1
"489","PENK","HOXB13","PENK.HOXB13",1
"490","PENK","KDR","PENK.KDR",1
"491","PENK","BTK","PENK.BTK",1
"492","PENK","DCC","PENK.DCC",1
"493","PENK","ERG","PENK.ERG",1
"494","PENK","FGF12","PENK.FGF12",1
"495","PENK","NBL1","PENK.NBL1",1
"496","PENK","TIAM1","PENK.TIAM1",1
"497","PENK","ROR2","PENK.ROR2",1
"498","PENK","ASCL1","PENK.ASCL1",1
"499","PENK","AHR","PENK.AHR",1
"500","PENK","OGG1","PENK.OGG1",1
"501","PENK","MLF1","PENK.MLF1",1
"502","PENK","LIMK1","PENK.LIMK1",1
"503","PENK","LYN","PENK.LYN",1
"504","PENK","ABL2","PENK.ABL2",1
"505","PENK","S100A2","PENK.S100A2",1
"506","PENK","GNAS","PENK.GNAS",1
"507","PENK","SLIT2","PENK.SLIT2",1
"508","PENK","ALK","PENK.ALK",1
"509","PENK","MYBL2","PENK.MYBL2",1
"510","PENK","RASSF1","PENK.RASSF1",1
"511","PENK","CD40","PENK.CD40",1
"512","PENK","ZNF264","PENK.ZNF264",1
"513","PENK","DBC1","PENK.DBC1",1
"514","PENK","DLK1","PENK.DLK1",1
"515","PENK","DUSP4","PENK.DUSP4",1
"516","PENK","HBEGF","PENK.HBEGF",1
"517","PENK","EPHA2","PENK.EPHA2",1
"518","PENK","MECP2","PENK.MECP2",1
"519","PENK","WNT1","PENK.WNT1",1
"520","PENK","SH3BP2","PENK.SH3BP2",1
"521","PENK","RAD54B","PENK.RAD54B",1
"522","PENK","NES","PENK.NES",1
"523","PENK","HLA.DPB1","PENK.HLA.DPB1",1
"524","PENK","TNK1","PENK.TNK1",1
